timestep,action,reward,current_amt,order_qty,sharp_ratio,sortino_ratio,daily_rate
1,0.19489662,-0.05004420253164557,31599127.0,98.0,-136537.16609392897,0.0,-2.7626582278481012e-05
2,-0.7923552,-0.04547113799792013,31689062.0,77.0,-1393.0679140771247,0.0,0.0028461229324468363
3,0.36569434,-0.1489233988188245,31660192.0,177.0,-1317.7528392026807,-4224.738622669292,-0.0009110399039264715
4,-0.6387435,-0.16495022864667946,31330793.0,126.0,-410.66104795411957,-396.3033829372187,-0.010404200959994179
5,-0.3060488,-0.15156138277072906,31450933.0,22.0,-409.5863416506807,-403.1581155637006,0.0038345662045643084
6,-0.19601768,-0.14820573901562623,31569973.0,9.0,-424.6361662942823,-413.0007532870363,0.003784943359231982
7,-0.40777186,-0.15301716191408898,31527292.0,16.0,-451.5392797051089,-461.3161111177094,-0.0013519492081922274
8,0.03366696,-0.15131748120709015,31542155.0,15.0,-476.03002685562996,-459.3001660836028,0.00047143281446436946
9,0.021443285,-0.14394951535624573,31694068.0,9.0,-468.84007140852816,-460.774012808362,0.0048161896357430236
10,0.09850143,-0.14709273962196884,31698579.0,40.0,-485.0491416076759,-454.55203080834394,0.00014232947313673965
11,0.19629204,-0.14677830148118598,31706768.0,73.0,-506.2818535078239,-454.2523538378173,0.0002583396561719691
12,0.7347822,-0.15198124864698456,31607435.0,221.0,-519.891075039677,-516.6839088799081,-0.003132864251569255
13,0.008292742,-0.14203207993695385,31760635.0,0.0,-508.4751998730513,-515.1277884097433,0.004846960849559605
14,0.105711974,-0.16090838799343377,31454159.0,8.0,-437.96915652737573,-464.12792658272286,-0.009649555180493085
15,-1.0744424,-1.0,31806059.0,0.0,-403.6388143220133,-454.4367452629679,-0.009649555180493085
16,0.013598613,-0.10059210391708263,32509859.0,0.0,-207.51238983119976,-450.439198097642,0.03356312912387834
17,0.5500787,-0.1319276735043345,32353072.0,39.0,-216.15495836332983,-492.8488281828835,-0.004822752384130611
18,-0.5682593,-0.1278021926640701,32368028.0,244.0,-220.23339845269032,-488.7734491194157,0.00046227449436640826
19,-1.2910264,-1.0,32405228.0,0.0,-226.49854771514828,-489.96657295099664,0.00046227449436640826
