timestep,action,reward,current_amt,order_qty,sharp_ratio,sortino_ratio,daily_rate
1,0.48974526,-0.05011125179856116,55596134.0,9919.0,-51690.153129849976,0.0,-6.953237410071942e-05
2,-0.22692217,-0.19458232198786501,54049120.0,2250.0,-138.98985193405278,-131.20533194591502,-0.027825927608563575
3,-0.078579694,-0.18635036489440687,53663160.0,602.0,-155.9922995454599,-150.7876855975782,-0.007140911822431152
4,-0.113599166,-0.20726695356410957,52776605.0,802.0,-168.3202467547237,-172.0797646743525,-0.01652073787678549
5,0.45547682,-0.19485158256869728,52805496.0,7085.0,-164.5611337379918,-166.3635942608957,0.0005474205853142695
6,-0.123410136,-0.22686645141156925,51731169.0,1647.0,-166.2453446992721,-180.0359369834025,-0.020344984544790563
7,0.46699622,-0.20397796542419722,52022132.0,4807.0,-156.0645057612484,-178.78498442695133,0.005624520103150965
8,-0.09994677,-0.16406601507645113,53501379.0,1650.0,-108.2519528736506,-172.99658270496232,0.02843495533785505
9,-0.020377457,-0.16443334951022961,54168840.0,302.0,-107.51590294497609,-171.9735101179441,0.012475584975108773
10,-0.26158127,-0.16303137026765885,54517003.0,3808.0,-111.05324766503456,-171.84446666186332,0.006427366729654909
11,0.36727738,-0.15509033273311357,54945575.0,3919.0,-114.88625517661117,-172.99916493508843,0.00786125385505876
12,0.0006647557,-0.16271485609613068,54872230.0,4.0,-114.01187138791951,-158.68935054149892,-0.0013348663654898507
13,-0.23950914,-0.15584004947654873,55077468.0,3514.0,-118.54145713794236,-159.60510056678058,0.0037402890314463255
14,-0.28582785,-0.16851695175260006,54729373.0,3189.0,-120.80554266819611,-166.77332509826766,-0.006320098084392696
15,-0.2241896,-0.17238936159770052,54443063.0,1786.0,-127.08859497699731,-177.74082517751324,-0.005231377308123008
16,-0.1715874,-0.16885438012107362,54438691.0,1061.0,-130.41730225726548,-175.51021573266837,-8.030407840940177e-05
17,-0.055191547,-0.1599046806397985,54744882.0,282.0,-131.61195524299555,-173.5234279378144,0.005624510699568437
18,-0.24737857,-0.15697795531566033,54981783.0,1197.0,-129.58769199300104,-167.05424162477,0.004327363423671276
19,-0.25595626,-0.1669697976665604,54741014.0,932.0,-135.02581499714148,-176.71756550404152,-0.004379068608960899
20,0.23061587,-0.15059137412799406,55200489.0,4046.0,-135.19138194895189,-175.12667306772119,0.008393615068949947
21,-0.24409339,-0.13035319901507153,56105076.0,1649.0,-132.71992388469764,-175.6542718349928,0.01638730048206638
22,0.555804,-0.16974223592086624,55131092.0,8637.0,-132.65521993811217,-181.569794851924,-0.01735999787256326
23,-0.5075885,-0.17235848392246925,54619798.0,6977.0,-135.67236776553185,-191.9996454986431,-0.00927414969396942
24,0.30305585,-0.16591251975585308,54618214.0,4230.0,-136.76949212266862,-188.33918225349734,-2.9000473418081847e-05
25,0.31804675,-0.14519028165125847,55331993.0,3019.0,-135.92024332019574,-188.24140348837977,0.013068515934995605
26,-0.33926606,-0.17514742579278053,54610403.0,4755.0,-134.80425519901004,-192.66627739134043,-0.013041099025657725
27,0.113464504,-0.19693025500768113,53544674.0,1345.0,-128.777038075334,-186.07296142107072,-0.019515127914364595
28,0.43179226,-0.19418122085354173,53171760.0,4603.0,-130.21001488215364,-190.93131255615486,-0.006964539554391535
29,-0.14068781,-0.1739409811392742,53695237.0,2140.0,-130.57603495266278,-191.00260023942664,0.00984501923577478
30,0.42389148,-0.23625587749841886,51798708.0,3646.0,-120.48291456469856,-160.1030227340882,-0.03532024637492521
31,-0.31909782,-0.2369659527496259,50942362.0,5334.0,-121.9961091527201,-165.85768684001272,-0.016532188409023638
32,0.21967128,-0.20838251533570074,51510755.0,2233.0,-122.94899373595739,-167.26666468176677,0.01115757058928677
33,0.3130252,-0.17161991760987078,53007673.0,2374.0,-112.77273895591756,-162.97922107753644,0.029060300125672785
34,0.12618747,-0.1543698526431591,54286640.0,637.0,-109.39760946824487,-162.876644381369,0.02412795973896081
