timestep,action,reward,current_amt,order_qty,sharp_ratio,sortino_ratio,daily_rate
1,-0.2514783,-1.0,90200000.0,0.0,0.0,0.0,0.0
2,-0.37890786,-1.0,90200000.0,0.0,0.0,0.0,0.0
3,-0.22684225,-1.0,90200000.0,0.0,0.0,0.0,0.0
4,0.21706927,-0.05004920620842572,90197226.0,483.0,-163396.51586157174,0.0,-3.0753880266075386e-05
5,0.19199024,-0.15391730954140959,89977951.0,339.0,-2235.5665598641936,-1683.5023619131046,-0.002431061460803684
6,-0.67787784,-0.16817463210844963,89079229.0,557.0,-583.1389957134022,-474.7691611382665,-0.009988247009536814
7,-0.22711661,-0.16030632681095816,89128373.0,60.0,-606.8323308355601,-475.1121215092504,0.0005516886546020734
8,-0.23991632,-0.1616621771033367,89073994.0,49.0,-634.0405382769998,-500.69888918398755,-0.0006101199670726627
9,-0.33500183,-0.1607381157863979,89101857.0,52.0,-642.4537900924346,-488.3140796479501,0.0003128073498085199
10,0.049448222,-0.16180227007272593,89054465.0,108.0,-672.4168054374211,-522.0511271078448,-0.0005318856598016807
11,-0.19608182,-0.16147634723087173,89051864.0,41.0,-711.5556462112254,-559.2778756142986,-2.9206845496180343e-05
12,-0.28477326,-0.16105287913121138,89074457.0,48.0,-741.6448550638747,-564.8487189560738,0.00025370608749975183
13,0.21144521,-0.16226277410154033,89016581.0,464.0,-753.3861385081467,-588.7831876716389,-0.0006497485581079658
14,0.064901516,-0.16286609560507131,88957273.0,112.0,-777.8163759062608,-621.481649527699,-0.0006662578963800014
15,-0.005418718,-0.15678940342193887,89271633.0,3.0,-735.1247636553662,-621.9627748202668,0.0035338313484497216
16,-0.5479948,-0.1590749338722922,89282192.0,381.0,-755.891294578311,-621.9255953562429,0.00011827945389998635
17,-0.3382674,-0.16572893344823353,88913399.0,106.0,-744.6896899002043,-645.1231998680048,-0.00413064455227533
18,-0.07217622,-0.16341354078809456,88881128.0,15.0,-771.2998409082307,-674.9403597197278,-0.0003629486709871478
19,0.09709816,-0.15867685196026032,89132206.0,204.0,-756.2166131436472,-675.6933758630787,0.0028248741397611426
20,-0.76863235,-0.16560745057250587,88854426.0,305.0,-766.0862128248613,-710.7123187949276,-0.003116494165980813
21,-0.06456939,-0.1609419551344648,88993537.0,6.0,-766.9606745714661,-706.9826949074954,0.00156560574709019
22,-0.30109885,-0.16175769947177876,89009239.0,26.0,-774.3626468708509,-699.4917560900302,0.00017643977899204074
23,-0.4020871,-0.16114782238324132,89050343.0,24.0,-799.2996274656504,-709.2363437852297,0.00046179475818235004
24,-0.2907312,-0.16177979264572526,89033037.0,10.0,-807.8369008303218,-720.9935582077782,-0.00019433950973102933
25,-0.22352993,-0.16114519619412504,89060983.0,6.0,-819.8304261043799,-719.0658299227891,0.0003138834857447354
26,0.11037168,-0.16125837058932158,89066956.0,234.0,-840.5105303686371,-724.124481539543,6.706640549880299e-05
27,-0.18682244,-0.15908880979656392,89191220.0,47.0,-843.5597297055157,-721.4460297402967,0.0013951751084880458
28,-0.33745876,-0.15885434270930726,89259159.0,70.0,-868.3641389263728,-732.790162460558,0.0007617229588293556
29,-0.12788554,-0.15830217632513646,89320066.0,17.0,-888.6982746713455,-739.806004913499,0.0006823613473660445
30,-0.3638604,-0.1601274128963078,89244422.0,44.0,-889.2718746683081,-754.4264323716427,-0.0008468869693849084
31,0.35348308,-0.15981725810790598,89228561.0,723.0,-897.6564080853885,-767.6018815040524,-0.000177725393302452
32,0.17623144,-0.14474634200194514,90067176.0,227.0,-724.7622247603489,-767.4874845390906,0.009398504140395137
33,-0.4431476,-0.1209293238430987,91779644.0,455.0,-472.21721803467045,-764.7995163526431,0.019013230746792818
34,0.2078376,-0.13125198545369407,91949291.0,305.0,-481.34776844309073,-769.4630772491171,0.0018484164091985365
35,0.1307146,-0.12562070998557134,92342974.0,150.0,-485.6260338492747,-773.9404801756832,0.004281522953776772
36,-0.5602042,-0.11315786594541032,93223466.0,575.0,-465.7974080750826,-776.3410801145143,0.009535018874310892
37,-0.16646661,-0.12190773166123679,93104784.0,75.0,-459.1394934680271,-783.5011989840865,-0.0012730914767747426
38,-0.56611,-0.11998094782147503,93163975.0,213.0,-460.72003469734517,-776.0767786919404,0.0006357460643483154
39,-0.15580757,-0.12088942381564365,93137479.0,25.0,-469.11838122884126,-799.0327161345282,-0.0002844017765450648
40,-0.164375,-0.12412288397734897,92941262.0,22.0,-465.4602665406184,-810.8612966426575,-0.002106745878316075
41,-0.42065382,-0.12230182463118736,92961042.0,49.0,-465.6028865567657,-801.5484266842775,0.0002128225889594656
42,-0.033822432,-0.12120338270346416,93032291.0,2.0,-479.54023067084694,-815.8870578386353,0.0007664393434832626
43,0.009965315,-0.1215687897511394,93042067.0,19.0,-487.169868837203,-819.6138414685986,0.0001050817935892818
44,-0.2216712,-0.11973300706401481,93151164.0,18.0,-493.05418574549395,-820.3643012261493,0.001172555635506249
45,0.10899626,-0.1222774364258206,93052628.0,212.0,-490.57680676020976,-831.2910650755921,-0.0010578075009347173
46,-0.16614322,-0.12086561884418455,93090990.0,46.0,-504.7363933793048,-846.1802179548253,0.0004122613280733995
47,-0.06418076,-0.12219188222028733,93031685.0,14.0,-509.38273255649005,-865.4474667921083,-0.0006370648759885355
48,-0.25826186,-0.11818006723716486,93235424.0,56.0,-512.190977848961,-862.6903667478164,0.00218999580626751
49,0.1355084,-0.11959933728906186,93241928.0,247.0,-521.9932794950648,-870.5879530141756,6.975889335795802e-05
50,-0.35564518,-0.11841065494783976,93312703.0,145.0,-526.4417338156152,-869.3612625576704,0.0007590469386261511
51,-0.0011340976,-0.11801557508863361,93365703.0,0.0,-532.4930629312418,-870.8644986381415,0.0005679826893450938
52,-0.80940825,-0.12147877211110335,93190277.0,214.0,-533.3031609259053,-889.7828394594961,-0.001878912645256899
53,0.0018936992,-0.12016386555688914,93190258.0,3.0,-533.2516808450546,-893.0616069972351,-2.0388393093841754e-07
54,-0.41827866,-0.12175049584346966,93099530.0,22.0,-538.0795833295036,-914.3860522224277,-0.0009735781609275081
55,-0.16014722,-0.12121538570178342,93091163.0,5.0,-553.9155908658278,-945.7827812236447,-8.98715600390249e-05
56,-0.18751968,-0.1214422665182546,93074601.0,5.0,-559.2395634190337,-960.5504082208923,-0.00017791162411409555
57,-0.48500025,-0.12142660514243665,93068379.0,10.0,-561.7358915206854,-969.1827539270133,-6.684960164373952e-05
58,-0.046289727,-0.12128531485664613,93073779.0,0.0,-561.8931657100569,-961.3580265298419,5.802185509215756e-05
59,-0.06256702,-0.12146242034483527,93065979.0,0.0,-557.3246912604674,-958.1704151688721,-8.380448375261522e-05
