timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-0.16722086,-1.0,20220817, 098460.csv,14350.0,14450.0,0.0,10500000,10500000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
2,1.0147988,-1.0,20220818, 098460.csv,14450.0,14250.0,0.0,10500000,10500000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
3,0.03488428,-0.0033980567810920517,20220819, 098460.csv,14250.0,14050.0,25.0,10138699.0,10494949.0,25.0,0.0,-0.00048571428571428566,-0.00048571428571428566,-0.04761927891268805,-0.011273945969970778,-0.04810476190476191,-0.04761927891268805,-2.2675700144025868e-05,-15317.034718039693,0.0,buy
4,-0.894777,0.002624734092589043,20220822, 098460.csv,14050.0,14000.0,3.0,10451685.0,10493835.0,22.0,-0.04764196567320146,-0.053,-0.052514540784912384,0.04192464978149314,0.00874987635486224,-0.05871428571428571,-0.00571731589170832,-3.2687695661337557e-07,-160.46310212076514,-129.27448978891857,sell
5,0.06004014,-0.0007548242658483639,20220823, 098460.csv,14000.0,13900.0,47.0,9833398.0,10491398.0,44.0,-0.001429410696852009,-0.05954285714285714,-0.006546326696006027,-0.022394286579018288,-0.0025043791538379434,-0.08192380952380952,-0.022394286579018288,-5.015028138544153e-06,-177.2413802053628,-146.4272144227586,buy
6,-0.13265643,3.835645506699014e-05,20220824, 098460.csv,13900.0,14400.0,41.0,9917261.0,10487161.0,6.0,-0.04479860548613254,-0.08322857142857143,-0.0236998258391568,0.0057184605922060636,0.00016349059167941604,-0.12227619047619047,-0.03908014489392648,-1.5272460624049522e-05,-187.08239430978293,-170.61626791866053,sell
7,0.80249417,0.3573213781202186,20220825, 098460.csv,14400.0,14150.0,613.0,1965332.0,10792532.0,572.0,0.19547711721027264,-0.1330285714285714,-0.04984148235374185,2.727458841787373,0.9999999999999999,2.7860190476190474,2.9229359589976456,0.08188768302888383,-167.34648425901258,-166.1137116331693,buy
8,0.086398475,-0.31446477771072834,20220826, 098460.csv,14150.0,13400.0,624.0,1806910.0,10636510.0,11.0,-1.4199633598491994,2.7858095238095237,2.9227261560903113,-1.4454468886292438,-0.9999709526569244,1.300095238095238,-1.4454468886292438,-0.020676417019501514,-0.8736103278162626,-37.60076603683239,buy
9,-0.22449484,0.22067515133770874,20220829, 098460.csv,13400.0,13750.0,484.0,3784658.0,10270258.0,140.0,-4.39993945382461,1.2691238095238095,-1.4755788968460535,0.9861221647115266,0.9922664294793664,-2.1880190476190475,-3.413817289113083,-0.11000682500871595,-2.2845762135496757,-4.343240052989458,sell
10,1.1591634,-1.0,20220830, 098460.csv,13750.0,14150.0,484.0,3784658.0,10439658.0,0,1.6494230232580331,-2.1880190476190475,-3.413817289113083,1.6494230232580331,0.9999987631980077,-0.5746857142857142,1.6494230232580331,0.02683921432705383,-4.176073611508443,-4.882100407559787,wrong
11,0.31533602,0.15830627462555485,20220831, 098460.csv,14150.0,13400.0,570.0,2601991.0,10667491.0,86.0,1.8544668800453041,-0.5762761904761905,1.6477969686837468,0.3295476470997456,0.4190021708528656,1.5951523809523809,2.1840145271450497,0.04657946195670737,-2.9546290516150435,-3.532565126777813,buy
12,0.08922886,-0.40928373877254276,20220901, 098460.csv,13400.0,13200.0,586.0,2375559.0,10227959.0,16.0,-4.00750279517461,1.594847619047619,2.1837079987903625,-4.120006460770085,-1.0,-2.590866666666667,-4.120006460770085,-0.15611962681791824,-1.4082502537206316,-1.7584373897232448,buy
13,-0.16238183,0.0410259221652994,20220902, 098460.csv,13200.0,13150.0,491.0,3646470.0,10127670.0,95.0,-1.1458786645507673,-2.6107619047619046,-4.139589381126283,0.18556917499144365,0.15817202726990998,-3.546,-0.9603094895593236,-0.009179551450962276,-3.5171155825813725,-4.009794433395207,sell
14,0.5044738,-0.11573120111640896,20220905, 098460.csv,13150.0,13500.0,630.0,1811410.0,10095910.0,139.0,-0.24240521265009624,-3.548476190476191,-0.962852060509277,-0.31103707660695085,-0.383514400497026,-3.84847619047619,-0.31103707660695085,-0.0009669728104302333,-4.10897390461737,-4.826744734003504,buy
15,-0.16288118,-0.11615123853696446,20220906, 098460.csv,13500.0,12950.0,528.0,3150509.0,10278509.0,102.0,2.18405275007404,-3.8694380952380953,-0.3327701751978048,-0.353209400023033,-0.46408751276384963,-2.109438095238095,1.830843350051007,0.03296430756027202,-4.390548580918496,-5.193439759627697,sell
16,0.24611628,-1.0,20220907, 098460.csv,12950.0,13100.0,585.0,2380900.0,9956650.0,57.0,-2.825312503982825,-2.1104761904761906,1.8297634695036287,-3.13035102739726,-1.0,-5.174761904761905,-3.13035102739726,-0.093342914198986,-3.3557240073687455,-4.010733819301918,buy
