timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-0.04170736,-1.0,20191115, 035720.csv,155500.0,157500.0,0.0,17800000,17800000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
2,-0.24560198,-1.0,20191118, 035720.csv,157500.0,156500.0,0.0,17800000,17800000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
3,-0.475858,-1.0,20191119, 035720.csv,156500.0,156500.0,0.0,17800000,17800000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
4,0.017861098,0.0,20191120, 035720.csv,156500.0,154000.0,2.0,17486956.0,17799956.0,2.0,0.0,-0.00024719101123595505,-0.00024719101123595505,0,0,-0.00024719101123595505,0.0,0,-17539.545454545456,0.0,buy
5,0.0104923695,-0.002663678468231678,20191121, 035720.csv,154000.0,153000.0,3.0,17330434.0,17792434.0,1.0,-0.02808995707629839,-0.0003707865168539326,-0.00012359581113571293,-0.0421349876915274,-0.008837503594109841,-0.04250561797752809,-0.0421349876915274,-1.775341428389421e-05,-17705.637897608398,-27045.885036980166,buy
6,-0.46082386,4.649185069102169e-05,20191122, 035720.csv,153000.0,156500.0,2.0,17484182.0,17790182.0,1.0,-0.01686109949880944,-0.04392134831460674,-0.043550723277962715,0.005620207291209494,0.00015792117911850312,-0.05515730337078652,-0.011240892207599945,-1.2635757778989287e-06,-112.75451816966991,-83.93820103229477,sell
7,0.16613042,0.1408355553982017,20191125, 035720.csv,156500.0,157500.0,20.0,14729791.0,17859791.0,18.0,0.03934754574180298,-0.057353932584269664,-0.013438486634185733,0.35413655983313036,0.4658419526822487,0.33590449438202247,0.39348410557493335,0.0015470994193244048,-120.87425434159375,-98.48694094890831,buy
8,-0.07388691,3.222425080826596e-05,20191126, 035720.csv,157500.0,157500.0,19.0,14886035.0,17878535.0,1.0,0.1119833933107056,0.3344662921348314,0.3920450779888308,-0.005597644745583372,-0.0001566558616776792,0.44120786516853927,0.10638574856512223,0.0001131728704450996,-11.018772478812245,-78.51010544121175,sell
9,-0.385919,0.0,20191127, 035720.csv,157500.0,157000.0,12.0,15986726.0,17876726.0,7.0,0.0,0.43104494382022474,0.09625670545173769,0,0,0.43104494382022474,0.0,0,-10.542888889514037,-72.04094761048022,sell
10,0.22349942,-0.013326706281252064,20191128, 035720.csv,157000.0,155500.0,34.0,12521234.0,17859234.0,22.0,-0.03356319272332082,0.42828089887640447,-0.0027521818033123067,-0.09509832999500901,-0.044211344323946467,0.3327752808988764,-0.09509832999500901,-9.043283438303629e-05,-10.699883809859466,-75.28964093075804,buy
