timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,0.32757443,-0.31457746059992864,20170214, 000660.csv,48450.0,47900.0,632.0,65953050.0,96573450.0,632.0,0.0,-0.004642857142857143,-0.004642857142857143,-1.4510877800959125,-0.9999732313391969,-1.4556632653061226,-1.4510877800959125,-0.02083641599738517,-928.1538461538461,0.0,buy
2,-0.5446585,0.05217461265589119,20170215, 000660.csv,47900.0,49600.0,288.0,82592484.0,96387684.0,344.0,-0.35993329429568893,-1.4835877551020409,-1.4790135664461972,0.1958665673635018,0.17454337511440143,-1.6452204081632653,-0.16406672693218713,-0.0002691426834703359,-5.198209679294021,-4.908653885035293,sell
3,-0.17839205,-0.010667490776014232,20170216, 000660.csv,49600.0,50400.0,237.0,85031374.0,96786574.0,51.0,0.5079487126176826,-1.6493122448979591,-0.16822018384505372,-0.0899318605105508,-0.039631964499105665,-1.2381897959183672,0.4180168521071318,0.0017458551053106675,-6.140701016852932,-5.762324370818654,sell
4,-0.703304,-0.02692394939246825,20170217, 000660.csv,50400.0,49900.0,71.0,93251455.0,96829855.0,166.0,0.19589493889927337,-1.251984693877551,0.40399061774715084,-0.13720091503074922,-0.08982687965386682,-1.1940255102040818,0.058694023868524146,3.444929098828098e-05,-5.281060156180466,-5.146543498818544,sell
5,-0.43748903,0.0003810993100762938,20170220, 000660.csv,49900.0,50900.0,40.0,94811291.0,96807291.0,31.0,-0.03666224637019234,-1.1966418367346938,0.05604452603051542,0.01600691274116413,0.0012802860111892356,-1.21705,-0.020655333629028206,-4.266418972109776e-06,-5.571595085202002,-5.0490332498115365,sell
6,-1.1494994,-1.0,20170221, 000660.csv,50900.0,50600.0,40.0,94811291.0,96847291.0,0,0.04131920187705697,-1.21705,-0.020655333629028206,0.04131920187705697,0.008500050761326983,-1.1762336734693877,0.04131920187705697,1.707261869876575e-05,-6.1048724040016635,-5.522890808764866,wrong
7,0.3178599,-0.052438668272212496,20170222, 000660.csv,50600.0,50200.0,631.0,64725120.0,96653720.0,591.0,-0.012390640849210743,-1.180591836734694,0.03690734409663421,-0.19547097973607186,-0.17390419011828062,-1.3737551020408163,-0.19547097973607186,-0.00038201605246901416,-6.434010938852112,-5.492917000604256,buy
8,-0.44380903,0.01932104932737665,20170223, 000660.csv,50200.0,47500.0,351.0,78869857.0,96490057.0,280.0,-0.26113842281497285,-1.3974928571428573,-0.21949232892571915,0.11584261820131983,0.06489603275310729,-1.5407581632653062,-0.14529580461365302,-0.00021108642650791154,-7.342897811801741,-6.547174261402641,sell
9,0.37351084,-0.3465086420490039,20170224, 000660.csv,47500.0,46000.0,937.0,49448480.0,93955980.0,586.0,-0.9821737383780383,-1.5450204081632652,-0.14961845828794954,-2.6220416914889513,-0.9999999999999988,-4.126551020408163,-2.6220416914889513,-0.06644091721286327,-7.968474208623992,-7.281882095744119,buy
10,-0.7070748,0.2975215011662132,20170227, 000660.csv,46000.0,46700.0,275.0,80841848.0,93491848.0,662.0,-1.4959132989725614,-4.179236734693878,-2.67555418471594,1.0566365148986225,0.9962364914176892,-4.600155102040817,-0.4392767840739388,-0.001927780370133636,-7.453821570995464,-6.715816621118768,sell
11,-0.28673315,-0.0049187112381607005,20170228, 000660.csv,46700.0,47700.0,197.0,84423957.0,93623857.0,78.0,0.20590030480518473,-4.606166326530612,-0.4455501890072226,-0.05839151907386897,-0.01690335520595332,-4.465452040816326,0.14750878573131576,0.00021756474803613646,-8.302841453900964,-7.6307732121185285,sell
12,-0.34605652,-0.007674937019528915,20170302, 000660.csv,47700.0,47100.0,129.0,87594344.0,93747644.0,68.0,0.2104164540027442,-4.470771428571429,0.14193254715250975,-0.0726233879121907,-0.02602610968714747,-4.339138775510204,0.1377930660905535,0.00018985126659332163,-8.322287556873034,-7.467089490138585,sell
13,0.5888803,-1.0,20170303, 000660.csv,47100.0,49350.0,1210.0,36023322.0,93014322.0,1081.0,-0.08256207483998211,-4.346610204081633,0.1299719743857858,-0.7744799511143134,-0.9501679024467807,-5.087426530612245,-0.7744799511143134,-0.00598023870705966,-8.447686601423351,-7.397109176316453,buy
