timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,0.3125952,-0.38071180950348343,20200615, 039030.csv,73000.0,78500.0,8.0,1731906.0,2315906.0,8.0,0.0,-0.003916666666666666,-0.003916666666666666,-3.500137088702641,-1.0,-3.503916666666667,-3.500137088702641,-0.11530258500497637,-710.7659574468084,0.0,buy
2,-0.46573055,-0.26645835475587304,20200616, 039030.csv,78500.0,86000.0,5.0,1950547.0,2343047.0,3.0,1.89990440026495,-3.518875,-3.5150960079269775,-0.7122800505972473,-0.9208740468447205,-2.3730416666666665,1.1876243496677028,0.014005513282204451,-2.984630087743273,-2.815506996134121,sell
3,-0.29294112,-0.10884289367998834,20200617, 039030.csv,86000.0,85400.0,4.0,2028919.0,2372919.0,1.0,1.6004800586586612,-2.378375,1.1820964981492494,-0.32002606088921204,-0.40075419028513026,-1.1283750000000001,1.2804539977694491,0.016261947722215342,-2.148150728630412,-2.1533363195529986,sell
4,-0.5066031,0.0037928547087955566,20200618, 039030.csv,85400.0,85800.0,2.0,2200637.0,2371437.0,2.0,-0.10114125260912825,-1.140125,1.2684177301904163,0.05056461572788599,0.012702534843893276,-1.190125,-0.05057663688124226,-2.5579634817751717e-05,-1.465217004919979,-1.4520050115611647,sell
5,-0.14722143,0.001710175786356627,20200619, 039030.csv,85800.0,88400.0,2.0,2200637.0,2372237.0,0.0,0.03373481985817038,-1.190125,-0.05057663688124226,0.03373481985817038,0.005674031883966535,-1.1567916666666667,0.03373481985817038,1.1380315952380649e-05,-1.610811336369591,-1.5569711441085925,wait
6,-0.6419373,-0.017402091207373425,20200622, 039030.csv,88400.0,85300.0,1.0,2286297.0,2374697.0,1.0,0.21920238154956692,-1.162625,0.02783122638299057,-0.10959472216632922,-0.058287276763041795,-1.0542916666666668,0.1096076593832377,0.00012013117362730252,-1.725741451604155,-1.5463283063479751,sell
7,0.10237996,-0.16173513646303653,20200623, 039030.csv,85300.0,88600.0,3.0,2109472.0,2365372.0,2.0,-0.130542970324214,-1.0553333333333332,0.10855373958147581,-0.3916330339516363,-0.5355410812028012,-1.4428333333333332,-0.3916330339516363,-0.0015325887174231223,-1.7707399554627778,-1.487159196416924,buy
8,-0.22430763,0.17627576101949266,20200624, 039030.csv,88600.0,86300.0,3.0,2109472.0,2375272.0,0.0,0.41853881757288075,-1.4428333333333332,-0.3916330339516363,0.41853881757288075,0.5835020373886025,-1.0303333333333333,0.41853881757288075,0.0017502140041598668,-2.1673777421444287,-1.9297976273772555,wait
9,-0.22797583,-0.10385667833391503,20200625, 039030.csv,86300.0,90500.0,3.0,2109472.0,2368372.0,0.0,-0.29049304669107373,-1.0303333333333333,0.41853881757288075,-0.29049304669107373,-0.3442207467624272,-1.3178333333333334,-0.29049304669107373,-0.0008435061502669594,-1.9153123891360335,-1.6332818959826363,wait
10,0.34169072,0.32612572924156563,20200626, 039030.csv,90500.0,88000.0,11.0,1418974.0,2414474.0,8.0,0.5320110185393173,-1.3219166666666666,-0.29461888996291796,1.4187767703736212,0.9999574417835598,0.6030833333333333,1.9507877889129384,0.03734070958071101,-2.2350078687117443,-1.9896880664934578,buy
11,-0.23649992,0.05178591122991343,20200629, 039030.csv,88000.0,94500.0,9.0,1599678.0,2391678.0,2.0,-1.1389644286913008,0.59075,1.9382892351138423,0.20697018468775175,0.1927995776774284,-0.34675,-0.931994244003549,-0.008648517247592968,-0.57741173574218,-0.5494949850729798,sell
12,-0.023942381,0.3406515944976338,20200630, 039030.csv,94500.0,98700.0,9.0,1599678.0,2450178.0,0.0,2.445981440645438,-0.34675,-0.931994244003549,2.445981440645438,0.9999999999998981,2.09075,2.445981440645438,0.058073706425234906,-1.3660043046160488,-1.3990644650061574,wait
13,-0.40579897,-0.2125913744613498,20200701, 039030.csv,98700.0,100700.0,6.0,1882713.0,2474913.0,3.0,1.5427450577060116,2.0713749999999997,2.426539024065949,-0.514053125222492,-0.7331992296977665,3.121375,1.0286919324835195,0.010526277782828775,0.5128018150930803,0.5708027724543158,sell
14,-0.53015363,-0.07595031999022324,20200702, 039030.csv,100700.0,100000.0,3.0,2178327.0,2480427.0,3.0,0.4848655286064601,3.101125,1.008852873785623,-0.2423851483002316,-0.25453925386935694,3.351125,0.24248038030622848,0.0005877945294054943,1.2748588891464272,1.38874567495463,sell
15,-0.030817777,-0.010611484329061116,20200703, 039030.csv,100000.0,106500.0,3.0,2178327.0,2478327.0,0.0,-0.08466284232513192,3.351125,0.24248038030622848,-0.08466284232513192,-0.03520437183043357,3.2636249999999998,-0.08466284232513192,-7.167539990149407e-05,1.5297450082025152,1.6135113988492953,wait
16,-0.008525476,0.2907436599112344,20200706, 039030.csv,106500.0,105300.0,3.0,2178327.0,2497827.0,0.0,0.7868211095630238,3.2636249999999998,-0.08466284232513192,0.7868211095630238,0.9547447816244998,4.076125,0.7868211095630238,0.006171750605549309,1.496581907501391,1.6106219378899462,wait
17,-0.27380058,-0.02974007400992453,20200707, 039030.csv,105300.0,103600.0,3.0,2178327.0,2494227.0,0.0,-0.14412527368788952,4.076125,0.7868211095630238,-0.14412527368788952,-0.09864894816355507,3.926125,-0.14412527368788952,-0.00020769937265430194,2.1745154330491294,2.288213902168432,wait
18,-0.09950371,-0.056884822087575254,20200708, 039030.csv,103600.0,109900.0,3.0,2178327.0,2489127.0,0.0,-0.20447216712833274,3.926125,-0.14412527368788952,-0.20447216712833274,-0.18864073729495634,3.7136250000000004,-0.20447216712833274,-0.0004180012844119396,2.121657528645837,2.2899788088084803,wait
19,-0.34782928,-0.08041006904844451,20200709, 039030.csv,109900.0,113500.0,2.0,2281758.0,2501558.0,1.0,0.7593023578146073,3.706583333333333,-0.21124781345082064,-0.2530664149019507,-0.27400565377507,4.231583333333333,0.5062359429126566,0.0025594672629664084,1.9917555393032407,2.207762471400458,sell
20,-0.40404695,0.10231972453173602,20200710, 039030.csv,113500.0,112300.0,2.0,2281758.0,2508758.0,0.0,0.2878206301832698,4.231583333333333,0.5062359429126566,0.2878206301832698,0.3391335988325135,4.531583333333334,0.2878206301832698,0.000828064117117111,2.4842810373184565,2.692040757024769,wait
21,-0.26696855,-0.013482365275505557,20200713, 039030.csv,112300.0,109200.0,2.0,2281758.0,2506358.0,0.0,-0.0956648668384914,4.531583333333334,0.2878206301832698,-0.0956648668384914,-0.04472768613201594,4.431583333333333,-0.0956648668384914,-9.151347985825176e-05,2.805574690927217,2.970666619986702,wait
22,-0.05359359,-0.07950378540853117,20200714, 039030.csv,109200.0,111200.0,2.0,2281758.0,2500158.0,0.0,-0.24737088636180465,4.431583333333333,-0.0956648668384914,-0.24737088636180465,-0.26358523317173177,4.1732499999999995,-0.24737088636180465,-0.0006117363671594989,2.751651676571929,2.9712846392004666,wait
23,-0.46568173,0.03621887045116801,20200715, 039030.csv,111200.0,104300.0,2.0,2281758.0,2504158.0,0.0,0.159989888639038,4.1732499999999995,-0.24737088636180465,0.159989888639038,0.1201323867658225,4.339916666666667,0.159989888639038,0.00025593488774466877,2.562889665592432,2.837832049655526,wait
24,-0.18529639,-0.23640825110945352,20200716, 039030.csv,104300.0,106100.0,2.0,2281758.0,2490358.0,0.0,-0.5510834380258753,4.339916666666667,0.159989888639038,-0.5510834380258753,-0.7809520839463279,3.7649166666666662,-0.5510834380258753,-0.003032322750793126,2.777750484709477,3.0136140427503624,wait
