timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-0.3474865,-1.0,20190201, 012450.csv,30750.0,31500.0,0.0,86100000,86100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
2,-0.16016683,-1.0,20190207, 012450.csv,31500.0,31750.0,0.0,86100000,86100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
3,-0.09691868,-1.0,20190208, 012450.csv,31750.0,32350.0,0.0,86100000,86100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
4,-0.19828264,-1.0,20190211, 012450.csv,32350.0,31700.0,0.0,86100000,86100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
5,-0.2271328,-1.0,20190212, 012450.csv,31700.0,32500.0,0.0,86100000,86100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
6,-0.29215398,-1.0,20190213, 012450.csv,32500.0,32400.0,0.0,86100000,86100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
7,-0.3119772,-1.0,20190214, 012450.csv,32400.0,32350.0,0.0,86100000,86100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
8,-0.08061525,-1.0,20190215, 012450.csv,32350.0,33150.0,0.0,86100000,86100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
9,-0.21215169,-1.0,20190218, 012450.csv,33150.0,32900.0,0.0,86100000,86100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
10,-0.12436183,-1.0,20190219, 012450.csv,32900.0,32650.0,0.0,86100000,86100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
11,-0.17218204,-1.0,20190220, 012450.csv,32650.0,33300.0,0.0,86100000,86100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
12,-0.34771222,-1.0,20190221, 012450.csv,33300.0,33350.0,0.0,86100000,86100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
13,0.0885545,0.000264081561831131,20190222, 012450.csv,33350.0,33250.0,228.0,78506522.0,86110322.0,228.0,0.0,-0.0012520325203252034,-0.0012520325203252034,0.013240583894883143,0.0008761812382457324,0.011988385598141697,0.013240583894883143,1.7531290820160805e-06,-6237.4524246810015,0.0,buy
