timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-0.24699742,-1.0,20200723, 098460.csv,96200.0,95300.0,0.0,9000000,9000000.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,wrong
2,0.19402827,-0.045096664594193724,20200724, 098460.csv,95300.0,95300.0,18.0,7268155.0,8983555.0,18.0,0.0,-0.0027222222222222222,-0.0027222222222222222,-0.18000490013339251,-0.149566296624407,-0.18272222222222223,-0.18000490013339251,-0.00032396515267374415,-1029.186704641702,0.0,buy
3,-1.728877,-1.0,20200727, 098460.csv,95300.0,97600.0,18.0,7268155.0,8983555.0,0,0.0,-0.18272222222222223,-0.18000490013339251,0,0,-0.18272222222222223,0.0,0,-19.18170110377827,-16.78361630985362,wrong
4,-1.2201619,-1.0,20200728, 098460.csv,97600.0,96700.0,18.0,7268155.0,9024955.0,0,0.46084206085452806,-0.18272222222222223,0.0,0.46084206085452806,0.6541938860395276,0.2772777777777778,0.46084206085452806,0.002121500480518068,-20.724481858239386,-16.77233489181795,wrong
5,0.18239379,-0.11463700667982353,20200729, 098460.csv,96700.0,100200.0,31.0,5999175.0,8996875.0,13.0,-0.1795022800667704,0.27527777777777773,0.45883839972037793,-0.30914898155355675,-0.3798943820866424,-0.034722222222222224,-0.30914898155355675,-0.0009552743626154436,-5.379173031958937,-11.887480882370276,buy
6,0.5807623,0.345964442778421,20200730, 098460.csv,100200.0,97700.0,67.0,2517481.0,9230881.0,36.0,1.2059742966307745,-0.040211111111111114,-0.3146228022305265,1.4006294032347602,0.9999450349828012,2.5653444444444444,2.6066036998655346,0.0656870461194009,-6.106541739998116,-10.563046239993543,buy
7,-1.2429738,-1.0,20200731, 098460.csv,97700.0,97000.0,67.0,2517481.0,9063381.0,0,-1.814561362019508,2.5653444444444444,2.6066036998655346,-1.814561362019508,-0.9999999291828534,0.7042333333333334,-1.814561362019508,-0.03239015860557026,1.4459244083597154,10.055201623393867,wrong
8,-0.029689029,-0.001727316340327789,20200803, 098460.csv,97000.0,97600.0,66.0,2615022.0,9017022.0,1.0,-0.5174669364556118,0.7024666666666667,-1.8162838411631566,0.0077144444610429685,0.0002975189991546445,0.18913333333333335,-0.5097524919945688,-0.0025951029143916893,-0.5528747986851963,-0.8207071384039976,sell
9,1.0382546,-1.0,20200804, 098460.csv,97600.0,98200.0,66.0,2615022.0,9056622.0,0,0.4391693843044855,0.18913333333333335,-0.5097524919945688,0.4391693843044855,0.6187686005398328,0.6291333333333333,0.4391693843044855,0.0019268387392925579,-1.0802616977580244,-1.7250765809817636,wrong
10,0.5891085,0.016469691953512222,20200805, 098460.csv,98200.0,100200.0,81.0,1150815.0,9105015.0,15.0,0.4372491200361459,0.6268333333333334,0.4368737261592575,0.09938706547434584,0.048189143348342234,1.1668333333333332,0.5366361855104917,0.0028756413557279314,-0.684034370508389,-1.0490191409748533,buy
11,-1.0015368,-1.0,20200806, 098460.csv,100200.0,100500.0,81.0,1150815.0,9267015.0,0,1.779239243427935,1.1668333333333332,0.5366361855104917,1.779239243427935,0.9999998664061256,2.9668333333333337,1.779239243427935,0.03116108844223009,-0.13147384527734798,-0.19487300361177043,wrong
12,-0.48818046,-0.02281968405110062,20200807, 098460.csv,100500.0,99700.0,42.0,5052200.0,9273200.0,39.0,0.26222035898290874,2.895555555555555,1.7087835659798476,-0.126160060514127,-0.07649752963585688,3.035555555555556,0.13606029846878173,0.00018510691379491906,1.56355263068142,2.455176741232924,sell
13,-0.90381515,0.11972126299003377,20200810, 098460.csv,99700.0,97600.0,5.0,8764595.0,9263095.0,37.0,-0.36233446922313767,2.967722222222222,0.07013584432974106,0.3191709967433584,0.39911434822014025,2.923277777777778,-0.04316347247977926,-1.8630680011844092e-05,1.6815788652807198,2.546563684802513,sell
14,-0.38603044,0.0007122739809304224,20200811, 098460.csv,97600.0,97200.0,4.0,8864132.0,9254532.0,1.0,-0.11335304236866836,2.9214666666666664,-0.04492238398333027,0.022669012733127478,0.0025661225554995948,2.828133333333333,-0.09068402963554088,-8.223255102779436e-05,1.6415060029409074,2.505764372638046,sell
15,-0.091800205,-0.0004501127443145236,20200812, 098460.csv,97200.0,97500.0,4.0,8864132.0,9252932.0,0.0,-0.01728882670674217,2.828133333333333,-0.09068402963554088,-0.01728882670674217,-0.0014934014091310122,2.8103555555555557,-0.01728882670674217,-2.989030821742844e-06,1.60879270744855,2.5071741924636215,wait
16,0.1977151,0.0045552322693754865,20200813, 098460.csv,97500.0,97400.0,21.0,7211498.0,9258998.0,17.0,0.012968862194167211,2.8077555555555556,-0.01981731761260321,0.05511938622807677,0.015075936515306143,2.877755555555556,0.06808824842224398,4.635902111949086e-05,1.6020309538591415,2.520802120565924,buy
