timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,0.14226115,0.005051562172276469,20191017, 010120.csv,48400.0,49000.0,50.0,14789658.0,17209658.0,50.0,0.0,-0.0019883720930232557,-0.0019883720930232557,0.05814069093699421,0.01675966730869327,0.05615116279069767,0.05814069093699421,3.380282809783974e-05,-1540.9473684210527,0.0,buy
2,-0.32304466,-0.004531622510873756,20191018, 010120.csv,49000.0,48700.0,34.0,15562788.0,17228788.0,16.0,0.1743207215390335,0.04876744186046512,0.050756823187995945,-0.05577388263698177,-0.015433296899692084,0.1673720930232558,0.11854683890205173,0.0001405236557626699,-62.649943043306905,0.0,sell
3,0.3310361,-0.07564063345234637,20191021, 010120.csv,48700.0,48800.0,138.0,10466065.0,17186665.0,104.0,-0.059203235886354864,0.16316860465116279,0.11434539946449372,-0.24030557117122553,-0.25078840923750834,-0.07752906976744187,-0.24030557117122553,-0.0005773009729912459,-30.011088084422585,0.0,buy
4,-0.41105855,-0.0015711463500024947,20191022, 010120.csv,48800.0,48450.0,82.0,13188788.0,17190388.0,56.0,0.08029480995876745,-0.10355813953488373,-0.2662922388556115,-0.03257096943275295,-0.005290297077100492,-0.055883720930232555,0.0477238405260145,2.27753901823613e-05,-13.570853215165942,-13.344928783194874,sell
5,0.6403242,-0.22311190632990907,20191023, 010120.csv,48450.0,47900.0,254.0,4793997.0,17100297.0,172.0,-0.16695376509244583,-0.06280813953488372,0.040792243688638485,-0.5171852995808938,-0.737473479220512,-0.5796686046511628,-0.5171852995808938,-0.0026712322339363936,-14.218144524242838,-12.99873634522275,buy
6,1.4306384,-1.0,20191024, 010120.csv,47900.0,48150.0,254.0,4793997.0,16960597.0,0,-0.8169448752849147,-0.5796686046511628,-0.5171852995808938,-0.8169448752849147,-0.9644563814889641,-1.3918779069767442,-0.8169448752849147,-0.006651767689067722,-10.653352107075419,-10.618717359296454,wrong
7,0.7888946,0.020866335779075006,20191025, 010120.csv,48150.0,49900.0,332.0,1057267.0,17043067.0,78.0,0.3743971984005044,-1.3949593023255813,-0.8200442366585797,0.11498766075129019,0.0639728632076263,-0.9124011627906976,0.4893848591517946,0.0023921097382673118,-9.702235166375914,-10.030366652974827,buy
8,-0.6726989,-0.2912681213144102,20191028, 010120.csv,49900.0,49450.0,109.0,11777087.0,17216187.0,223.0,3.4090108312077865,-1.0149011627906979,0.3854347981054556,-2.2886284292759007,-0.9999999999957712,0.09411046511627907,1.1203824019318858,0.012474112406173021,-7.834734161605743,-8.893648750718453,sell
9,-0.67318493,0.049851975571757474,20191029, 010120.csv,49450.0,49150.0,36.0,15413806.0,17194006.0,73.0,-0.2849062919681344,0.059337209302325576,1.0852526134865144,0.1907760996857178,0.1663799875858023,-0.034848837209302326,-0.0941301922824166,-8.860100569030305e-05,-3.5155141145335063,-5.635261040531299,sell
10,0.04625653,-0.011255063407119336,20191030, 010120.csv,49150.0,49750.0,50.0,14721408.0,17178908.0,14.0,-0.06281258713065473,-0.03541860465116279,-0.09469962184066827,-0.0872402015876786,-0.03733929821678106,-0.12262790697674418,-0.0872402015876786,-7.610563155002747e-05,-3.9100569784244192,-6.097934201906569,buy
