timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-0.20377202,-1.0,20190415, 064350.csv,23400.0,23450.0,0.0,36100000,36100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
2,-0.48548472,-1.0,20190416, 064350.csv,23450.0,22950.0,0.0,36100000,36100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
3,-0.5945913,-1.0,20190417, 064350.csv,22950.0,22750.0,0.0,36100000,36100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
4,-0.23386204,-1.0,20190418, 064350.csv,22750.0,22800.0,0.0,36100000,36100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
5,-0.63129777,-1.0,20190419, 064350.csv,22800.0,22750.0,0.0,36100000,36100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
6,0.18092836,-0.002355583254894622,20190422, 064350.csv,22750.0,22800.0,286.0,29578275.0,36084775.0,286.0,0.0,-0.002562326869806094,-0.002562326869806094,-0.039613203385405305,-0.007815329666337467,-0.042174515235457066,-0.039613203385405305,-1.5691935704831295e-05,-2120.7938175728614,0.0,buy
7,0.18390836,0.0016639401709757971,20190423, 064350.csv,22800.0,22550.0,524.0,24163007.0,36110207.0,238.0,0.0396289016628204,-0.04430193905817175,-0.041740681721069026,0.03297944252689223,0.005423457807386289,0.028274238227146815,0.07260834418971263,5.2718326799872095e-05,-143.94150248086788,-100.73429303244784,buy
8,-0.39245933,0.028383460549080485,20190424, 064350.csv,22550.0,22100.0,319.0,28829333.0,36022783.0,205.0,-0.3627783136219629,0.007016620498614959,0.051341304750328866,0.14187968581653995,0.09574983550521876,-0.21389750692520776,-0.22089862780542294,-0.0004878430035502035,-86.85840741992776,-97.80826105512813,sell
9,-0.20944248,0.009321048868210313,20190425, 064350.csv,22100.0,22350.0,253.0,30315190.0,35906490.0,66.0,-0.3984978062355704,-0.22066481994459836,-0.22766546602145618,0.08242638658767143,0.033400025574638836,-0.536038781163435,-0.316071419647899,-0.000998512577401911,-29.761707185087705,-21.719412298400062,sell
10,0.22031693,0.06055005966734407,20190426, 064350.csv,22350.0,21800.0,555.0,23640043.0,36044293.0,302.0,0.17615199926252886,-0.5386620498614958,-0.31870048977883053,0.21027858612090342,0.1983517985460449,-0.15431301939058173,0.3864305853834323,0.001492171576472301,-22.125245423272354,-18.55245138243356,buy
11,0.12484555,-0.30637598666148114,20190429, 064350.csv,21800.0,21700.0,686.0,20711778.0,35666578.0,131.0,-0.8468747049636957,-0.15546260387811636,0.38527477498390705,-1.046779705557765,-0.9958254084585055,-1.2006149584487535,-1.046779705557765,-0.010897663034184935,-12.758144324533278,-15.58886660600052,buy
12,-0.3067804,0.005025633108996475,20190430, 064350.csv,21700.0,21450.0,476.0,25282261.0,35611461.0,210.0,-0.19233692674413563,-1.221437673130194,-1.067634842177637,0.05885051777784231,0.017167841155643848,-1.3532936288088642,-0.13348640896629332,-0.0001781703395666856,-9.641783212760105,-7.99325310547298,sell
13,-0.57378525,0.0501715400528821,20190502, 064350.csv,21450.0,20900.0,203.0,31196634.0,35550984.0,273.0,-0.3341620833809655,-1.3802382271468143,-0.160764188378376,0.19161284687467622,0.16771255865223833,-1.520819944598338,-0.14254923650628926,-0.00020318220398485298,-10.44287661394684,-9.006970627995827,sell
14,-0.07273799,0.00010435107158047736,20190503, 064350.csv,20900.0,20300.0,189.0,31496442.0,35446542.0,14.0,-0.3140560047508108,-1.5221828254847647,-0.1439311916661138,0.021654988191040003,0.0023419459232500994,-1.8101329639889197,-0.2924010165597708,-0.0008546181505636463,-11.4110540290699,-10.135276770240502,sell
15,-0.43995848,0.027962562966105827,20190507, 064350.csv,20300.0,20400.0,106.0,33228294.0,35380094.0,83.0,-0.31991837172720544,-1.8180221606648201,-0.30041215744637234,0.1404788358819857,0.09395972171015132,-1.9941994459833794,-0.17943953584521974,-0.0003219336384850946,-12.68617963531897,-11.820945804804463,sell
16,-0.16272375,-3.0194005217343274e-05,20190508, 064350.csv,20400.0,19800.0,89.0,33572828.0,35388428.0,17.0,0.029960350020551103,-1.9957673130193907,-0.1810364348591882,-0.004804559361048805,-0.00011541229275802145,-1.9711135734072023,0.025155790659502297,6.3281180143759386e-06,-13.62815800138886,-13.011183856158068,sell
17,-0.15995374,0.0007306467366402391,20190509, 064350.csv,19800.0,19100.0,75.0,33857960.0,35342960.0,14.0,-0.15089678467774834,-1.972409972299169,0.02383299177987903,0.023734891197592922,0.002812762052098683,-2.0970637119113573,-0.1271618934801554,-0.00016168839855623673,-13.81851856614993,-12.909403741650888,sell
