timestep,action,reward,stock_code,current_date,price,next_price,total_amt,current_amt,order_qty,qty,is_order,init_price_rate,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,0.31116292,1.0,000660.csv,20220704,89100.0,92500.0,15799305.0,10898805.0,55.0,55.0,True,3.8159371492704826,0.0,-0.00439873417721519,-0.00439873417721519,1.1835963670553862,0.9999991759244308,-2.6367915796502293,1.1791455696202533,1.1835963670553862,0.99909221391882,-1588.365467625899,0.0,buy
2,0.16088225,-0.26,000660.csv,20220705,92500.0,92100.0,15986069.0,9233569.0,18.0,73.0,True,3.3670033670033668,-0.13761779222903603,1.1776518987341773,1.1821026304638085,-0.18265903894196878,-0.2836907164843332,-2.374161594851468,0.9928417721518987,-0.18265903894196878,-0.15364943225890915,-3.9430317288533923,0.0,buy
3,0.14869815,0.37,000660.csv,20220706,92100.0,93900.0,15956686.0,7943986.0,14.0,87.0,True,5.387205387205387,0.8234698172931043,0.9916835443037975,-0.18380378565862565,0.157936973565599,0.22076364911118473,-3.40438260239526,1.9828227848101267,0.9814067908587033,0.9918992323137777,-4.2332036418119,-25.677275379671975,buy
4,-0.5830347,-0.39,000660.csv,20220707,93900.0,94800.0,16105578.0,12631278.0,50.0,37.0,True,6.397306397306397,0.4859344022069738,1.934037974683544,0.9331010211017501,-0.2791737382928939,-0.5413095794574108,-4.252508928951967,2.1447974683544304,0.20676066391407993,0.19244964016641308,-2.458642071595854,-15.305723155278255,sell
5,-0.110974655,-0.04,000660.csv,20220708,94800.0,93700.0,16138257.0,13009857.0,4.0,33.0,True,5.16273849607183,-0.2521860565523824,2.140867088607595,0.20290485693838495,0.027254702441464468,0.0074006672482571645,-3.251618242907273,1.9111202531645568,-0.22493135411091794,-0.2235092666316144,-2.370539445371691,-13.59084263598596,sell
6,-0.103011295,-0.01,000660.csv,20220711,93700.0,93300.0,16101497.0,13290497.0,3.0,30.0,True,4.713804713804714,-0.08197761303175757,1.9082088607594936,-0.22778172388753012,0.0074503811849299245,0.0005549277686073273,-2.8815452201338276,1.832259493670886,-0.07452723184682765,-0.027389457368619974,-2.851125662631317,-15.284403656371497,sell
7,0.9785,0.96,000660.csv,20220712,93300.0,94000.0,16087669.0,413269.0,138.0,168.0,True,5.499438832772166,0.13051992862175865,1.8206898734177215,-0.08588021349816108,0.6004747232448355,0.9728315507382614,-2.9344451618860905,2.564993670886076,0.7309946518665942,0.9308699596462392,-3.064340761171962,-17.619201304238914,buy
8,-0.28868347,0.0,000660.csv,20220713,94000.0,94000.0,16197861.0,4917861.0,48.0,120.0,True,5.499438832772166,0.0,2.518107594936709,0.6849469615517326,0,0,-2.9813312378354575,2.518107594936709,0.0,0,-1.592067912459793,-9.025615053154766,sell
9,-0.44960395,-0.6,000660.csv,20220714,94000.0,98700.0,16189681.0,9891681.0,53.0,67.0,True,10.774410774410773,3.4819412266841896,2.4663354430379747,-0.050500495096235234,-1.5368751070985103,-0.9999999999447886,-6.315037356689254,4.459373417721519,1.9450661195856793,0.9999999939087411,-1.7379673471158095,-9.962674644439629,sell
10,-0.34750912,-0.34,000660.csv,20220715,98700.0,101000.0,16500854.0,12158054.0,23.0,44.0,True,13.35578002244669,0.9336801703720924,4.435784810126582,1.9220452830417103,-0.3203785800422827,-0.6417142209414015,-8.279488883206184,5.076291139240506,0.6133015903298097,0.8475157860699258,1.801563728381653,14.352357125502472,sell
11,0.80955744,-0.99,000660.csv,20220718,101000.0,100000.0,16600663.0,2359663.0,97.0,141.0,True,12.2334455667789,-0.26502744780856635,5.067487341772152,0.604871723608972,-0.8493636669812525,-0.9992639307749459,-8.058363288297889,4.175082278481012,-0.8493636669812525,-0.9728694042628243,2.8217532336077706,21.610410887158597,buy
12,0.88480306,0.56,000660.csv,20220719,100000.0,102000.0,16459379.0,359379.0,20.0,161.0,True,14.47811447811448,1.7132793059007345,4.1732848101265825,-0.8510744420268035,0.24305209639579184,0.4460845469054462,-8.266854984443594,6.2112594936708865,1.9563314022965264,0.9999999951104364,1.316909784094926,3.21486072074434,buy
13,-0.7571441,-0.57,000660.csv,20220720,102000.0,102500.0,16761114.0,12681114.0,121.0,40.0,True,15.039281705948374,0.4796983609034752,6.083,1.83321011078243,-0.3603745498489116,-0.7271131836225095,-8.82969942746736,6.209582278481013,0.11932381105456355,0.06871586918736627,3.4983324171636347,9.512344055078714,sell
