timestep,action,reward,stock_code,current_date,price,next_price,total_amt,current_amt,order_qty,qty,is_order,init_price_rate,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-0.44940823,-1.0,028300.csv,20220406,29900.0,29950.0,78900000.0,78900000,0,0.0,False,0.16722408026755853,0.0,0.0,0.0,0.0,0,-0.16722408026755853,0.0,0.0,0,0.0,0.0,wrong
2,0.14321524,-0.05,028300.csv,20220407,29950.0,29800.0,78898397.0,67607247.0,377.0,377.0,True,-0.33444816053511706,0.0,-0.0020316856780735106,-0.0020316856780735106,-0.07167446000202007,-0.05007503542586833,0.26074347105476214,-0.07370468948035488,-0.07167446000202007,-0.025359058640500365,-3268.1235894280576,0.0,buy
3,-0.79193366,0.28,028300.csv,20220408,29800.0,29250.0,78827266.0,76473066.0,298.0,79.0,True,-2.1739130434782608,-0.26299485348180646,-0.0921850443599493,-0.0901551903519662,0.20787433211296943,0.35086682272384495,2.02665829062655,-0.14725475285171102,-0.05512052136883702,-0.015076552771327356,-84.15099052086872,-74.01396611331329,sell
4,0.448979,-0.59,028300.csv,20220411,29250.0,29050.0,78778944.0,42157944.0,1173.0,1252.0,True,-2.842809364548495,-0.020054880306889424,-0.1534296577946768,-0.061301123902990626,-0.31785142994554483,-0.6358885639431475,2.3720159551695343,-0.4707934093789607,-0.31785142994554483,-0.39658353017434766,-91.27590585440075,-94.27728174900876,buy
5,0.17360467,0.94,028300.csv,20220412,29050.0,30650.0,78527511.0,34865359.0,251.0,1503.0,True,2.508361204013378,2.5509195739067825,-0.47210266159695813,-0.31916269403154224,0.511444137073437,0.9268871435943327,0.06744234478256628,2.5758035487959443,3.0623637109802195,1.0,-33.51669546059398,-31.45932247206995,buy
6,-0.7769934,0.15,028300.csv,20220413,30650.0,30550.0,80873579.0,70575179.0,1167.0,336.0,True,2.1739130434782608,-0.1857107524264506,2.501367553865653,2.987574634830843,0.14416442738993898,0.1876579805199471,0.2848689590565936,2.4587820025348543,-0.041546325036511615,-0.0085933498890991,-0.7287324104578731,-6.529668195851241,sell
7,-0.091384254,-0.0,028300.csv,20220414,30550.0,30500.0,80838475.0,71490175.0,30.0,306.0,True,2.0066889632107023,-0.020781796591015936,2.4568757921419517,-0.043406017681003085,0.001855165429307356,3.441579546392681e-05,0.430795193950261,2.4374841571609633,-0.01892663116170858,-0.0017894837968337463,-0.750214788690746,-6.832376116656733,sell
8,-0.14320174,0.0,028300.csv,20220415,30500.0,30500.0,80821022.0,72799522.0,43.0,263.0,True,2.0066889632107023,0.0,2.4347553865652722,-0.021589966906228747,0,0,0.4280664233545699,2.4347553865652722,0.0,0,-0.8979962636199182,-8.1412850962729,sell
9,-0.3871082,-0.05,028300.csv,20220418,30500.0,31250.0,80815965.0,75874965.0,101.0,162.0,True,4.51505016722408,0.2440577898161199,2.4283460076045627,-0.006257035452979053,-0.09371620817442322,-0.08408093641720471,-1.932711764182255,2.5823384030418253,0.15034158164169667,0.10686091133735842,-1.008389293254725,-9.019778131204383,sell
10,-0.19343916,-0.0,028300.csv,20220419,31250.0,30700.0,80935875.0,76842125.0,31.0,131.0,True,2.6755852842809364,-0.11008498968926195,2.58032319391635,0.1483741485979905,0.021063897373894996,0.00442704932498017,-0.18658021457244445,2.489005069708492,-0.08902109231536695,-0.038849019243805905,-0.8780112197420417,-7.491808248365052,sell
