timestep,action,reward,stock_code,current_date,price,next_price,total_amt,current_amt,order_qty,qty,is_order,init_price_rate,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-0.58388335,-1.0,020560_1.csv,20191028,5240.0,5200.0,55600000.0,55600000,0,0.0,False,-0.7633587786259541,0.0,0.0,0.0,0.0,0,0.7633587786259541,0.0,0.0,0,0.0,0.0,wrong
2,0.05477847,-0.02,020560_1.csv,20191029,5200.0,5150.0,55599569.0,52557569.0,585.0,585.0,True,-1.717557251908397,0.0,-0.0007751798561151079,-0.0007751798561151079,-0.052608321478175485,-0.027296873523928622,1.6641741583832173,-0.05338309352517985,-0.052608321478175485,-0.013742869999881169,-4864.975044893559,0.0,buy
3,-0.5370573,-0.07,020560_1.csv,20191030,5150.0,5330.0,55567665.0,54172015.0,314.0,271.0,True,1.717557251908397,0.1894896446428533,-0.05815647482014388,-0.05738173977571661,-0.10170477910999351,-0.0982686315312371,-1.6879799137789007,0.0295773381294964,0.0877848655328598,0.03779804034908496,-73.21602598153918,-63.99104546867133,sell
4,-0.32299757,-0.0,020560_1.csv,20191031,5330.0,5500.0,55615685.0,54634965.0,87.0,184.0,True,4.961832061068702,0.08283521177953751,0.02821043165467626,0.08641716365083903,-0.026592085402509166,-0.007046446611432389,-4.877362636608271,0.08446942446043165,0.056243126377028343,0.015692023177189762,-36.914523235193016,-60.05627512993338,sell
5,-0.09294222,0.01,020560_1.csv,20191101,5500.0,5790.0,55646812.0,54728312.0,17.0,167.0,True,10.49618320610687,0.09589022510032667,0.08419424460431654,0.055968024128445065,-0.008859183681457966,-0.000784543439754537,-10.324884644955791,0.17129856115107914,0.08703104141886871,0.037163834414438046,-35.80042499833407,-58.219604149627465,sell
6,0.1745791,0.0,020560_1.csv,20191104,5790.0,5790.0,55693887.0,45179247.0,1649.0,1816.0,True,10.49618320610687,0.0,0.1688615107913669,0.08459604118920595,0,0,-10.327321695315504,0.1688615107913669,0.0,0,-33.66828269030524,-58.584676106928,buy
7,-0.0013222992,-0.17,020560_1.csv,20191105,5790.0,5600.0,55693869.0,45190809.0,2.0,1814.0,True,6.870229007633588,-0.6195293928757388,0.16882913669064747,-3.231952548041763e-05,0.000682101084967357,4.652608077693188e-06,-7.321291957273876,-0.45106294964028776,-0.6188472917907715,-0.8526375164191244,-35.250697558990936,-61.35835142899478,sell
8,-0.36734438,0.4,020560_1.csv,20191106,5600.0,5310.0,55343086.0,48914286.0,666.0,1148.0,True,1.3358778625954197,-0.9504381535064034,-0.4620755395683453,-0.6298413205949115,0.34888152907096803,0.7039370603382162,-2.3967303805810314,-1.0608525179856114,-0.6015566244354353,-0.8362397583525647,-10.905123577589082,-8.600180541929179,sell
9,0.13846736,1.0,020560_1.csv,20191107,5310.0,5820.0,55009205.0,42143075.0,1275.0,2423.0,True,11.068702290076336,1.0643123672813493,-1.0625809352517985,-0.6032930653704421,1.1820934842484083,0.999999146098556,-9.908747254105114,1.159955035971223,2.2464058515297576,0.9999999999889843,-11.157186279966517,-9.831167491944111,buy
10,-0.3905649,-0.0,020560_1.csv,20191108,5820.0,5830.0,56235896.0,47639756.0,946.0,1477.0,True,11.259541984732824,0.04307943461931283,1.1436978417266188,2.2299740561602373,-0.01681507137346004,-0.0028234727349721878,-10.089279394804766,1.1702625899280574,0.02626436324585279,0.003443142626326945,-0.9214863004870358,-2.2470196161162868,sell
11,-0.5872284,-0.61,020560_1.csv,20191111,5830.0,6580.0,56242368.0,52686068.0,867.0,610.0,True,25.572519083969464,1.9693100167027355,1.155338129496403,0.01150866343447253,-1.1558663153279998,-0.9999984234464472,-23.594339227854356,1.978179856115108,0.8134437013747359,0.9634273021209955,-0.9229010893769725,-2.1562247530227765,sell
12,-0.3564839,0.06,020560_1.csv,20191112,6580.0,6280.0,56697525.0,54111585.0,217.0,393.0,True,19.84732824427481,-0.3227520741318128,1.9739658273381293,0.8092778028122855,0.11480648920548664,0.12348836439933442,-18.08541277664891,1.761915467625899,-0.20794558492632614,-0.1944313322955532,0.19255446925151082,0.44976313055361566,sell
