episode,timestep,reward,loss,dist_entropy
5,2000,57.7279,0.71649706,0.7257914
11,4000,63.5342,0.65712667,0.7257914
16,6000,66.8199,0.76880485,0.7257914
22,8000,61.258,0.8606069,0.7257914
27,10000,52.4289,0.465852,0.7257914
33,12000,63.1812,0.55821896,0.7257914
38,14000,53.4481,0.6495931,0.7257914
44,16000,49.1855,0.85048246,0.7257914
50,18000,41.9788,0.4701233,0.7257914
55,20000,52.1691,0.74003613,0.7257914
61,22000,43.3397,0.74702215,0.7257914
66,24000,59.3195,0.7519158,0.7257914
72,26000,51.7872,0.7079214,0.7257914
77,28000,47.6021,0.652128,0.7257914
83,30000,63.3804,0.5168179,0.7257914
89,32000,62.0814,0.72800195,0.7257914
94,34000,64.2846,0.6653156,0.7257914
100,36000,63.791,0.6577631,0.7257914
105,38000,54.8572,0.7128696,0.7257914
111,40000,51.9403,0.67028457,0.7257914
116,42000,52.8252,0.73578167,0.7257914
122,44000,59.0979,0.8751242,0.7257914
128,46000,46.2275,0.82135296,0.7257914
133,48000,39.2018,0.94315696,0.7257914
139,50000,51.9376,0.8807169,0.7257914
144,52000,66.7342,0.48734513,0.7257914
150,54000,57.4087,0.70468855,0.7257914
155,56000,66.6645,0.8490175,0.7257914
161,58000,54.3069,0.53312296,0.7257914
167,60000,78.9439,0.64620006,0.7257914
172,62000,48.5034,0.9898248,0.7257914
178,64000,73.7517,1.1571892,0.7257914
183,66000,62.9729,0.5906456,0.7257914
189,68000,48.5389,0.56734693,0.7257914
194,70000,61.3966,0.7143376,0.7257914
200,72000,62.379,0.6334878,0.7257914
206,74000,65.6445,0.6647778,0.7257914
211,76000,70.913,0.78229374,0.7257914
217,78000,67.2376,0.7542788,0.7257914
222,80000,73.1856,0.6377606,0.7257914
228,82000,61.7676,0.630803,0.7257914
233,84000,75.7037,0.74451673,0.7257914
239,86000,47.3212,0.82582057,0.7257914
245,88000,47.7607,0.7594831,0.7257914
250,90000,54.7892,0.8281123,0.7257914
256,92000,86.8033,1.1249752,0.7257914
261,94000,71.2961,0.93362397,0.7257914
267,96000,65.7694,0.66249156,0.7257914
272,98000,60.6126,0.46012765,0.7257914
278,100000,63.7437,0.58088446,0.7257914
284,102000,57.9374,0.84494483,0.7257914
289,104000,48.318,0.7409032,0.7257914
295,106000,52.3932,0.8861557,0.7257914
300,108000,46.9475,0.596918,0.7257914
306,110000,54.8556,0.6532591,0.7257914
311,112000,64.117,1.0979148,0.7257914
317,114000,59.0212,0.73850536,0.7257914
323,116000,82.3313,0.62064403,0.7257914
328,118000,41.7032,1.1835325,0.7257914
