timestep,action,reward,current_amt,order_qty
1,-0.09311355650424957,-1,89000000.0,0.0
2,0.16637201607227325,2.3517406988009278e-05,88997907.0,117.0
3,0.19796234369277954,-0.017415570385789825,90575328.0,105.0
4,0.2677649259567261,0.00619049028288453,90018072.0,116.0
5,0.16219410300254822,-0.03443170991604954,93228074.0,48.0
6,0.18170028924942017,-0.010235142327793281,94192144.0,44.0
7,0.04521124064922333,-0.03096463058201281,97201967.0,8.0
8,0.1477210819721222,6.152176725000653e-06,97201369.0,27.0
9,0.21854250133037567,-0.016460426112316493,98828122.0,33.0
10,-0.027337580919265747,0.012793122738593815,97579772.0,13.0
11,0.06278244405984879,0.03872241230442064,93942107.0,8.0
12,0.5409431457519531,0.04959064927546407,89503567.0,77.0
13,0.15757609903812408,2.2233800185038846e-06,89503368.0,10.0
14,0.0033858418464660645,-0.02833464953751338,92113368.0,0.0
15,0.30428802967071533,0.029164857835810576,89503025.0,17.0
16,0.1976841688156128,0.04532282489658048,85622377.0,8.0
17,0.1612386703491211,-0.01048660922879257,86529781.0,5.0
18,0.32915669679641724,-0.01731680018324993,88054605.0,9.0
19,0.2724877893924713,0.017889833643421886,86507009.0,5.0
20,0.0036717206239700317,-0.007161629449281369,87131009.0,0.0
21,-0.0662844181060791,0.010965677201898472,86185922.0,41.0
22,0.1385446935892105,1.554780702358955e-06,86185788.0,7.0
23,0.04679276794195175,-0.03309515018491627,89135749.0,2.0
24,0.2347511500120163,0.006688200175208693,88543552.0,10.0
25,0.05452050268650055,0.003411223319655916,88242537.0,1.0
26,0.12419744580984116,-0.010145237267444943,89146954.0,4.0
27,0.7495362758636475,-0.010105584979687261,90057033.0,21.0
28,0.12378451228141785,-0.013754882065958755,91313033.0,0.0
29,0.05828722566366196,0.0659809927811634,85661033.0,0.0
30,0.030525773763656616,0.026335012292208457,83463033.0,0.0
31,0.18815623223781586,0.035046201860753474,80637012.0,1.0
32,0.13871215283870697,1.6121631709037187e-07,80636999.0,1.0
33,0.4227268099784851,0.07113301212138907,75281966.0,2.0
34,0.14559820294380188,0.0,75281966.0,0.0
35,0.24346090853214264,-0.00832500482454147,75913950.0,1.0
36,-0.0028851181268692017,-0.028354297526214572,78129250.0,1.0
37,-0.0895051509141922,-0.011845797189198553,79065848.0,56.0
38,-0.0952577292919159,0.007478515701702502,78478942.0,54.0
39,0.5167786478996277,-0.009865833371572019,79260917.0,58.0
40,0.0787782222032547,0.007372442241248369,78680847.0,4.0
41,-0.08125842362642288,0.00012113690686022201,78671317.0,47.0
42,0.034050457179546356,0.003425287360719995,78402765.0,3.0
43,0.011374622583389282,-0.05222241954803556,82722747.0,1.0
44,-0.22128543257713318,0.020327047129366574,81074737.0,119.0
45,0.14174678921699524,0.002616060404440616,80863194.0,30.0
46,0.1888745278120041,0.025810574319216167,78828583.0,35.0
47,0.03676943480968475,-0.0554359428409966,83454989.0,5.0
48,0.2918434739112854,0.018013914424120352,81978240.0,41.0
49,0.2186383605003357,-0.015989647287852363,83310343.0,21.0
50,0.19371092319488525,-0.01312199992425793,84418077.0,14.0
51,0.16041024029254913,-0.00668143735128784,84985905.0,9.0
52,0.2092505544424057,-0.03599516148114304,88159210.0,10.0
53,0.2760707139968872,0.02386306368472549,86104493.0,11.0
54,0.28919607400894165,-0.03030384491040762,88795333.0,8.0
55,-0.07391147315502167,0.003539538885737029,88482147.0,44.0
56,0.34576407074928284,0.02274116369261724,86514702.0,23.0
57,0.042738139629364014,-0.010040681100307614,87392179.0,1.0
58,-0.11080126464366913,0.00691888923865361,86791677.0,64.0
59,0.16808274388313293,3.836788147905625e-06,86791344.0,17.0
60,0.3611842691898346,0.04886068230358095,82748210.0,34.0
61,0.40709054470062256,-0.0034450595746806606,83034268.0,24.0
62,0.470479279756546,-0.003578508901583793,83332474.0,16.0
63,0.2549531161785126,0.018735907910083827,81799879.0,5.0
64,0.19950567185878754,-0.003762677016897623,82108828.0,3.0
65,0.12214489281177521,-0.018556702903968533,83661306.0,1.0
66,0.41968876123428345,0.02281418295679032,81795215.0,5.0
67,0.12480214983224869,0.003847439693804202,81481719.0,0.0
68,0.11213919520378113,0.040014545090476104,78346711.0,0.0
69,0.08422479778528214,-0.007939451350898139,78973719.0,0.0
70,0.04580311477184296,0.01613490136267734,77719719.0,0.0
71,0.13067513704299927,0.008133168387345985,77092711.0,0.0
72,0.16060803830623627,-0.008067285593415456,77719698.0,1.0
73,0.0902654156088829,0.008146143051616272,77091698.0,0.0
74,0.11178337782621384,0.012370370792540766,76149698.0,0.0
75,0.11055874079465866,-0.0041065238565887825,76463698.0,0.0
76,0.053775250911712646,0.029596436298222093,74265698.0,0.0
77,0.12284743040800095,-0.008385218206210087,74893698.0,0.0
78,0.23137542605400085,-0.012421434415454487,75835686.0,1.0
79,0.13446857035160065,0.025517805740895058,73948678.0,0.0
80,-0.09383425116539001,0.013078272881504493,72994042.0,59.0
81,0.3359493017196655,0.03224758609704123,70713696.0,22.0
82,0.25559455156326294,-0.03239993610971461,73081533.0,10.0
83,0.11473501473665237,-0.004101182832612598,73382488.0,3.0
84,0.09675648808479309,0.012522064174668236,72474952.0,2.0
85,0.13518385589122772,0.004205931756572173,72171404.0,3.0
86,0.10897649079561234,0.021586826545221226,70646373.0,2.0
87,0.2377890944480896,-0.02942664347319173,72788288.0,5.0
88,0.10467828810214996,0.008549273813587555,72171276.0,1.0
89,0.4602797031402588,0.01301337742135147,71244149.0,8.0
90,-0.13333293795585632,0.00021429508548392973,71228885.0,83.0
91,-0.034514665603637695,-0.007519464028155175,71768546.0,18.0
92,0.1620069146156311,-0.028425170517070768,73868264.0,17.0
93,0.21112054586410522,4.047762788645931e-06,73867965.0,18.0
94,0.23797667026519775,0.0312766181091439,71627693.0,17.0
95,0.2645408809185028,-0.011936012554044896,72492970.0,14.0
96,0.03480933606624603,-0.019973922018860234,73970450.0,1.0
97,-0.09048761427402496,0.004155838662338438,73664313.0,53.0
98,0.3618241548538208,0.022451347781522905,72046766.0,34.0
99,0.3106969892978668,4.025179524394781e-06,72046476.0,18.0
100,0.2440083622932434,0.008273184668577408,71455313.0,10.0
101,0.3035902976989746,-0.004185649084085454,71755657.0,10.0
102,0.0440104678273201,0.008588348789498441,71144642.0,1.0
103,0.2678275406360626,0.03563631652535681,68696550.0,6.0
104,0.3137855529785156,1.1063158787451013e-06,68696474.0,5.0
105,0.07604074478149414,0.037640960639608735,66204474.0,0.0
106,0.0751587450504303,0.004727362890010094,65892974.0,0.0
107,0.04040032625198364,-0.00936617119971813,66515974.0,0.0
108,0.22025153040885925,-0.03174065312609194,68696444.0,2.0
109,0.14110031723976135,-0.030860098062566482,70883929.0,1.0
110,-0.08710905909538269,0.00013947278075454535,70874044.0,54.0
111,-0.08695988357067108,-0.01183594601856396,71722953.0,49.0
112,0.3412551283836365,-0.0072309423906907234,72245355.0,37.0
113,0.2277059704065323,3.5850184211811416e-06,72245096.0,16.0
114,0.3132767081260681,0.01620819320547324,71092810.0,18.0
115,0.07197000086307526,0.02133426782658875,69607779.0,2.0
116,0.23116996884346008,0.017424918704994394,68415642.0,9.0
117,-0.01922650635242462,0.008950515640916324,67808719.0,11.0
118,0.129982128739357,-0.01296839344565444,68699643.0,5.0
119,0.2670389711856842,0.008797819963366793,68100507.0,9.0
120,0.22016401588916779,-0.05881882476037685,72356427.0,5.0
