timestep,action,reward
1,0.8059175610542297,-0.00011442696629213483
2,1.8480443954467773,0.005686449438202248
3,1.6438689231872559,0.02040314606741573
4,0.7403975129127502,0.033301280898876406
5,1.2015875577926636,0.039486449438202245
6,0.8294016718864441,0.03453258426966292
7,1.133122205734253,0.07721438202247191
8,0.5488712787628174,0.14283008988764045
9,2.522671937942505,0.08100779775280899
10,0.681020975112915,-0.30405898876404497
11,0.9185523390769958,1.0
12,1.0623456239700317,1.0
13,0.29335731267929077,-1.0
14,1.0419082641601562,-1.0
15,0.9373301863670349,0.4612885168539326
16,1.3892152309417725,-1.0
17,-0.13741031289100647,1.0
18,-0.41363292932510376,1.0
19,0.17923504114151,-1.0
20,0.3269004225730896,-1.0
21,0.580319344997406,-1.0
22,-0.3437565565109253,-1.0
23,1.3830960988998413,-1.0
24,-0.15818196535110474,-1.0
25,0.4746931493282318,-1.0
26,-0.3746260404586792,-1.0
27,-0.6914312243461609,-1.0
28,0.9459004402160645,-1.0
29,0.9756776094436646,-1.0
