timestep,action,reward,stock_code,current_date,price,next_price,total_amt,current_amt,order_qty,qty,is_order,init_price_rate,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,0.14875,4.4,043610.csv,20230718,3690.0,3615.0,76098393.0,64781163.0,3067.0,3067.0,True,-2.0325203252032518,0.0,-0.0021116951379763467,-0.0021116951379763467,-0.30227313735784145,-0.5989585521044813,1.728141875794579,-0.3043784494086728,-0.30227313735784145,-0.36672166633026315,-3459.8855009334166,0.0,buy
2,0.69236785,9.49,043610.csv,20230719,3615.0,3725.0,75862001.0,19930721.0,12405.0,15472.0,True,0.9485094850948509,0.44467807716649443,-0.31274507227332454,-0.31063993690379244,2.2434420099200914,1.0,0.9751711982165815,1.9236806833114324,2.2434420099200914,0.9999999999882264,-26.638994402471155,-25.201874875521195,buy
3,0.20379348,5.85,043610.csv,20230720,3725.0,3745.0,77563343.0,15869895.0,1090.0,16562.0,True,1.4905149051490514,0.39894837188542853,1.9229211563731932,2.242680100146581,0.4270599837348424,0.8385891493475424,0.8676782617366254,2.358193166885677,0.4270599837348424,0.598240307332284,-1.6435032252491986,-10.91037134230534,buy
4,0.074310035,-2.58,043610.csv,20230721,3745.0,3570.0,77894419.0,14693799.0,314.0,16876.0,True,-3.2520325203252036,-3.7208619828965004,2.357975032851511,0.4268459651100907,-3.7914141191553146,-1.0,1.7291928356997108,-1.5228396846254928,-3.7914141191553146,-1.0,-1.3948653921570335,-8.28465465484716,buy
5,-0.30665007,4.65,043610.csv,20230724,3570.0,3530.0,74910783.0,33138215.0,5175.0,11701.0,True,-4.336043360433604,-0.9007605023885485,-1.5627030223390275,-3.830359142931665,0.2759666058943683,0.533069883363976,2.1583101147043005,-2.1777332457293035,-0.6247938964941803,-0.8579870552723605,-2.8772439168308797,-2.9960747096119578,sell
6,0.16645333,0.37,043610.csv,20230725,3530.0,3400.0,74441965.0,27623573.0,1562.0,13263.0,True,-7.8590785907859075,-2.043355601677504,-2.178758212877792,-0.625835135109988,-2.3161559477910076,-1.0,3.414627868052661,-4.444450722733246,-2.3161559477910076,-0.9999999999977562,-3.491046457954627,-3.8094540718522736,buy
7,0.036321208,7.24,043610.csv,20230726,3400.0,3460.0,72717631.0,26620431.0,295.0,13558.0,True,-6.233062330623306,1.0943404441167361,-4.444637319316688,-2.3163467004128653,1.1186833080412093,0.999996327079504,2.8573869035536608,-3.375675427069645,1.1186833080412093,0.9980835135022823,-4.747839472686092,-5.5953463462984185,buy
8,-0.015203096,5.63,043610.csv,20230727,3460.0,3495.0,73529941.0,27332021.0,206.0,13352.0,True,-5.284552845528456,0.6453458863147056,-3.3772128777923784,1.1170743447349103,-0.009795260753888146,-0.0009590111869249851,2.5214266957255647,-2.763126149802891,0.6355506255608174,0.8672945128224697,-4.144700891357768,-4.843725425590772,sell
9,-0.70005953,4.6,043610.csv,20230728,3495.0,3550.0,73943620.0,59946145.0,9347.0,4005.0,True,-3.7940379403794036,0.9924151111485058,-2.8336136662286466,0.5625993906346259,-0.6945192277714138,-0.9919619565503681,1.249878939065343,-2.5441590013140605,0.2978958833770919,0.3583483903377376,-4.026753972199143,-4.5311791218430635,sell
10,0.7348991,11.64,043610.csv,20230731,3550.0,3700.0,74157641.0,15895041.0,12407.0,16412.0,True,0.27100271002710025,0.8100302714683473,-2.5523771353482263,0.28943808810009575,3.3196848858771006,1.0,0.4115741625090364,0.6825768725361366,3.3196848858771006,1.0,-4.04164643102803,-4.35975723643197,buy
11,-0.32449633,4.7,043610.csv,20230801,3700.0,3660.0,76587093.0,35565193.0,5325.0,11087.0,True,-0.8130081300813009,-0.8568060422158392,0.6400696452036794,3.276064296597568,0.27775285893337676,0.5376654456987687,0.8703182483467411,0.05731011826544021,-0.5790531832824625,-0.8129749932903091,-1.7333255117029496,-2.131706480408516,sell
12,-0.6166918,5.08,043610.csv,20230802,3660.0,3635.0,76102525.0,60547525.0,6837.0,4250.0,True,-1.4905149051490514,-0.36401608628684323,0.003318002628120894,-0.6327019097069007,0.22440179622222317,0.39562575468441863,1.3542139853067385,-0.13630091984231274,-0.13961429006462006,-0.09286205393432645,-2.2017018184005615,-2.7991596245029275,sell
13,0.59240675,5.19,043610.csv,20230803,3635.0,3640.0,75991182.0,24683158.0,9865.0,14115.0,True,-1.3550135501355014,0.027961896816653183,-0.1429934296977661,-0.14630657786978815,0.09287393371509868,0.08264034528054953,1.3047612505297195,-0.05025229960578186,0.09287393371509868,0.042211059408467366,-2.4132650921375314,-3.043968328414568,buy
14,0.55784595,5.71,043610.csv,20230804,3640.0,3655.0,76059804.0,10914724.0,3782.0,17897.0,True,-0.9485094850948509,0.2783593300591343,-0.05281997371879107,0.0903025827391394,0.35295252667230115,0.7122763651701817,1.248455608616533,0.29994612352168204,0.35295252667230115,0.4636012352458123,-2.4508452321413348,-2.9868189791073836,buy
15,0.026977152,3.12,043610.csv,20230807,3655.0,3615.0,76328219.0,10622283.0,80.0,17977.0,True,-2.0325203252032518,-0.9378964087206547,0.29989356110381077,0.35289993647630225,-0.9420906309893069,-0.9998602069677119,1.3874979861756565,-0.6450223390275953,-0.9420906309893069,-0.9881765896506938,-2.2607924736514846,-2.6715400238519202,buy
16,-0.029629916,6.01,043610.csv,20230808,3615.0,3660.0,75605982.0,12542306.0,532.0,17445.0,True,-0.8130081300813009,1.0699301981197036,-0.6491695137976347,-0.9462254058358155,-0.03162082201769101,-0.009948942400711092,1.1954076044571222,0.3823994743758213,1.0383093761020126,0.9954399961105505,-2.8774192292958394,-3.563139393926166,sell
17,0.0066983104,6.83,043610.csv,20230809,3660.0,3700.0,76390995.0,12461775.0,22.0,17467.0,True,0.27100271002710025,0.9134583199493406,0.3823850197109067,1.0382948269886898,0.9146104197229006,0.9997671514227373,1.0294900626404426,1.3004927726675428,0.9146104197229006,0.984740623300323,-2.2575511203766925,-2.7533219911668607,buy
18,-1.127009,4.43,043610.csv,20230810,3700.0,3725.0,76983558.0,76983558.0,17467.0,0.0,True,0.9485094850948509,0.5664506952455047,1.1610486202365309,0.7756974496797692,-0.5664506952455047,-0.9595894302775952,0.21253913514168,1.1610486202365309,0.0,0,-1.7836684618581553,-2.130942457103581,sell
19,-0.25546807,-10.0,043610.csv,20230811,3725.0,3730.0,76983558.0,76983558.0,0,0.0,False,1.084010840108401,0.0,1.1610486202365309,0.0,-10.0,-1.0,0.0770377801281299,1.1610486202365309,0.0,0,-1.85638721545053,-2.1617909573821774,wrong
20,0.7747793,0.02,043610.csv,20230814,3730.0,3610.0,76975090.0,17339850.0,15988.0,15988.0,True,-2.168021680216802,0.0,1.149921156373193,-0.010999751401461595,-2.4924426850296633,-1.0,0.7968390258146996,-1.3711826544021024,-2.4924426850296633,-0.9999999999999676,-1.9564695860765604,-2.2620735173684996,buy
21,0.23810118,1.12,043610.csv,20230816,3610.0,3525.0,75055947.0,13213035.0,1143.0,17131.0,True,-4.471544715447155,-1.81060861726488,-1.3719487516425755,-2.4932000729067028,-1.9400687862881805,-1.0,1.1861439270108867,-3.285400788436268,-1.9400687862881805,-0.9999999932877691,-3.5690059681814583,-4.241513363357231,buy
22,-0.11963077,5.18,043610.csv,20230817,3525.0,3535.0,73587949.0,20423901.0,2049.0,15082.0,True,-4.200542005420054,0.232758753045694,-3.300986859395532,-1.955871664639712,-0.027803998837229782,-0.00770081909515119,1.0977443707288588,-3.1027976346911954,0.2049547542084642,0.18944190010801265,-4.89303491323103,-6.0576469418318295,sell
23,-0.49035016,5.02,043610.csv,20230818,3535.0,3585.0,73695845.0,46522301.0,7395.0,7687.0,True,-2.8455284552845526,1.0226641829981138,-3.1592049934296975,0.14662183342003457,-0.5011273175208267,-0.9188361951001196,0.191383908635407,-2.6541445466491456,0.5215368654772871,0.7433401239907598,-4.854685578754769,-5.888010989339365,sell
24,0.6712099,9.21,043610.csv,20230821,3585.0,3680.0,74075765.0,15299689.0,8708.0,16395.0,True,-0.27100271002710025,0.9857762795336017,-2.6599671484888305,0.5155243148375597,2.10260940268386,1.0,-0.3422837551502979,-0.6132864651773982,2.10260940268386,0.999999999748815,-4.628659239497227,-5.521539881638862,buy
25,-0.2069436,4.81,043610.csv,20230822,3680.0,3665.0,75612794.0,27761754.0,3392.0,13003.0,True,-0.6775067750677507,-0.32515444356783163,-0.6402181340341656,2.0749417842664197,0.06720206582604366,0.044156590090621894,-0.21901227880872753,-0.8965190538764782,-0.257952377741788,-0.283012696187098,-3.155715850861906,-3.851043938013494,sell
26,0.15752484,6.69,043610.csv,20230823,3665.0,3710.0,75417130.0,23392454.0,1192.0,14195.0,True,0.5420054200542005,0.7758584786188726,-0.8973324572930356,-0.258771022269062,0.8469879455768206,0.9992336609020215,-0.5999502295154358,-0.05794480946123521,0.8469879455768206,0.9723171696176391,-3.346950967075946,-4.083896129334835,buy
27,-0.13939878,4.8,043610.csv,20230824,3710.0,3695.0,76043857.0,30718785.0,1978.0,12217.0,True,0.13550135501355012,-0.27995854207452453,-0.07377529566360053,0.8310141210624165,0.038969976752279006,0.015071856153527796,-0.45008742597281426,-0.3145860709592641,-0.24098856532224552,-0.25201880603397564,-2.778554779225423,-3.3501195894273517,sell
28,-0.008542687,5.63,043610.csv,20230825,3695.0,3735.0,75859971.0,31102435.0,104.0,12113.0,True,1.2195121951219512,0.6441815646066601,-0.31541261498028905,-0.24181571957876888,-0.005479764944754106,-0.0003002331594994523,-0.8982375564885741,0.32127463863337713,0.638701799661906,0.8699322674320539,-3.0398193897738452,-3.6716638873364356,sell
29,-1.0196203,3.97,043610.csv,20230828,3735.0,3800.0,76270204.0,76270204.0,12113.0,0.0,True,2.9810298102981028,1.0313055991336113,0.22365834428383705,0.5407766369960779,-1.0313055991336113,-0.9999759629072157,-2.757371466014266,0.22365834428383705,0.0,0,-2.6472169517579305,-3.151572687024969,sell
30,1.5062084,5.53,043610.csv,20230829,3800.0,3810.0,76259376.0,976.0,20068.0,20068.0,True,3.2520325203252036,0.0,0.20942969776609724,-0.014196893979725032,0.26315452672993284,0.4996778306637846,-2.7788971720991853,0.4731353482260184,0.26315452672993284,0.2926654473757023,-2.6807958375440064,-3.1673004446346367,buy
31,-1.0061303,4.87,043610.csv,20230830,3810.0,3815.0,76334512.0,76334512.0,20068.0,0.0,True,3.387533875338753,0.13123192062532624,0.3081629434954008,0.09852690113803188,-0.13123192062532624,-0.15820450131518116,-3.079370931843352,0.3081629434954008,0.0,0,-2.6540446999602234,-3.086489227349801,sell
