timestep,action,reward,stock_code,current_date,price,next_price,total_amt,current_amt,order_qty,qty,is_order,init_price_rate,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,1.0000217,5.52,048410.csv,20221011,19350.0,19400.0,64790800.0,7000.0,3348.0,3348.0,True,0.2583979328165375,0.0,-0.014197530864197531,-0.014197530864197531,0.2583700154960272,0.48703653212898146,-0.014262130347401675,0.24413580246913583,0.2583700154960272,0.28378531998358303,-608.584347826087,0.0,buy
2,-0.27609292,3.5,048410.csv,20221012,19400.0,18750.0,64928768.0,17903168.0,924.0,2424.0,True,-3.10077519379845,-3.3501544069878784,0.19871604938271606,0.21294381301048912,0.9234950870389769,0.9998022351299332,0.8680097616996845,-2.2327654320987653,-2.4266593199489015,-0.9999999999998367,-37.648002331432984,0.0,sell
3,0.11737478,11.0,048410.csv,20221013,18750.0,19500.0,63352871.0,15821623.0,111.0,2535.0,True,0.7751937984496124,2.869627608835599,-2.2332237654320988,-2.4271167443066224,3.0010510494465197,1.0,-0.07438669968418032,0.7008070987654321,3.0010510494465197,1.0,-5.973985542076369,-5.364641907093449,buy
4,0.114841945,14.67,048410.csv,20221014,19500.0,20700.0,65253866.0,14007866.0,93.0,2628.0,True,6.976744186046512,4.661774398531109,0.7004104938271605,3.0006453851160115,4.832817108491319,1.0,-1.4096670255526842,5.567077160493827,4.832817108491319,1.0,-2.0216155361005126,-2.8849614912777852,buy
5,0.65620196,7.69,048410.csv,20221017,20700.0,21000.0,68406164.0,4836464.0,443.0,3071.0,True,8.527131782945736,1.1525057805824879,5.565067901234568,4.830821824411139,1.3468084542790617,0.9999999867455186,-1.5403046224519077,6.986827160493828,1.3468084542790617,0.9998848718914908,0.5752813472282662,1.1190328244006766,buy
6,-0.8824658,8.39,048410.csv,20221018,21000.0,20000.0,69234019.0,61653019.0,2710.0,361.0,True,3.359173126614987,-4.42970191438129,6.842621913580246,1.2102052674668324,3.908281945969519,1.0,2.9263500215331604,6.2855231481481475,-0.5214199684117716,-0.7431836182379528,1.1796712222608636,2.1265709181535057,sell
7,1.4895465,4.0,048410.csv,20221019,20000.0,20000.0,68864267.0,4267.0,3082.0,3443.0,True,3.359173126614987,0.0,6.272016975308642,-0.5340611527983086,-1,-0.9999546000702375,2.9128438486936545,6.272016975308642,0.0,0,0.8956499743443738,1.809288890780213,buy
8,-1.1275043,6.75,048410.csv,20221020,20000.0,19650.0,68751201.0,68751201.0,3443.0,0.0,True,1.550387596899225,-1.7498915656794838,6.097532407407407,-0.16418674724294968,1.7498915656794838,0.9999999999999497,4.547144810508182,6.097532407407407,0.0,0,0.8304313130448399,1.715428237383004,sell
9,0.31971288,9.88,048410.csv,20221021,19650.0,21150.0,68748082.0,46779382.0,1118.0,1118.0,True,9.30232558139535,0.0,6.0927191358024695,-0.0045366480216105605,2.439340780445337,1.0,-0.6216434826299171,8.680682098765432,2.439340780445337,0.9999999999998801,0.7664664545432323,1.588822624311344,buy
10,0.933675,1.84,048410.csv,20221024,21150.0,20800.0,70418880.0,3119584.0,2064.0,3182.0,True,7.493540051679587,-0.5556259061224806,8.671111111111111,2.43031943785719,-1.5815304077542842,-0.999999999986283,-0.5410956072351425,6.952444444444445,-1.5815304077542842,-0.9999962963515376,2.204344203453442,4.533649947933837,buy
