timestep,action,reward,stock_code,current_date,price,next_price,total_amt,current_amt,order_qty,qty,is_order,init_price_rate,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,average_price_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-1.19928,-10.0,095500.csv,20201012,2765.0,2765.0,10600000.0,10600000,0,0.0,False,0.0,0.0,0.0,0.0,0,1,0.9999546000702375,0.0,0.0,0.0,0,0.0,0.0,wrong
2,-0.2381309,-10.0,095500.csv,20201013,2765.0,2755.0,10600000.0,10600000,0,0.0,False,-0.3616636528028933,0.0,0.0,0.0,0,0,0,0.3616636528028933,0.0,0.0,0,0.0,0.0,wrong
3,-1.0744786,-10.0,095500.csv,20201014,2755.0,2680.0,10600000.0,10600000,0,0.0,False,-3.074141048824593,0.0,0.0,0.0,0,0,0,3.074141048824593,0.0,0.0,0,0.0,0.0,wrong
4,-0.1620022,-10.0,095500.csv,20201015,2680.0,2650.0,10600000.0,10600000,0,0.0,False,-4.159132007233273,0.0,0.0,0.0,0,0,0,4.159132007233273,0.0,0.0,0,0.0,0.0,wrong
5,-0.82786274,-10.0,095500.csv,20201016,2650.0,2560.0,10600000.0,10600000,0,0.0,False,-7.414104882459313,0.0,0.0,0.0,0,0,0,7.414104882459313,0.0,0.0,0,0.0,0.0,wrong
6,-0.2992196,-10.0,095500.csv,20201019,2560.0,2560.0,10600000.0,10600000,0,0.0,False,-7.414104882459313,0.0,0.0,0.0,0,1,0.9999546000702375,7.414104882459313,0.0,0.0,0,0.0,0.0,wrong
7,-0.25392026,-10.0,095500.csv,20201020,2560.0,2635.0,10600000.0,10600000,0,0.0,False,-4.701627486437613,0.0,0.0,0.0,0,0,0,4.701627486437613,0.0,0.0,0,0.0,0.0,wrong
8,-0.6845317,-10.0,095500.csv,20201021,2635.0,2570.0,10600000.0,10600000,0,0.0,False,-7.05244122965642,0.0,0.0,0.0,0,0,0,7.05244122965642,0.0,0.0,0,0.0,0.0,wrong
9,-0.4773738,-10.0,095500.csv,20201022,2570.0,2580.0,10600000.0,10600000,0,0.0,False,-6.6907775768535265,0.0,0.0,0.0,0,0,0,6.6907775768535265,0.0,0.0,0,0.0,0.0,wrong
10,-0.20215753,-10.0,095500.csv,20201023,2580.0,2635.0,10600000.0,10600000,0,0.0,False,-4.701627486437613,0.0,0.0,0.0,0,0,0,4.701627486437613,0.0,0.0,0,0.0,0.0,wrong
