timestep,action,reward,stock_code,current_date,price,next_price,total_amt,current_amt,order_qty,qty,is_order,init_price_rate,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,average_price_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-1.37501,-10.0,007390.csv,20201102,9130.0,9260.0,56700000.0,56700000,0,0.0,False,1.4238773274917853,0.0,0.0,0.0,0,0,0,-1.4238773274917853,0.0,0.0,0,0.0,0.0,wrong
2,0.7741796,2.01,007390.csv,20201103,9260.0,9380.0,56693768.0,12810628.0,4739.0,4739.0,True,2.7382256297918945,0.0,-0.010991181657848324,-0.010991181657848324,0.0,1.0030732125619168,0.9999573105481531,-1.7462538484867798,0.9919717813051147,1.0030732125619168,0.9934662834583287,-312.2755783860654,0.0,buy
3,-0.90920454,-1.96,007390.csv,20201104,9380.0,9670.0,57196100.0,53153320.0,4308.0,431.0,True,5.914567360350493,2.4000196428905727,0.8749559082892415,0.8860444767050939,0,-2.1814907571798337,-1.0,-4.819170534953668,1.0953968253968254,0.21852888571073903,0.21240743272941776,-1.8013967497411147,0.0,sell
4,-0.46562737,-0.02,007390.csv,20201105,9670.0,9290.0,57317915.0,55084145.0,200.0,231.0,True,1.7524644030668126,-0.28572380601973896,1.0897971781305116,0.2129778079274636,0,0.13257797020208928,0.1611884260526396,-0.817482039751116,0.9349823633156966,-0.15314583581764968,-0.11065339284668652,-1.2686752967156318,0.0,sell
5,-0.08943224,0.04,007390.csv,20201106,9290.0,9400.0,57229831.0,55269641.0,20.0,211.0,True,2.9572836801752467,0.044399685585225335,0.9344462081128747,-0.15367621100662857,0,-0.00384391319442446,-0.0001477457709810892,-1.9819027277942944,0.9753809523809523,0.040555772390800875,0.008190129997617257,-1.8172888025045921,-8.754300219688243,sell
6,-0.20222768,-0.03,007390.csv,20201109,9400.0,9280.0,57252393.0,55663793.0,42.0,169.0,True,1.642935377875137,-0.044224725111108074,0.9742380952380952,0.0394234957639487,0,0.008802624937932782,0.0007745619298989981,-0.7044644784042375,0.9384708994708995,-0.03542210017317529,-0.0062539878012344285,-1.851040899634252,-8.322693802872749,sell
7,-0.8788043,-1.0,007390.csv,20201110,9280.0,9280.0,57229858.0,57034978.0,148.0,21.0,True,1.642935377875137,0.0,0.9344938271604939,-0.03936080016777639,0,-1,-0.9999546000702375,-0.7084415507146431,0.9344938271604939,0.0,0,-2.2547258593222113,-11.180059799852614,sell
8,-0.71955085,-1.0,007390.csv,20201111,9280.0,9280.0,57229631.0,57173951.0,15.0,6.0,True,1.642935377875137,0.0,0.9340934744268078,-0.00039664610036250656,0,-1,-0.9999546000702375,-0.7088419034483292,0.9340934744268078,0.0,0,-2.5043340818861046,-11.95087902780649,sell
9,-1.0216236,0.0,007390.csv,20201112,9280.0,9200.0,57229541.0,57229541.0,6.0,0.0,True,0.7667031763417306,-0.0008387263583789314,0.9339347442680775,-0.00015726119219604964,0,0.0008387263583789314,7.034594299515362e-06,0.16723156792634697,0.9339347442680775,0.0,0,-2.580411022334786,-12.310917369814302,sell
10,-1.1828346,-10.0,007390.csv,20201113,9200.0,9280.0,57229541.0,57229541.0,0,0.0,False,1.642935377875137,0.0,0.9339347442680775,0.0,0,0,0,-0.7090006336070594,0.9339347442680775,0.0,0,-2.606048839243939,-11.91549097921767,wrong
