timestep,action,reward,stock_code,current_date,price,next_price,total_amt,current_amt,order_qty,qty,is_order,init_price_rate,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,average_price_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-0.33323136,-10.0,000720.csv,20210607,56300.0,57800.0,8100000.0,8100000,0,0.0,False,2.664298401420959,0.0,0.0,0.0,0,0,0,-2.664298401420959,0.0,0.0,0,0.0,0.0,wrong
2,-0.70621467,-10.0,000720.csv,20210608,57800.0,56900.0,8100000.0,8100000,0,0.0,False,1.0657193605683837,0.0,0.0,0.0,0,0,0,-1.0657193605683837,0.0,0.0,0,0.0,0.0,wrong
3,-0.6916756,-10.0,000720.csv,20210609,56900.0,55800.0,8100000.0,8100000,0,0.0,False,-0.8880994671403196,0.0,0.0,0.0,0,0,0,0.8880994671403196,0.0,0.0,0,0.0,0.0,wrong
4,-0.12977871,-10.0,000720.csv,20210610,55800.0,55600.0,8100000.0,8100000,0,0.0,False,-1.2433392539964476,0.0,0.0,0.0,0,0,0,1.2433392539964476,0.0,0.0,0,0.0,0.0,wrong
5,-0.12044686,-10.0,000720.csv,20210611,55600.0,55700.0,8100000.0,8100000,0,0.0,False,-1.0657193605683837,0.0,0.0,0.0,0,0,0,1.0657193605683837,0.0,0.0,0,0.0,0.0,wrong
6,-0.8629929,-10.0,000720.csv,20210614,55700.0,54300.0,8100000.0,8100000,0,0.0,False,-3.5523978685612785,0.0,0.0,0.0,0,0,0,3.5523978685612785,0.0,0.0,0,0.0,0.0,wrong
7,-0.29541564,-10.0,000720.csv,20210615,54300.0,54400.0,8100000.0,8100000,0,0.0,False,-3.374777975133215,0.0,0.0,0.0,0,0,0,3.374777975133215,0.0,0.0,0,0.0,0.0,wrong
8,-0.66967773,-10.0,000720.csv,20210616,54400.0,54700.0,8100000.0,8100000,0,0.0,False,-2.841918294849023,0.0,0.0,0.0,0,0,0,2.841918294849023,0.0,0.0,0,0.0,0.0,wrong
9,-0.43383485,-10.0,000720.csv,20210617,54700.0,54800.0,8100000.0,8100000,0,0.0,False,-2.664298401420959,0.0,0.0,0.0,0,0,0,2.664298401420959,0.0,0.0,0,0.0,0.0,wrong
10,-0.18966034,-10.0,000720.csv,20210618,54800.0,54900.0,8100000.0,8100000,0,0.0,False,-2.4866785079928952,0.0,0.0,0.0,0,0,0,2.4866785079928952,0.0,0.0,0,0.0,0.0,wrong
11,0.28251404,0.4,000720.csv,20210621,54900.0,55300.0,8099681.0,5848781.0,41.0,41.0,True,-1.7761989342806392,0.0,-0.0039382716049382715,-0.0039382716049382715,0.0,0.20247710990099485,0.33632970754820146,1.9747297984781702,0.19853086419753088,0.20247710990099485,0.1853403824591533,-1846.5537725636163,0.0,buy
12,-1.0416462,0.61,000720.csv,20210622,55300.0,54100.0,8112360.0,8112360.0,41.0,0.0,True,-3.9076376554174073,-0.6062039055549101,0.1525925925925926,0.1565370290508972,0,0.6062039055549101,0.9746463291088752,4.06023024801,0.1525925925925926,0.0,0,-45.37856774259772,0.0,sell
13,0.042714298,0.01,000720.csv,20210623,54100.0,54200.0,8112314.0,7787714.0,6.0,6.0,True,-3.7300177619893424,0.0,0.15202469135802468,-0.0005670359796655967,0.0,0.007396163412806752,0.0005468827373821261,3.8894498607547745,0.1594320987654321,0.007396163412806752,0.00027347876400829474,-46.73794096958228,-1120.6427070722414,buy
14,-1.7997099,-0.11,000720.csv,20210624,54200.0,55700.0,8112381.0,8112381.0,6.0,0.0,True,-1.0657193605683837,0.11093424631396313,0.15285185185185185,0.0008259049144300874,0,-0.11093424631396313,-0.11579299044353719,1.2185712124202355,0.15285185185185185,0.0,0,-48.74375471672221,-1131.4238220853476,sell
15,-0.7475885,-10.0,000720.csv,20210625,55700.0,58200.0,8112381.0,8112381.0,0,0.0,False,3.374777975133215,0.0,0.15285185185185185,0.0,0,0,0,-3.221926123281363,0.15285185185185185,0.0,0,-51.289586980216555,-1155.1539937174564,wrong
16,0.08339423,-0.05,000720.csv,20210628,58200.0,58000.0,8112291.0,7472091.0,11.0,11.0,True,3.019538188277087,0.0,0.15174074074074073,-0.0011094153492051224,0.0,-0.02711934273560946,-0.007327608705264721,-2.894957941363507,0.12458024691358026,-0.02711934273560946,-0.0036705407874686458,-53.778235497599084,-1343.1560924430144,buy
17,-0.012871742,0.04,000720.csv,20210629,58000.0,58300.0,8110091.0,7472091.0,0.0,11.0,True,3.5523978685612785,0.040690048977255616,0.12458024691358026,-0.02711934273560946,0,0,0,-3.3870768809069576,0.165320987654321,0.040690048977255616,0.00824422883242859,-53.90475458556177,-180.28239780191265,wait
18,-0.22395316,-0.04,000720.csv,20210630,58300.0,57800.0,8113201.0,7588501.0,2.0,9.0,True,2.664298401420959,-0.06778916485104687,0.16297530864197532,0.038347288581595446,0,0.012324003812882033,0.0015176578905352622,-2.5568786483345396,0.10741975308641975,-0.05546516103816484,-0.015264222950576611,-52.8324100996462,-175.24981609169365,sell
19,-0.55525947,0.03,000720.csv,20210701,57800.0,60000.0,8108323.0,7819323.0,4.0,5.0,True,6.571936056838366,0.24418214458764728,0.10275308641975309,-0.06012423456537068,0,-0.10851907344457615,-0.11109409526496716,-6.333380501282811,0.23855555555555558,0.13566307114307113,0.08791523063290008,-51.470683194814455,-86.43616564802831,sell
20,-0.6508432,-0.0,000720.csv,20210702,60000.0,60200.0,8119028.0,7999028.0,3.0,2.0,True,6.927175843694494,0.012316297799705715,0.23491358024691358,0.13202483423514333,0,-0.007389599677713772,-0.0005459127693394628,-6.687323991842642,0.23985185185185187,0.004926698121991943,0.00012135440788429985,-40.2468218440608,-81.16623746604226,sell
21,-0.89895844,-0.0,000720.csv,20210705,60200.0,59900.0,8119330.0,8059130.0,1.0,1.0,True,6.394316163410302,-0.007389683115608637,0.23864197530864198,0.0037196570821039165,0,0.003694796961209197,0.0001365059280634684,-6.159377891805364,0.23493827160493827,-0.0036948861543994395,-6.82585887463727e-05,-40.82268827183897,-80.48212410718244,sell
22,-0.39044508,-0.01,000720.csv,20210706,59900.0,59200.0,8119030.0,8059130.0,0.0,1.0,True,5.150976909413854,-0.008621719589655415,0.23493827160493827,-0.0036948861543994395,0,0,0,-4.924680613117558,0.22629629629629633,-0.008621719589655415,-0.00037160118258450225,-42.40569368049341,-86.79234796229302,wait
23,-0.973416,-0.02,000720.csv,20210707,59200.0,57700.0,8118330.0,8059130.0,0.0,1.0,True,2.4866785079928952,-0.01847670641622107,0.22629629629629633,-0.008621719589655415,0,0,0,-2.2789007302151174,0.20777777777777778,-0.01847670641622107,-0.0017054874006248166,-41.52193763195883,-89.44238541477503,wait
24,0.7148632,-10.65,000720.csv,20210708,57700.0,57100.0,8116019.0,2346019.0,99.0,100.0,True,1.4209591474245116,-0.007392048373564557,0.1977654320987654,-0.028466445685257927,-9.16961826052735,-0.7392787030193004,-0.9957690554263072,-1.9639344560664869,-0.5429753086419753,-0.7392787030193004,-0.934954288583391,-41.55854986496971,-92.65793079610447,buy
25,-0.8276472,-0.48,000720.csv,20210709,57100.0,57700.0,8048332.0,7020532.0,82.0,18.0,True,2.4866785079928952,0.7447847379704542,-0.6378765432098765,-0.8339926261877899,0,-0.6105954425984442,-0.9759655712470853,-2.9912217178694385,-0.5045432098765432,0.13418929537201,0.08609973703273266,-15.954281519865471,-10.372178248917987,sell
26,0.21198642,-67.32,000720.csv,20210712,57700.0,58500.0,8058928.0,5577828.0,25.0,43.0,True,3.9076376554174073,0.17867929201308527,-0.5070617283950618,0.1316546086816498,-68.17062219371391,0.42685578032214705,0.8383074476569421,-3.9900080257877777,-0.08237037037037037,0.42685578032214705,0.5978898753537062,-15.152825847556791,-9.821449484858833,buy
27,-1.8316994,0.43,000720.csv,20210713,58500.0,57700.0,8089198.0,8089198.0,43.0,0.0,True,2.4866785079928952,-0.42504146625467304,-0.13335802469135802,0.3756082694869591,0,0.42504146625467304,0.8357888994413235,-2.6200365326842534,-0.13335802469135802,0.0,0,-12.080773338251358,-8.420679719078716,sell
28,-0.94741416,-10.0,000720.csv,20210714,57700.0,57600.0,8089198.0,8089198.0,0,0.0,False,2.3090586145648313,0.0,-0.13335802469135802,0.0,0,0,0,-2.4424166392561895,-0.13335802469135802,0.0,0,-12.14138095878512,-8.315826945769988,wrong
29,-0.5964285,-10.0,000720.csv,20210715,57600.0,58400.0,8089198.0,8089198.0,0,0.0,False,3.7300177619893424,0.0,-0.13335802469135802,0.0,0,0,0,-3.8633757866807006,-0.13335802469135802,0.0,0,-12.441079215175932,-8.37796192254553,wrong
30,-0.09317073,-10.0,000720.csv,20210716,58400.0,57600.0,8089198.0,8089198.0,0,0.0,False,2.3090586145648313,0.0,-0.13335802469135802,0.0,0,0,0,-2.4424166392561895,-0.13335802469135802,0.0,0,-12.552812274769561,-8.315826945769988,wrong
31,-0.37832206,-10.0,000720.csv,20210719,57600.0,57500.0,8089198.0,8089198.0,0,0.0,False,2.1314387211367674,0.0,-0.13335802469135802,0.0,0,0,0,-2.2647967458281255,-0.13335802469135802,0.0,0,-12.539141933867127,-8.176023248025016,wrong
32,-0.18187064,-10.0,000720.csv,20210720,57500.0,56800.0,8089198.0,8089198.0,0,0.0,False,0.8880994671403196,0.0,-0.13335802469135802,0.0,0,0,0,-1.0214574918316777,-0.13335802469135802,0.0,0,-12.255646661536911,-7.869231800195773,wrong
33,0.07471764,0.12,000720.csv,20210721,56800.0,57300.0,8089118.0,7521118.0,10.0,10.0,True,1.7761989342806392,0.0,-0.13434567901234568,-0.0009889731961067092,0.0,0.06181143605520404,0.037485873718760665,-1.8488162182312564,-0.07261728395061728,0.06181143605520404,0.018921957089427455,-12.353873111022097,-8.16794388524609,buy
34,-0.8799781,0.15,000720.csv,20210722,57300.0,55300.0,8093366.0,7978766.0,8.0,2.0,True,-1.7761989342806392,-0.24709301248140936,-0.08190123456790124,0.05251499607250136,0,0.19766981822576837,0.32343961224029083,1.6449149836633552,-0.13128395061728393,-0.04942319425564098,-0.01213898148872361,-12.454142362823472,-8.12960967007914,sell
35,-0.92711866,-0.0,000720.csv,20210723,55300.0,54000.0,8089277.0,8033977.0,1.0,1.0,True,-4.085257548845471,-0.03214096135593321,-0.1323827160493827,-0.05052286032782899,0,0.016070303867013,0.002579214759029669,3.936825450080039,-0.14843209876543212,-0.01607065748892021,-0.0012904967526126132,-12.72510902185816,-8.58702843708126,sell
36,0.45406508,-11.1,000720.csv,20210726,54000.0,54700.0,8087464.0,4415464.0,67.0,68.0,True,-2.841918294849023,0.008654821842346979,-0.15476543209876542,-0.022412386174932568,-12.27902532250358,0.5885652164881352,0.9686985275871148,3.274807183737912,0.4328888888888889,0.5885652164881352,0.8230777786345503,-12.881468243455156,-8.924164640746342,buy
37,0.09653485,-8.92,000720.csv,20210727,54700.0,55400.0,8135010.0,4032510.0,7.0,75.0,True,-1.5985790408525755,0.5851213954801093,0.43222222222222223,0.5878975164526234,-10.20814638096697,0.6453587641564055,0.9844684112449823,2.6789494112229457,1.0803703703703704,0.6453587641564055,0.8753742050977498,-7.919367911672998,-6.350152040758436,buy
