timestep,action,reward,stock_code,current_date,price,next_price,total_amt,current_amt,order_qty,qty,is_order,init_price_rate,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,average_price_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-0.7437096,-10.0,002350.csv,20230509,8600.0,8800.0,91700000.0,91700000,0,0.0,False,2.3255813953488373,0.0,0.0,0.0,0,0,0,-2.3255813953488373,0.0,0.0,0,0.0,0.0,wrong
2,-0.32848656,-10.0,002350.csv,20230510,8800.0,8730.0,91700000.0,91700000,0,0.0,False,1.5116279069767442,0.0,0.0,0.0,0,0,0,-1.5116279069767442,0.0,0.0,0,0.0,0.0,wrong
3,-0.78166753,-10.0,002350.csv,20230511,8730.0,8710.0,91700000.0,91700000,0,0.0,False,1.2790697674418605,0.0,0.0,0.0,0,0,0,-1.2790697674418605,0.0,0.0,0,0.0,0.0,wrong
4,0.03420025,0.45,002350.csv,20230512,8710.0,9290.0,91699556.0,88572666.0,359.0,359.0,True,8.023255813953488,0.0,-0.0004841875681570338,-0.0004841875681570338,0.0,0.22706762069818529,0.4028560328730556,-7.796673480256651,0.22658233369683753,0.22706762069818529,0.22724909115100722,-16907.105855855858,0.0,buy
5,-0.7474604,0.3,002350.csv,20230515,9290.0,7750.0,91903689.0,91058299.0,268.0,91.0,True,-9.883720930232558,-0.6015377850074405,0.2221254089422028,0.22261067436357054,0,0.4490520670511134,0.8668764439604815,9.953021911693845,0.0693009814612868,-0.1524857179563271,-0.1097557991399708,-37.46910098252093,0.0,sell
6,-0.9695655,0.0,002350.csv,20230516,7750.0,7740.0,91762430.0,91739180.0,88.0,3.0,True,-10.0,-0.0009916791688168033,0.06808069792802618,-0.15370329693729703,0,0.000958986050293242,9.196500158514809e-06,10.0680479825518,0.06804798255179935,-3.2693118523561334e-05,-5.344199971446528e-09,-31.784005964620725,-42.22605542339122,sell
7,-0.52367204,0.0,002350.csv,20230517,7740.0,8150.0,91762388.0,91746908.0,1.0,2.0,True,-5.232558139534884,0.0013404182976905574,0.06803489640130861,-4.577036593298586e-05,0,-0.00044680598237025436,-1.9963538661071922e-06,5.301487256219726,0.06892911668484188,0.0008936123153203031,3.9927068795631016e-06,-34.127219056662916,-44.945209178718066,sell
8,-0.66188145,0.0,002350.csv,20230518,8150.0,8760.0,91763195.0,91755045.0,1.0,1.0,True,1.8604651162790697,0.0013295088811629166,0.06891494002181024,0.0008794452908091275,0,-0.000664754346406362,-4.418973647002389e-06,-1.790884963607314,0.06958015267175573,0.0006647545347565546,2.2094905164360412e-06,-36.70882124230605,-45.59665151306496,sell
9,-0.55631244,-0.0,002350.csv,20230519,8760.0,8530.0,91763805.0,91755045.0,0.0,1.0,True,-0.813953488372093,-0.0002506434862852516,0.06958015267175573,0.0006647545347565546,0,0,0,0.8832828231594431,0.06932933478735005,-0.0002506434862852516,-3.141107367543583e-07,-39.28475030194288,-46.30636468502094,wait
10,0.038352966,-46.86,002350.csv,20230522,8530.0,8640.0,91763076.0,88240186.0,412.0,413.0,True,0.46511627906976744,0.00011987327215619052,0.06878516902944384,-0.0007944308760954277,-46.95441370223979,0.049507930619065124,0.02421241243021366,-0.34678912530749917,0.11832715376226828,0.049507930619065124,0.012180387130430459,-40.93812821758638,-50.165330561489995,buy
11,-0.4740931,-0.0,002350.csv,20230523,8640.0,8590.0,91805740.0,89922220.0,195.0,218.0,True,-0.11627906976744186,-0.0224924692707667,0.11531079607415486,0.046493646311507694,0,0.010619573305873872,0.0011271176971382468,0.2197032791458497,0.10342420937840785,-0.011872895964892827,-0.0007045799598520697,-42.69151365693587,-50.59438858398378,sell
12,-0.12336895,-0.02,002350.csv,20230524,8590.0,8480.0,91794474.0,90145194.0,26.0,192.0,True,-1.3953488372093024,-0.026123472735504524,0.10302508178844057,-0.012271563847750697,0,0.0031155518011789993,9.706191944536258e-05,1.475342294134057,0.07999345692475464,-0.023007920934325524,-0.0026433223833259856,-44.84747997870043,-56.3709918260119,sell
13,-0.38570625,-0.0,002350.csv,20230525,8480.0,8450.0,91772324.0,90771684.0,74.0,118.0,True,-1.744186046511628,-0.0062763315809510455,0.07887022900763359,-0.024129992835952196,0,0.0024189595043759772,5.851193894779172e-05,1.8191958611244958,0.07500981461286804,-0.0038573720765750683,-7.439382932750149e-05,-47.86664725065191,-63.78894488901315,sell
14,-0.2102421,-0.01,002350.csv,20230526,8450.0,8310.0,91768452.0,90974152.0,24.0,94.0,True,-3.372093023255814,-0.018001764085704787,0.07464776444929117,-0.004219136915395103,0,0.0036613238655733623,0.00013404393979432605,3.4323896426669376,0.060296619411123235,-0.014340440220131425,-0.0010277126697697536,-50.16745542614079,-68.58167140672978,sell
15,-0.8977858,0.01,002350.csv,20230530,8310.0,8220.0,91754146.0,91671046.0,84.0,10.0,True,-4.4186046511627906,-0.009220176641146757,0.059046892039258454,-0.015589235394316121,0,0.00823929453474036,0.0006786293711591451,4.476670081915244,0.058065430752453656,-0.000980882106406396,-4.810636962226944e-06,-52.07745343172392,-73.62480923935547,sell
16,-0.28549942,-0.0,002350.csv,20230531,8220.0,8140.0,91753220.0,91687460.0,2.0,8.0,True,-5.348837209302325,-0.0008719037580425219,0.0580370774263904,-0.00100921870059147,0,0.00017438055395224586,3.0408572970763714e-07,5.4061763587025435,0.0573391494002181,-0.0006975232040902761,-2.4326901422178082e-06,-51.90974065340793,-74.41387852570212,sell
17,-0.80352545,-0.0,002350.csv,20230601,8140.0,8200.0,91752501.0,91736221.0,6.0,2.0,True,-4.651162790697675,0.0005231460521328119,0.05725299890948746,-0.0007836237245951696,0,-0.00039235942649085804,-1.5394580106242728e-06,4.708546651112069,0.05738386041439476,0.00013078662564195388,8.552570363029588e-08,-53.68219931607518,-77.91694953761194,sell
