timestep,action,reward,stock_code,current_date,price,next_price,total_amt,current_amt,order_qty,qty,is_order,init_price_rate,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,average_price_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-0.18651411,-10.0,084010.csv,20221129,12750.0,12950.0,54200000.0,54200000,0,0.0,False,1.5686274509803921,0.0,0.0,0.0,0,0,0,-1.5686274509803921,0.0,0.0,0,0.0,0.0,wrong
2,-0.9650714,-10.0,084010.csv,20221130,12950.0,13100.0,54200000.0,54200000,0,0.0,False,2.7450980392156863,0.0,0.0,0.0,0,0,0,-2.7450980392156863,0.0,0.0,0,0.0,0.0,wrong
3,0.07095075,-0.22,084010.csv,20221201,13100.0,12900.0,54199455.0,50361155.0,293.0,293.0,True,1.1764705882352942,0.0,-0.0010055350553505535,-0.0010055350553505535,0.0,-0.10811916835695119,-0.1103236603054184,-1.2855942044714566,-0.10912361623616237,-0.10811916835695119,-0.05677344201163337,-8415.080392156,0.0,buy
4,-0.41523838,-0.02,084010.csv,20221202,12900.0,12650.0,54138293.0,51919493.0,121.0,172.0,True,-0.7843137254901961,-0.13529524053508205,-0.11385055350553505,-0.11284615315781313,0,0.05586901998542415,0.030731362607095525,0.5911273786267275,-0.19318634686346864,-0.0794262205496579,-0.03105034353547953,-82.08001965347053,-66.1092654212385,sell
5,-1.1399263,0.05,084010.csv,20221205,12650.0,12500.0,54091722.0,54091722.0,172.0,0.0,True,-1.9607843137254901,-0.047693613564492573,-0.19977490774907747,-0.08602229109809575,0,0.047693613564492573,0.022490049611051055,1.7610094059764125,-0.19977490774907747,0.0,0,-79.0990162086608,-78.63276161365762,sell
6,0.8188327,-1.0,084010.csv,20221206,12500.0,12500.0,54085435.0,9810435.0,3542.0,3542.0,True,-1.9607843137254901,0.0,-0.21137453874538747,-0.011622850535244561,0.0,-1,-0.9999546000702375,1.7494097749801027,-0.21137453874538747,0.0,0,-83.43647296178442,-77.94912781978755,buy
7,0.044596076,-2.64,084010.csv,20221207,12500.0,12300.0,54085375.0,9385375.0,34.0,3576.0,True,-3.5294117647058822,-1.3097796107214448,-0.2114852398523985,-0.00011093559661672314,0.0,-1.3223537786323938,-0.9999999745409653,1.998369329281528,-1.5310424354243541,-1.3223537786323938,-0.9998404411246371,-87.20004212569062,-78.5046716419477,buy
8,-0.576709,0.1,084010.csv,20221208,12300.0,12200.0,53328531.0,34706331.0,2062.0,1514.0,True,-4.313725490196078,-0.6700371508993553,-1.6078763837638375,-1.3993505638076835,0,0.3861365874279933,0.774855900939992,2.426513313074307,-1.8872121771217714,-0.28390056347136206,-0.33168632993851777,-11.856293625917935,-10.121983303073906,sell
9,-1.1110914,0.14,084010.csv,20221209,12200.0,12150.0,53146803.0,53146803.0,1514.0,0.0,True,-4.705882352941177,-0.14235442675536594,-1.9431678966789667,-0.34077068427030177,0,0.14235442675536594,0.18343423774568746,2.76271445626221,-1.9431678966789667,0.0,0,-13.127187997182126,-11.546765734618583,sell
10,-0.4552108,-10.0,084010.csv,20221212,12150.0,12150.0,53146803.0,53146803.0,0,0.0,False,-4.705882352941177,0.0,-1.9431678966789667,0.0,0,1,0.9999546000702375,2.76271445626221,-1.9431678966789667,0.0,0,-13.523013658831967,-11.455397389725883,wrong
11,-0.0007382035,-10.0,084010.csv,20221213,12150.0,12250.0,53146803.0,53146803.0,0,0.0,False,-3.9215686274509802,0.0,-1.9431678966789667,0.0,0,0,0,1.9784007307720135,-1.9431678966789667,0.0,0,-14.063748825279053,-11.500019139557201,wrong
12,-0.54076564,-10.0,084010.csv,20221214,12250.0,12250.0,53146803.0,53146803.0,0,0.0,False,-3.9215686274509802,0.0,-1.9431678966789667,0.0,0,1,0.9999546000702375,1.9784007307720135,-1.9431678966789667,0.0,0,-14.369239716368579,-11.366153890063247,wrong
13,-0.12267041,-10.0,084010.csv,20221215,12250.0,12100.0,53146803.0,53146803.0,0,0.0,False,-5.098039215686274,0.0,-1.9431678966789667,0.0,0,0,0,3.1548713190073077,-1.9431678966789667,0.0,0,-14.753731007571291,-11.310907914081614,wrong
14,0.11068219,-0.18,084010.csv,20221216,12100.0,12000.0,53145968.0,47265368.0,486.0,486.0,True,-5.88235294117647,0.0,-1.944708487084871,-0.001571119903486951,0.0,-0.09144625985549834,-0.08022314237289097,3.8479765574126326,-2.0343763837638376,-0.09144625985549834,-0.04095002339444842,-15.145102323614216,-11.796776244528107,buy
15,-0.9274513,0.23,084010.csv,20221219,12000.0,11700.0,53088502.0,52656502.0,450.0,36.0,True,-8.235294117647058,-0.2745898817432909,-2.0507343173431734,-0.10812861664312899,0,0.254246493640157,0.4760781752939074,6.164633601041892,-2.070660516605166,-0.020343388103133898,-0.002067127740163599,-16.055636177370616,-12.78019929628311,sell
16,-1.2398274,0.0,084010.csv,20221220,11700.0,11650.0,53077012.0,53077012.0,36.0,0.0,True,-8.627450980392156,-0.0033912545799364108,-2.071933579335793,-0.021643104565278563,0,0.0033912545799364108,0.00011499946331416933,6.555517401056363,-2.071933579335793,0.0,0,-17.195871269854447,-13.875098777461108,sell
