timestep,action,reward,stock_code,current_date,price,next_price,total_amt,current_amt,order_qty,qty,is_order,init_price_rate,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,average_price_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-1.4855926,-10.0,003550.csv,20220801,81100.0,79800.0,28000000.0,28000000,0,0.0,False,-1.6029593094944512,0.0,0.0,0.0,0,0,0,1.6029593094944512,0.0,0.0,0,0.0,0.0,wrong
2,-1.6076574,-10.0,003550.csv,20220802,79800.0,80200.0,28000000.0,28000000,0,0.0,False,-1.1097410604192355,0.0,0.0,0.0,0,0,0,1.1097410604192355,0.0,0.0,0,0.0,0.0,wrong
3,-0.7158256,-10.0,003550.csv,20220803,80200.0,80400.0,28000000.0,28000000,0,0.0,False,-0.8631319358816275,0.0,0.0,0.0,0,0,0,0.8631319358816275,0.0,0.0,0,0.0,0.0,wrong
4,-0.3738691,-10.0,003550.csv,20220804,80400.0,80200.0,28000000.0,28000000,0,0.0,False,-1.1097410604192355,0.0,0.0,0.0,0,0,0,1.1097410604192355,0.0,0.0,0,0.0,0.0,wrong
5,-0.87637126,-10.0,003550.csv,20220805,80200.0,80800.0,28000000.0,28000000,0,0.0,False,-0.36991368680641185,0.0,0.0,0.0,0,0,0,0.36991368680641185,0.0,0.0,0,0.0,0.0,wrong
6,-1.5816875,-10.0,003550.csv,20220808,80800.0,80700.0,28000000.0,28000000,0,0.0,False,-0.4932182490752158,0.0,0.0,0.0,0,0,0,0.4932182490752158,0.0,0.0,0,0.0,0.0,wrong
7,-0.49574965,-10.0,003550.csv,20220809,80700.0,80500.0,28000000.0,28000000,0,0.0,False,-0.7398273736128237,0.0,0.0,0.0,0,0,0,0.7398273736128237,0.0,0.0,0,0.0,0.0,wrong
8,0.040564656,0.29,003550.csv,20220810,80500.0,83400.0,27999840.0,26872840.0,14.0,14.0,True,2.8360049321824907,0.0,-0.0005714285714285715,-0.0005714285714285715,0.0,0.14500082857616328,0.18962032200828627,-2.691576360753919,0.14442857142857143,0.14500082857616328,0.09978909249459011,-17861.252127729244,0.0,buy
9,-1.1707685,-0.05,003550.csv,20220811,83400.0,84500.0,28038524.0,28038524.0,14.0,0.0,True,4.192355117139334,0.05492067884812078,0.13758571428571428,0.1381579323310419,0,-0.05492067884812078,-0.029712451489402825,-4.054769402853619,0.13758571428571428,0.0,0,-74.31043564250506,0.0,sell
10,-0.22989309,-10.0,003550.csv,20220812,84500.0,84400.0,28038524.0,28038524.0,0,0.0,False,4.069050554870531,0.0,0.13758571428571428,0.0,0,0,0,-3.9314648405848165,0.13758571428571428,0.0,0,-79.13586558334062,0.0,wrong
