episode,timestep,reward
68,2000,-4.2705
137,4000,-5.0073
206,6000,-3.9769
275,8000,-4.3286
344,10000,-3.5768
413,12000,-4.013
482,14000,-4.4715
551,16000,-4.6081
620,18000,-4.4422
689,20000,-4.2466
758,22000,-4.1419
827,24000,-3.9879
896,26000,-3.7363
965,28000,-4.6334
1034,30000,-3.545
1103,32000,-3.6198
1172,34000,-4.3166
1241,36000,-4.1039
1310,38000,-4.1271
1379,40000,-3.9378
1448,42000,-3.3226
1517,44000,-4.5511
1586,46000,-3.6757
1655,48000,-4.1219
1724,50000,-4.4039
1793,52000,-3.926
1862,54000,-4.1814
1931,56000,-3.5197
1999,58000,-4.6903
2068,60000,-4.1355
2137,62000,-4.1618
2206,64000,-3.7662
2275,66000,-3.6933
2344,68000,-3.9944
2413,70000,-3.8601
2482,72000,-3.8915
2551,74000,-4.0483
2620,76000,-3.9873
2689,78000,-3.8758
2758,80000,-4.0554
2827,82000,-3.6504
2896,84000,-3.6506
2965,86000,-3.7343
3034,88000,-4.3183
3103,90000,-4.1299
3172,92000,-3.4583
3241,94000,-4.0317
3310,96000,-4.2028
3379,98000,-4.7316
3448,100000,-3.9193
3517,102000,-4.3162
3586,104000,-4.4582
3655,106000,-4.0679
3724,108000,-4.0718
3793,110000,-4.1664
3862,112000,-4.3048
3931,114000,-3.9016
3999,116000,-3.6537
4068,118000,-4.2539
4137,120000,-4.0754
4206,122000,-4.3645
4275,124000,-4.0889
4344,126000,-3.4737
4413,128000,-4.1178
4482,130000,-3.7331
4551,132000,-3.9911
4620,134000,-3.6989
4689,136000,-3.7071
4758,138000,-4.2002
4827,140000,-4.1351
4896,142000,-4.2886
4965,144000,-3.6762
5034,146000,-3.3805
5103,148000,-3.7454
5172,150000,-4.5383
5241,152000,-3.5189
5310,154000,-3.5243
5379,156000,-3.6266
5448,158000,-4.2907
5517,160000,-4.2071
5586,162000,-3.9286
5655,164000,-4.5387
5724,166000,-4.8406
5793,168000,-3.8059
5862,170000,-4.0235
5931,172000,-3.885
5999,174000,-4.1213
6068,176000,-3.9471
6137,178000,-4.5752
6206,180000,-4.1977
6275,182000,-3.5148
6344,184000,-4.3141
6413,186000,-3.1595
6482,188000,-3.8914
6551,190000,-4.3187
6620,192000,-4.3117
6689,194000,-3.8897
6758,196000,-4.1976
6827,198000,-4.2304
6896,200000,-3.8481
6965,202000,-4.3751
7034,204000,-3.9281
7103,206000,-4.5875
7172,208000,-4.7656
7241,210000,-3.4117
7310,212000,-3.776
7379,214000,-3.698
7448,216000,-3.844
7517,218000,-3.7512
7586,220000,-3.7595
7655,222000,-4.7414
7724,224000,-3.2903
7793,226000,-3.713
7862,228000,-3.8404
7931,230000,-4.0723
7999,232000,-4.2802
8068,234000,-4.0119
8137,236000,-3.8412
8206,238000,-4.3414
8275,240000,-4.4717
8344,242000,-4.5376
8413,244000,-3.5082
8482,246000,-4.1108
8551,248000,-3.8947
8620,250000,-3.9792
8689,252000,-3.4338
8758,254000,-3.0184
8827,256000,-2.93
8896,258000,-3.3143
8965,260000,-3.1568
9034,262000,-3.2205
9103,264000,-3.0368
9172,266000,-3.23
9241,268000,-2.7949
9310,270000,-2.7811
9379,272000,-3.4516
9448,274000,-3.6348
9517,276000,-2.993
9586,278000,-3.1369
9655,280000,-3.4399
9724,282000,-3.1883
9793,284000,-3.2107
9862,286000,-3.2815
9931,288000,-2.7344
9999,290000,-3.6902
10068,292000,-3.3968
10137,294000,-3.0565
10206,296000,-2.362
10275,298000,-3.3481
10344,300000,-2.8761
10413,302000,-2.8492
10482,304000,-3.0296
10551,306000,-3.4906
10620,308000,-3.883
10689,310000,-3.4326
10758,312000,-3.2854
10827,314000,-3.4237
10896,316000,-3.0491
10965,318000,-2.7618
11034,320000,-2.8511
11103,322000,-3.1486
11172,324000,-2.812
11241,326000,-3.2247
11311,328000,-3.0843
11379,330000,-2.7233
11448,332000,-3.4262
11517,334000,-3.7527
11586,336000,-2.7767
11655,338000,-2.9546
11724,340000,-3.5409
11793,342000,-2.9337
11862,344000,-2.8465
11931,346000,-2.959
12000,348000,-2.9172
12069,350000,-2.6064
12138,352000,-3.1696
12207,354000,-2.9821
12276,356000,-3.2293
12345,358000,-3.6077
12414,360000,-2.7747
12483,362000,-3.468
12552,364000,-2.6615
12621,366000,-2.945
12690,368000,-3.2058
12759,370000,-3.4842
12828,372000,-3.4319
12897,374000,-2.6413
12966,376000,-2.9587
13035,378000,-3.3184
13104,380000,-3.1688
13173,382000,-2.9082
13242,384000,-3.2611
13311,386000,-3.3453
13379,388000,-3.2142
13448,390000,-2.9399
13517,392000,-2.5638
13586,394000,-3.2581
13655,396000,-2.6758
13724,398000,-3.208
13793,400000,-3.4126
13862,402000,-2.6825
13931,404000,-2.9714
