episode,timestep,reward
68,2000,-8.307
137,4000,-7.5032
206,6000,-6.9728
275,8000,-7.8241
344,10000,-8.7322
413,12000,-9.2074
482,14000,-8.7909
551,16000,-7.778
620,18000,-7.7305
689,20000,-8.0604
758,22000,-8.0389
827,24000,-8.7282
896,26000,-6.3364
965,28000,-8.9572
1034,30000,-7.609
1103,32000,-6.6369
1172,34000,-9.818
1241,36000,-7.9444
1310,38000,-8.3126
1379,40000,-7.924
1448,42000,-7.0096
1517,44000,-7.433
1586,46000,-6.4299
1655,48000,-5.5649
1724,50000,-5.8192
1793,52000,-7.0573
1862,54000,-3.2628
1931,56000,-5.5709
1999,58000,-6.6768
2068,60000,-5.096
2137,62000,-9.4797
2206,64000,-7.8524
2275,66000,-2.5383
2344,68000,-4.7548
2413,70000,-5.6914
2482,72000,-3.8147
2551,74000,-4.0438
2620,76000,-3.6476
2689,78000,-3.2765
2758,80000,-4.9922
2827,82000,-5.0773
2896,84000,-3.845
2965,86000,-4.6122
3034,88000,-1.8641
3103,90000,-6.3841
3172,92000,-3.4196
3241,94000,-5.9663
3310,96000,-0.8027
3379,98000,-4.0494
3448,100000,-5.5139
3517,102000,-5.1451
3586,104000,-2.2823
3655,106000,-2.382
3724,108000,-3.029
3793,110000,-2.3465
3862,112000,-3.9233
3931,114000,-2.5266
3999,116000,-5.5511
4068,118000,-1.4295
4137,120000,-3.2045
4206,122000,-2.9603
4275,124000,-0.7746
4344,126000,-5.4297
4413,128000,-2.631
4482,130000,-2.0425
4551,132000,-2.5022
4620,134000,-2.441
4689,136000,-1.5248
4758,138000,-4.2745
4827,140000,-3.7064
4896,142000,-1.9322
4965,144000,-1.6152
5034,146000,-0.9027
5103,148000,-4.3821
5172,150000,-1.9323
5241,152000,-2.2717
5310,154000,-2.9615
5379,156000,-2.8195
5448,158000,-2.9421
5517,160000,-1.8411
5586,162000,-3.1016
5655,164000,-4.3142
5724,166000,-1.3293
5793,168000,-1.2572
5862,170000,-1.0956
5931,172000,-3.0092
5999,174000,-3.8202
6068,176000,-2.0951
6137,178000,-1.4598
6206,180000,-3.9213
6275,182000,-0.232
6344,184000,-0.3652
6413,186000,-1.5639
6482,188000,-0.8738
6551,190000,-2.2816
6620,192000,-1.1849
6689,194000,-0.5375
6758,196000,-2.302
6827,198000,-2.4437
6896,200000,-2.2828
6965,202000,-1.6364
7034,204000,-2.1259
7103,206000,-1.9673
7172,208000,-4.2066
7241,210000,-3.0987
7310,212000,-3.8734
7379,214000,-1.9601
7448,216000,-0.3428
7517,218000,-0.6184
7586,220000,-0.8802
7655,222000,-1.2859
7724,224000,-2.5386
7793,226000,-1.1627
7862,228000,-1.9467
7931,230000,-1.5129
7999,232000,-3.309
8068,234000,-2.9215
8137,236000,-4.3757
8206,238000,-2.1986
8275,240000,-1.3588
8344,242000,-3.6168
8413,244000,-2.5925
8482,246000,-2.7317
8551,248000,-4.6949
8620,250000,-2.7405
8689,252000,-3.4678
8758,254000,-3.7358
8827,256000,-0.5249
8896,258000,-2.011
8965,260000,-0.2881
9034,262000,-0.8796
9103,264000,-1.6307
9172,266000,-2.1134
9241,268000,-0.3493
9310,270000,-1.4783
9379,272000,-2.2681
9448,274000,-1.9315
9517,276000,-3.5348
9586,278000,-1.3582
9655,280000,-3.9732
9724,282000,-1.8276
9793,284000,-1.7048
9862,286000,-3.4117
9931,288000,-4.2962
9999,290000,-2.8676
10068,292000,-2.3379
10137,294000,0.5278
10206,296000,-2.7773
10275,298000,-2.5259
10344,300000,-4.34
10413,302000,-0.7
10482,304000,-2.8785
10551,306000,-2.8301
10620,308000,-1.2541
10689,310000,-1.8229
10758,312000,-1.6223
10827,314000,-2.7351
10896,316000,-2.8907
10965,318000,0.0302
11034,320000,0.5393
11103,322000,-1.3985
11172,324000,-1.7457
11241,326000,-2.3789
11310,328000,-0.8547
11379,330000,-2.0376
11448,332000,-1.6198
11517,334000,-3.0871
11586,336000,-5.1861
11655,338000,-1.3535
11724,340000,-0.9108
11793,342000,-3.0981
11862,344000,-3.5026
11931,346000,-2.8873
11999,348000,-0.7879
12068,350000,-3.6181
12137,352000,-2.5847
12206,354000,-0.2963
12275,356000,-0.9133
12344,358000,-3.3381
12413,360000,-0.4983
12482,362000,-2.3239
12551,364000,-4.0335
12620,366000,-0.9267
12689,368000,-2.0955
12758,370000,-1.7051
12827,372000,-2.284
12896,374000,-3.5788
12965,376000,-1.8069
13034,378000,-1.013
13103,380000,-2.2055
13172,382000,-3.3
13241,384000,-3.2446
13310,386000,-1.7874
13379,388000,-0.5386
13448,390000,-2.2732
13517,392000,-1.3318
13586,394000,-0.3356
13655,396000,-1.9895
13724,398000,-0.9921
13793,400000,-2.8276
13862,402000,-1.8505
13931,404000,-1.1553
13999,406000,-1.879
14068,408000,-3.7166
14137,410000,-0.9434
14206,412000,-1.5006
14275,414000,-2.2821
14344,416000,-0.3998
14413,418000,-1.3715
14482,420000,-3.8969
14551,422000,-1.5746
14620,424000,-2.191
14689,426000,-2.367
14758,428000,-0.9187
14827,430000,-0.4728
14896,432000,-1.5327
14965,434000,-0.9915
15034,436000,-2.1694
15103,438000,-1.729
15172,440000,-2.1493
15241,442000,0.6586
15310,444000,-1.4064
15379,446000,-1.5219
15448,448000,-2.2568
15517,450000,-3.5846
15586,452000,-3.0553
15655,454000,-1.7781
15724,456000,-2.0252
15793,458000,-0.1421
15862,460000,-1.291
15931,462000,-0.6376
16000,464000,-2.8729
16069,466000,-0.6432
16137,468000,-3.1366
16206,470000,2.0348
16275,472000,-1.9439
16344,474000,-2.2181
16413,476000,-1.4091
16482,478000,-1.6646
16551,480000,-0.1958
16620,482000,-1.0317
16689,484000,-0.9522
16758,486000,-0.1835
16827,488000,-1.4217
16896,490000,-2.7783
16965,492000,-2.3402
17034,494000,-2.95
17103,496000,0.35
17172,498000,-2.5475
17241,500000,-0.8849
17310,502000,-2.3494
17379,504000,-1.7363
17448,506000,-1.9108
17517,508000,-1.0484
17586,510000,-1.1845
17655,512000,-1.3696
17724,514000,-2.927
17793,516000,-0.1806
17862,518000,-2.8292
17931,520000,-2.4066
18000,522000,-2.5981
18069,524000,-2.0262
18137,526000,0.2714
18206,528000,-1.4266
18275,530000,-3.314
18344,532000,-0.1935
18413,534000,-2.3674
18482,536000,-2.7063
18551,538000,-2.1686
18620,540000,-0.9432
18689,542000,0.3677
18758,544000,-1.8245
18827,546000,-1.0934
18896,548000,-1.8566
18965,550000,0.1536
19034,552000,-1.3202
19103,554000,-0.8158
19172,556000,-1.402
19241,558000,-1.4062
19310,560000,-1.4337
