episode,timestep,reward
68,2000,-8.3881
137,4000,-7.5726
206,6000,-8.5561
275,8000,-8.4684
344,10000,-7.8976
413,12000,-7.8519
482,14000,-9.1621
551,16000,-7.513
620,18000,-9.5188
689,20000,-9.1289
758,22000,-8.4176
827,24000,-7.6533
896,26000,-8.6617
965,28000,-8.5842
1034,30000,-8.9444
1103,32000,-11.2332
1172,34000,-7.0781
1241,36000,-6.6239
1310,38000,-6.5129
1379,40000,-7.036
1448,42000,-6.1563
1517,44000,-5.5427
1586,46000,-7.1708
1655,48000,-5.0005
1724,50000,-3.1082
1793,52000,-4.7751
1862,54000,-3.0589
1931,56000,-4.8278
1999,58000,-4.7638
2068,60000,-3.3375
2137,62000,-4.7528
2206,64000,-4.4506
2275,66000,-3.1373
2344,68000,-4.5737
2413,70000,-3.2436
2482,72000,-4.9841
2551,74000,-2.8784
2620,76000,-3.2161
2689,78000,-4.6636
2758,80000,-3.3667
2827,82000,-2.0992
2896,84000,-3.3591
2965,86000,-2.1871
3034,88000,-0.7664
3103,90000,-3.9074
3172,92000,-2.2892
3241,94000,-3.7955
3310,96000,-1.0955
3379,98000,-5.0407
3448,100000,-1.1487
3517,102000,-3.392
3586,104000,-4.4314
3655,106000,-1.7348
3724,108000,-1.0455
3793,110000,-4.2619
3862,112000,-0.9652
3931,114000,-1.4929
4000,116000,-0.3179
4069,118000,-0.3651
4138,120000,-1.2428
4207,122000,-4.0401
4276,124000,-2.2901
4345,126000,-0.9575
4414,128000,-1.4188
4483,130000,-1.3459
4552,132000,-3.1733
4621,134000,-1.174
4690,136000,-3.503
4759,138000,-2.4118
4828,140000,-1.9126
4896,142000,0.255
4965,144000,-2.7322
5034,146000,-2.7572
5103,148000,-0.7881
5172,150000,-2.4587
5241,152000,-1.3866
5310,154000,-3.53
5379,156000,-3.4989
5448,158000,-2.3308
5517,160000,-2.2686
5586,162000,0.7074
5655,164000,-1.3055
5724,166000,-1.1372
5793,168000,-1.4125
5862,170000,-1.4491
5931,172000,-1.3602
6000,174000,-2.5706
6069,176000,0.5516
6138,178000,-1.8976
6207,180000,-1.7336
6276,182000,0.614
6345,184000,-2.8079
6414,186000,0.6058
6483,188000,0.2764
6552,190000,-1.5258
6621,192000,-0.1011
6690,194000,-0.2577
6759,196000,1.2653
6828,198000,-2.9743
6896,200000,0.0621
6965,202000,-3.2494
7034,204000,-2.1067
7103,206000,-1.5512
7172,208000,-0.1538
7241,210000,-1.831
7310,212000,-0.8136
7379,214000,-2.4011
7448,216000,1.1835
7517,218000,-1.227
7586,220000,-3.0374
7655,222000,-1.0786
7724,224000,-0.7643
7793,226000,1.2308
7862,228000,-1.392
7931,230000,0.192
8000,232000,-0.0819
8069,234000,-0.0011
8138,236000,-3.8619
8207,238000,0.0765
8276,240000,-1.2195
8345,242000,-1.3391
8414,244000,-2.387
8483,246000,-3.4444
8552,248000,-1.205
8621,250000,-3.3231
8690,252000,-0.7608
8759,254000,-0.8779
8828,256000,-1.2404
8896,258000,-0.163
8965,260000,-0.4768
9034,262000,-0.9045
9103,264000,-1.3583
9172,266000,-1.1734
9241,268000,-1.2087
9310,270000,-0.9127
9379,272000,-2.9838
9448,274000,-0.8604
9517,276000,-1.6863
9586,278000,-0.6236
9655,280000,-0.606
9724,282000,-0.9043
9793,284000,-0.9651
9862,286000,-1.7831
9931,288000,-0.5335
10000,290000,-2.19
10069,292000,-0.0493
10138,294000,-1.9553
10207,296000,1.0404
10276,298000,-3.0968
10345,300000,-0.3166
10414,302000,-2.3328
10483,304000,-1.8585
10552,306000,-1.2459
10621,308000,1.0316
10690,310000,-1.9097
10759,312000,1.3061
10828,314000,-0.803
10896,316000,-0.8216
10965,318000,-0.2776
11034,320000,-1.1154
11103,322000,-2.2626
11172,324000,-1.1041
11241,326000,-1.3197
11310,328000,-1.6835
11379,330000,-2.6138
11448,332000,-2.1192
11517,334000,0.9405
11586,336000,-0.0615
11655,338000,1.0555
11724,340000,-2.0938
11793,342000,-0.002
11862,344000,-0.9767
11931,346000,-1.1774
12000,348000,0.6223
12069,350000,-1.3935
12138,352000,-0.9665
12207,354000,-1.3474
12276,356000,-2.0666
12345,358000,-1.3946
12414,360000,-2.9173
12483,362000,-2.2431
12552,364000,-2.4093
12621,366000,-1.2972
12690,368000,-2.701
12759,370000,0.3397
12828,372000,-1.1873
12897,374000,-1.0818
12966,376000,-1.0198
13035,378000,-3.0638
13103,380000,-1.4772
13172,382000,-1.0246
13241,384000,-1.4561
13310,386000,0.0763
13379,388000,-1.0244
13448,390000,-0.538
13517,392000,1.0587
13586,394000,0.3806
13655,396000,1.1661
13724,398000,-2.2407
13793,400000,-3.1799
13862,402000,-0.821
13931,404000,-1.232
14000,406000,-2.7709
14069,408000,0.9944
14138,410000,-0.6754
14207,412000,-2.1711
14276,414000,-0.7434
