episode,timestep,reward
68,2000,-7.7838
137,4000,-9.4898
206,6000,-8.6114
275,8000,-7.0862
344,10000,-6.801
413,12000,-6.3205
482,14000,-6.3499
551,16000,-6.8031
620,18000,-9.2543
689,20000,-10.4692
758,22000,-7.2521
827,24000,-8.079
896,26000,-8.6592
965,28000,-8.2636
1034,30000,-7.4496
1103,32000,-7.775
1172,34000,-9.0592
1241,36000,-8.4923
1310,38000,-9.1975
1379,40000,-7.0715
1448,42000,-7.7128
1517,44000,-8.7876
1586,46000,-7.8258
1655,48000,-10.1771
1724,50000,-7.3729
1793,52000,-8.8767
1862,54000,-7.8143
1931,56000,-7.317
1999,58000,-7.517
2068,60000,-7.6131
2137,62000,-5.0349
2206,64000,-5.1687
2275,66000,-4.7298
2344,68000,-5.8388
2413,70000,-3.9144
2482,72000,-6.0746
2551,74000,-6.1992
2620,76000,-6.5077
2689,78000,-5.6142
2758,80000,-6.9318
2827,82000,-5.4598
2896,84000,-5.3327
2965,86000,-1.5047
3034,88000,-5.6822
3103,90000,-3.2292
3172,92000,-4.8454
3241,94000,-7.6215
3310,96000,-3.6165
3379,98000,-5.0739
3448,100000,-2.5272
3517,102000,-2.3141
3586,104000,-2.7073
3655,106000,-3.4615
3724,108000,-2.2977
3793,110000,-5.6181
3862,112000,-3.8559
3931,114000,-1.4117
3999,116000,-1.5131
4068,118000,-3.2503
4137,120000,-2.5702
4206,122000,-1.7376
4275,124000,-3.4175
4344,126000,-2.5019
4413,128000,-2.4434
4482,130000,-1.5158
4551,132000,-3.7015
4620,134000,-2.4182
4689,136000,-1.9
4758,138000,-2.4405
4827,140000,-1.8417
4896,142000,-3.5408
4965,144000,-3.4163
5034,146000,-1.6002
5103,148000,-1.487
5172,150000,-2.4663
5241,152000,-5.1421
5310,154000,-2.8177
5379,156000,-1.7014
5448,158000,-4.5355
5517,160000,-2.8519
5586,162000,-4.8079
5655,164000,-2.5213
5724,166000,-0.9981
5793,168000,-4.2921
5862,170000,0.3738
5931,172000,-0.7606
5999,174000,-0.2506
6068,176000,-1.4597
6137,178000,-3.0809
6206,180000,-1.8917
6275,182000,-4.1544
6344,184000,-2.6597
6413,186000,-3.4254
6482,188000,-1.9661
6551,190000,-1.3611
6620,192000,-0.4024
6689,194000,-4.1972
6758,196000,-0.9582
6827,198000,-4.0541
6896,200000,-4.0492
6965,202000,-3.4201
7034,204000,-1.5321
7103,206000,-0.9088
7172,208000,-0.6149
7241,210000,-2.3079
7310,212000,-1.1654
7379,214000,-1.8788
7448,216000,-1.5729
7517,218000,-1.9542
7586,220000,-1.1535
7655,222000,-3.2238
7724,224000,-0.9772
7793,226000,-2.7748
7862,228000,-3.4927
7931,230000,-2.5882
8000,232000,-0.9383
8069,234000,-2.6516
8138,236000,-2.3801
8207,238000,-3.6385
8276,240000,-4.8145
8345,242000,-1.8116
8414,244000,-4.1029
8482,246000,-2.7851
8551,248000,-1.5498
8620,250000,-1.7886
8689,252000,-3.2405
8758,254000,-3.1254
8827,256000,-1.8174
8896,258000,-1.9521
8965,260000,-0.6927
9034,262000,-2.1284
9103,264000,-2.3819
9172,266000,-2.2777
9241,268000,-2.3187
9310,270000,-2.2854
9379,272000,-3.5333
9448,274000,-2.8454
9517,276000,-2.5091
9586,278000,-2.197
9655,280000,-1.2743
9724,282000,-2.4256
9793,284000,-0.8556
9862,286000,-1.9192
9931,288000,-3.0777
10000,290000,-1.7664
10069,292000,-1.3823
10138,294000,-2.1567
10207,296000,-2.5487
10276,298000,-2.4611
10345,300000,-0.9879
10414,302000,-3.6926
10482,304000,0.487
10551,306000,-0.4557
10620,308000,-1.4658
10689,310000,-0.7307
10758,312000,-2.1932
10827,314000,-3.0412
10896,316000,-2.4865
10965,318000,-1.6846
11034,320000,-2.4926
11103,322000,-2.7401
11172,324000,-1.5275
11241,326000,-1.7107
11310,328000,-1.0286
