episode,timestep,reward,loss,dist_entropy
5,2000,2.9483,0.44347715377807617,0.9081129431724548
11,4000,-33.635,0.2856428027153015,0.9081129431724548
16,6000,-26.5721,0.24448668956756592,0.9081129431724548
22,8000,-71.3516,0.12559154629707336,0.9081129431724548
27,10000,-51.8243,0.5199796557426453,0.9081129431724548
33,12000,-65.384,0.14954596757888794,0.9081129431724548
38,14000,-51.4326,0.5575217008590698,0.9081129431724548
44,16000,-27.4921,0.44564902782440186,0.9081129431724548
50,18000,-26.9336,0.4128478765487671,0.9081129431724548
55,20000,57.2413,0.5648698806762695,0.9081129431724548
61,22000,18.1162,0.511837363243103,0.9081129431724548
66,24000,-33.3936,0.7032145857810974,0.9081129431724548
72,26000,-56.3082,0.3818538188934326,0.9081129431724548
77,28000,-9.2708,0.18248340487480164,0.9081129431724548
83,30000,-5.1688,0.4114260673522949,0.9081129431724548
89,32000,-22.559,0.18483081459999084,0.9081129431724548
94,34000,-37.7729,0.1840578317642212,0.9081129431724548
100,36000,-19.1672,-0.21866630017757416,0.9081129431724548
105,38000,-38.2992,0.3369583785533905,0.9081129431724548
111,40000,-33.7613,0.26973414421081543,0.9081129431724548
116,42000,-20.5669,0.07821059226989746,0.9081129431724548
122,44000,17.681,0.14958539605140686,0.9081129431724548
128,46000,5.8121,0.41351574659347534,0.9081129431724548
133,48000,-38.1761,0.07470382750034332,0.9081129431724548
139,50000,-83.023,0.34299612045288086,0.9081129431724548
144,52000,-54.1422,0.3860359191894531,0.9081129431724548
150,54000,7.5042,0.44456541538238525,0.9081129431724548
155,56000,-40.5258,0.5760864019393921,0.9081129431724548
161,58000,-8.021,0.35720616579055786,0.9081129431724548
167,60000,-8.0385,-0.12282884120941162,0.9081129431724548
172,62000,30.2245,0.36560046672821045,0.9081129431724548
178,64000,-30.7257,0.5055487751960754,0.9081129431724548
183,66000,35.1446,0.14491644501686096,0.9081129431724548
189,68000,9.527,0.25848591327667236,0.9081129431724548
194,70000,-40.8967,0.6746017932891846,0.9081129431724548
200,72000,-36.2477,0.11145506799221039,0.9081129431724548
206,74000,-60.5997,0.2547171115875244,0.9081129431724548
211,76000,-12.7923,0.47201672196388245,0.9081129431724548
217,78000,18.8134,0.16722597181797028,0.9081129431724548
222,80000,23.9678,0.42209330201148987,0.9081129431724548
228,82000,-15.4635,0.4466879665851593,0.9081129431724548
233,84000,-48.7095,0.479618102312088,0.9081129431724548
239,86000,-40.566,0.2496316134929657,0.9081129431724548
245,88000,-50.2645,0.6964893341064453,0.9081129431724548
250,90000,-4.4485,0.5867784023284912,0.9081129431724548
256,92000,-19.3835,0.24148696660995483,0.9081129431724548
261,94000,27.9925,0.23775450885295868,0.9081129431724548
267,96000,-49.0568,0.422138512134552,0.9081129431724548
272,98000,-25.8228,0.29610955715179443,0.9081129431724548
278,100000,-36.6781,0.6664917469024658,0.9081129431724548
284,102000,-30.5015,0.19677899777889252,0.9081129431724548
289,104000,-7.925,0.5608595013618469,0.9081129431724548
295,106000,-4.4607,0.6058142781257629,0.9081129431724548
300,108000,4.6796,0.81034255027771,0.9081129431724548
306,110000,-52.4358,0.44837796688079834,0.9081129431724548
311,112000,-31.144,0.2887745499610901,0.9081129431724548
317,114000,-33.6653,0.5572162866592407,0.9081129431724548
323,116000,-53.7576,0.1474878340959549,0.9081129431724548
328,118000,-22.3111,0.18190234899520874,0.9081129431724548
334,120000,-2.9113,0.5414881110191345,0.9081129431724548
339,122000,-51.6248,0.21830134093761444,0.9081129431724548
345,124000,-60.2387,0.24911636114120483,0.9081129431724548
350,126000,-9.8479,0.021583981812000275,0.9081129431724548
356,128000,-96.7466,0.6074713468551636,0.9081129431724548
362,130000,-63.8183,0.44138431549072266,0.9081129431724548
367,132000,-15.8512,0.37756502628326416,0.9081129431724548
373,134000,-44.3441,0.2463199645280838,0.9081129431724548
378,136000,-36.8076,0.15020102262496948,0.9081129431724548
384,138000,-16.2647,0.1931535005569458,0.9081129431724548
389,140000,-12.4846,0.20267438888549805,0.9081129431724548
395,142000,-5.8195,0.249681293964386,0.9081129431724548
401,144000,-22.4064,0.4003085494041443,0.9081129431724548
406,146000,-30.1418,0.41301342844963074,0.9081129431724548
412,148000,-38.0963,0.3394049108028412,0.9081129431724548
417,150000,-76.0086,0.2906910181045532,0.9081129431724548
423,152000,-22.505,0.1362597942352295,0.9081129431724548
428,154000,-51.1369,0.4026661813259125,0.9081129431724548
434,156000,-57.9913,0.6323155164718628,0.9081129431724548
440,158000,-31.1199,0.5420330762863159,0.9081129431724548
445,160000,-6.4193,0.21379518508911133,0.9081129431724548
451,162000,11.8553,0.14397187530994415,0.9081129431724548
456,164000,-78.4735,0.31236132979393005,0.9081129431724548
462,166000,-85.697,0.27912238240242004,0.9081129431724548
467,168000,-4.616,0.20639938116073608,0.9081129431724548
473,170000,-13.4822,0.14062488079071045,0.9081129431724548
479,172000,-52.529,0.30526140332221985,0.9081129431724548
484,174000,26.4788,0.3692999482154846,0.9081129431724548
490,176000,-0.4901,0.16015656292438507,0.9081129431724548
495,178000,-71.0458,0.0938461571931839,0.9081129431724548
