episode,timestep,reward
68,2000,-3.8589
137,4000,-4.3048
206,6000,-3.4548
275,8000,-3.3826
344,10000,-3.7884
413,12000,-3.869
482,14000,-3.393
551,16000,-3.9364
620,18000,-3.9961
689,20000,-4.1589
758,22000,-3.9917
827,24000,-4.1645
896,26000,-4.0226
965,28000,-4.1417
1034,30000,-4.5881
1103,32000,-3.9967
1172,34000,-3.8804
1241,36000,-4.5191
1310,38000,-3.8968
1379,40000,-3.9239
1448,42000,-3.9721
1517,44000,-3.8858
1586,46000,-3.4838
1655,48000,-4.3157
1724,50000,-4.7854
1793,52000,-3.8431
1862,54000,-4.0649
1931,56000,-4.0885
1999,58000,-3.55
2068,60000,-4.0981
2137,62000,-3.6552
2206,64000,-3.5011
2275,66000,-4.4934
2344,68000,-3.4786
2413,70000,-4.2491
2482,72000,-4.1989
2551,74000,-3.5476
2620,76000,-4.5455
2689,78000,-4.221
2758,80000,-3.6028
2827,82000,-4.2518
2896,84000,-4.159
2965,86000,-3.7079
3034,88000,-3.8906
3103,90000,-3.8391
3172,92000,-3.5303
3241,94000,-4.5179
3310,96000,-4.2099
3379,98000,-3.8344
3448,100000,-3.7106
3517,102000,-4.3951
3586,104000,-4.2771
3655,106000,-4.3644
3724,108000,-3.6391
3793,110000,-3.8257
3862,112000,-3.9458
3931,114000,-3.7244
3999,116000,-3.8645
4068,118000,-3.3275
4137,120000,-4.1829
4206,122000,-4.2427
4275,124000,-3.6274
4344,126000,-3.4142
4413,128000,-3.6647
4482,130000,-3.8748
4551,132000,-4.034
4620,134000,-4.8695
4689,136000,-4.0297
4758,138000,-4.1508
4827,140000,-4.0116
4896,142000,-4.1781
4965,144000,-3.4276
5034,146000,-3.6113
5103,148000,-4.0992
5172,150000,-3.8743
5241,152000,-4.2531
5310,154000,-3.8573
5379,156000,-4.1415
5448,158000,-3.7555
5517,160000,-4.8665
5586,162000,-4.2501
5655,164000,-4.0661
5724,166000,-4.1943
5793,168000,-4.0845
5862,170000,-4.6065
5931,172000,-3.108
5999,174000,-3.9034
6068,176000,-4.5021
6137,178000,-3.6169
6206,180000,-3.6609
6275,182000,-4.0991
6344,184000,-3.7127
6413,186000,-4.0987
6482,188000,-3.8179
6551,190000,-3.443
6620,192000,-3.9404
6689,194000,-4.0758
6758,196000,-3.9581
6827,198000,-3.8058
6896,200000,-3.9285
6965,202000,-4.0484
7034,204000,-4.1963
7103,206000,-4.1872
7172,208000,-3.8649
7241,210000,-3.7799
7310,212000,-4.7538
7379,214000,-3.8331
7448,216000,-4.3644
7517,218000,-4.0739
7586,220000,-3.9265
7655,222000,-4.3844
7724,224000,-4.3559
7793,226000,-3.6955
7862,228000,-4.1209
7931,230000,-4.2005
8000,232000,-4.0096
8069,234000,-3.9893
8138,236000,-4.505
8207,238000,-4.1245
8276,240000,-3.6009
8345,242000,-4.102
8414,244000,-4.3876
8483,246000,-3.8079
8552,248000,-4.6842
8621,250000,-3.5116
8690,252000,-3.5083
8759,254000,-3.4279
8828,256000,-2.8944
8897,258000,-2.7742
8966,260000,-3.0495
9035,262000,-3.7562
9104,264000,-3.066
9172,266000,-3.0593
9241,268000,-3.3487
9310,270000,-2.6375
9379,272000,-3.2433
9448,274000,-3.5017
9517,276000,-2.7859
9586,278000,-3.5555
9655,280000,-3.7525
9724,282000,-3.0338
9793,284000,-3.1874
9862,286000,-3.5417
9931,288000,-3.3102
10000,290000,-3.1981
10069,292000,-2.7362
10138,294000,-3.642
10207,296000,-3.1807
10276,298000,-2.7315
10345,300000,-3.1486
10414,302000,-2.9977
10483,304000,-3.4588
10552,306000,-3.4875
10621,308000,-3.7217
10690,310000,-3.1826
10759,312000,-3.0885
10828,314000,-3.3065
10897,316000,-3.4357
10966,318000,-3.4458
11035,320000,-2.879
11104,322000,-3.183
11172,324000,-3.4551
11241,326000,-3.2754
11310,328000,-3.6545
11379,330000,-3.0915
11448,332000,-3.3069
11517,334000,-3.2472
11586,336000,-3.3547
11655,338000,-2.5061
11724,340000,-3.1639
11793,342000,-2.9668
11862,344000,-3.0716
11931,346000,-2.678
12000,348000,-3.3225
12069,350000,-3.5739
12138,352000,-3.5761
12207,354000,-2.9485
12276,356000,-3.5
12345,358000,-3.2616
12414,360000,-2.9153
12483,362000,-3.1468
12552,364000,-3.0672
12621,366000,-3.3165
12690,368000,-3.0977
12759,370000,-2.9079
12828,372000,-3.2074
12897,374000,-2.8885
12966,376000,-3.3981
13035,378000,-2.425
13104,380000,-3.386
13172,382000,-3.9297
13241,384000,-3.2317
13310,386000,-3.2134
13379,388000,-3.8151
13448,390000,-2.885
13517,392000,-3.5782
13586,394000,-3.2549
13655,396000,-2.9938
13724,398000,-3.3471
13793,400000,-3.3526
13862,402000,-3.1504
13931,404000,-2.9504
14000,406000,-3.6319
14069,408000,-3.632
14138,410000,-2.9919
14207,412000,-2.9938
14276,414000,-3.6345
14345,416000,-3.2762
14414,418000,-3.7117
14483,420000,-3.1896
14552,422000,-3.3074
14621,424000,-3.4681
14690,426000,-3.1761
14759,428000,-3.5438
14828,430000,-3.006
14897,432000,-3.3665
14966,434000,-3.3579
15035,436000,-2.9206
15104,438000,-3.4604
15172,440000,-3.0135
15241,442000,-3.1723
15310,444000,-3.6077
15379,446000,-3.2444
15448,448000,-3.6038
15517,450000,-3.3153
15586,452000,-3.2117
15655,454000,-3.3602
15724,456000,-2.8766
15793,458000,-2.8346
15862,460000,-3.3669
15931,462000,-2.6034
16000,464000,-3.2163
16069,466000,-3.3276
16138,468000,-3.2135
16207,470000,-3.3064
16276,472000,-3.2028
16345,474000,-3.041
16414,476000,-3.0475
16483,478000,-2.6436
16552,480000,-2.8226
16621,482000,-3.6855
16690,484000,-3.0647
16759,486000,-3.2592
16828,488000,-3.1459
16897,490000,-3.756
16966,492000,-3.3682
17035,494000,-2.6261
17104,496000,-3.2866
17172,498000,-2.7642
17241,500000,-3.0189
17311,502000,-2.1584
17380,504000,-2.6264
17449,506000,-2.7705
17518,508000,-2.6081
17587,510000,-2.2163
17656,512000,-2.6722
17725,514000,-2.6693
17794,516000,-2.2509
17863,518000,-1.8969
17932,520000,-2.0821
18001,522000,-3.0873
18070,524000,-2.2338
18139,526000,-2.4226
18208,528000,-2.1932
18277,530000,-2.9455
18346,532000,-2.6415
18415,534000,-2.1373
18483,536000,-2.0659
18552,538000,-2.5436
18621,540000,-2.7755
18690,542000,-2.7696
18759,544000,-2.414
18828,546000,-2.4262
18897,548000,-3.244
18966,550000,-2.4056
19035,552000,-2.7188
19104,554000,-1.9287
19174,556000,-2.1028
19243,558000,-2.5764
19312,560000,-3.0444
19381,562000,-2.8844
19450,564000,-2.4445
19519,566000,-2.1545
19588,568000,-2.4088
19656,570000,-2.258
19725,572000,-2.325
19794,574000,-2.2686
19863,576000,-2.1899
19932,578000,-2.4964
20001,580000,-2.89
20070,582000,-2.601
20139,584000,-2.1757
20208,586000,-2.3932
20277,588000,-3.0062
20346,590000,-2.3804
20415,592000,-2.1548
20484,594000,-2.6646
20553,596000,-3.1241
20622,598000,-1.9075
20691,600000,-1.8854
20760,602000,-2.9515
20829,604000,-2.4153
20898,606000,-1.994
20967,608000,-2.0523
21036,610000,-2.8097
21105,612000,-2.1661
21174,614000,-2.4299
21243,616000,-2.1248
21312,618000,-2.1406
21381,620000,-2.4214
21450,622000,-2.68
21519,624000,-3.0297
21588,626000,-2.5605
21656,628000,-2.5708
21725,630000,-3.3307
21794,632000,-2.6944
21863,634000,-2.4062
21932,636000,-2.1763
22001,638000,-1.8903
22070,640000,-2.5126
22139,642000,-2.0892
22208,644000,-2.4329
22277,646000,-2.708
22346,648000,-3.0292
22415,650000,-2.2317
22484,652000,-2.6933
22553,654000,-2.1495
22622,656000,-2.4657
22691,658000,-2.5272
22760,660000,-2.0182
22829,662000,-2.0117
22898,664000,-2.5882
22967,666000,-3.1398
23036,668000,-2.5269
23105,670000,-2.0685
23174,672000,-2.5718
23243,674000,-2.6617
23312,676000,-2.0446
23381,678000,-2.7258
23450,680000,-2.524
23519,682000,-2.3088
23588,684000,-2.7344
23656,686000,-2.4939
23725,688000,-2.552
23794,690000,-2.2473
23863,692000,-2.4781
23932,694000,-2.4286
24001,696000,-3.0692
24070,698000,-2.7204
24139,700000,-2.8836
24208,702000,-2.89
24277,704000,-2.654
24346,706000,-2.2175
24415,708000,-2.6898
24484,710000,-1.929
24553,712000,-2.2844
24622,714000,-2.4239
24691,716000,-2.4706
24760,718000,-2.2783
24829,720000,-2.4529
24898,722000,-2.6463
24967,724000,-2.339
25036,726000,-2.7431
25105,728000,-2.9801
25174,730000,-2.5227
25243,732000,-2.7846
25312,734000,-2.4886
25381,736000,-2.6307
25450,738000,-1.8297
25519,740000,-2.6766
25588,742000,-2.0221
25656,744000,-2.5969
25725,746000,-2.3611
25794,748000,-2.6277
25863,750000,-2.4409
25932,752000,-2.0189
26001,754000,-1.5389
26070,756000,-1.6221
26139,758000,-1.6351
26208,760000,-1.6958
26277,762000,-1.4753
26346,764000,-1.5111
26415,766000,-2.0343
26484,768000,-1.8002
26553,770000,-1.6745
26622,772000,-2.3251
26691,774000,-1.9901
26760,776000,-2.0447
26829,778000,-1.3243
26898,780000,-1.8491
26967,782000,-2.1026
27036,784000,-1.4811
27105,786000,-2.0419
27174,788000,-1.3323
27243,790000,-1.5109
27312,792000,-2.0381
27381,794000,-2.0266
27450,796000,-2.1317
27519,798000,-1.4905
27588,800000,-1.6552
27656,802000,-1.8386
27725,804000,-2.0204
27794,806000,-2.0158
27863,808000,-1.9429
27932,810000,-1.4341
28001,812000,-1.7327
28070,814000,-2.3215
28139,816000,-1.6076
28208,818000,-1.7917
28277,820000,-1.9449
28346,822000,-2.4696
28415,824000,-1.9438
28484,826000,-2.2249
28553,828000,-1.656
28622,830000,-1.629
