episode,timestep,reward,loss,dist_entropy
5,2000,-39.747,0.5226188898086548,0.9081129431724548
11,4000,-36.4921,0.5975021123886108,0.9081129431724548
16,6000,-34.585,0.7602118849754333,0.9081129431724548
22,8000,-35.4293,-0.010629624128341675,0.9081129431724548
27,10000,-34.9523,0.21243605017662048,0.9081129431724548
33,12000,-31.8852,0.4266898036003113,0.9081129431724548
38,14000,-32.8624,0.6465187072753906,0.9081129431724548
44,16000,-38.06,0.42359817028045654,0.9081129431724548
50,18000,-35.9509,0.45064982771873474,0.9081129431724548
55,20000,-33.7461,0.3003898859024048,0.9081129431724548
61,22000,-35.3829,0.5228504538536072,0.9081129431724548
66,24000,-34.8322,0.28571635484695435,0.9081129431724548
72,26000,-35.3939,0.4639364182949066,0.9081129431724548
77,28000,-34.3013,0.6191908717155457,0.9081129431724548
83,30000,-37.8125,0.46877023577690125,0.9081129431724548
89,32000,-38.7063,0.665600061416626,0.9081129431724548
94,34000,-33.3306,0.4477493166923523,0.9081129431724548
100,36000,-31.3335,0.3235637843608856,0.9081129431724548
105,38000,-39.6371,0.6138936281204224,0.9081129431724548
111,40000,-31.7739,0.44681090116500854,0.9081129431724548
116,42000,-36.1938,0.6177810430526733,0.9081129431724548
122,44000,-31.2686,0.49515780806541443,0.9081129431724548
128,46000,-32.9277,0.023597784340381622,0.9081129431724548
133,48000,-33.6721,0.444585919380188,0.9081129431724548
139,50000,-39.3797,0.5189449787139893,0.9081129431724548
144,52000,-36.6713,0.6800285577774048,0.9081129431724548
150,54000,-35.5296,0.3932530879974365,0.9081129431724548
155,56000,-36.242,0.2973180413246155,0.9081129431724548
161,58000,-35.7005,0.7949059009552002,0.9081129431724548
167,60000,-37.1751,0.4699801206588745,0.9081129431724548
172,62000,-40.8813,0.6140233278274536,0.9081129431724548
178,64000,-36.8244,0.39631760120391846,0.9081129431724548
183,66000,-31.2788,0.10338269174098969,0.9081129431724548
189,68000,-35.0125,0.13235175609588623,0.9081129431724548
194,70000,-37.3218,0.28573304414749146,0.9081129431724548
200,72000,-36.7012,0.568872332572937,0.9081129431724548
206,74000,-40.07,0.20798800885677338,0.9081129431724548
211,76000,-35.0173,0.25854727625846863,0.9081129431724548
217,78000,-36.2918,0.2315477728843689,0.9081129431724548
222,80000,-38.3091,0.6436554193496704,0.9081129431724548
228,82000,-37.857,0.277614951133728,0.9081129431724548
233,84000,-31.0388,0.504802405834198,0.9081129431724548
239,86000,-38.0667,0.17481458187103271,0.9081129431724548
245,88000,-36.7346,0.8273518085479736,0.9081129431724548
250,90000,-37.4888,0.4225287139415741,0.9081129431724548
256,92000,-41.2093,0.13549861311912537,0.9081129431724548
261,94000,-28.8031,0.4331395626068115,0.9081129431724548
267,96000,-40.243,0.4576766788959503,0.9081129431724548
272,98000,-38.3627,0.3634156584739685,0.9081129431724548
278,100000,-34.8413,0.5734857320785522,0.9081129431724548
284,102000,-36.4197,0.6351397633552551,0.9081129431724548
289,104000,-35.4512,0.013542748987674713,0.9081129431724548
295,106000,-37.8852,0.9686089754104614,0.9081129431724548
300,108000,-38.2937,0.5380960702896118,0.9081129431724548
306,110000,-35.1419,0.5404645204544067,0.9081129431724548
311,112000,-37.4455,0.3043595552444458,0.9081129431724548
317,114000,-38.8939,1.0816004276275635,0.9081129431724548
323,116000,-31.532,0.3395121097564697,0.9081129431724548
328,118000,-37.2261,0.15910787880420685,0.9081129431724548
334,120000,-36.9885,0.3065672814846039,0.9081129431724548
339,122000,-36.6252,0.4618879556655884,0.9081129431724548
345,124000,-35.6858,0.1506945788860321,0.9081129431724548
350,126000,-33.5478,0.44290781021118164,0.9081129431724548
356,128000,-37.6156,1.0183305740356445,0.9081129431724548
362,130000,-37.6006,0.14069855213165283,0.9081129431724548
367,132000,-36.6801,0.15894624590873718,0.9081129431724548
373,134000,-33.3238,0.7649822235107422,0.9081129431724548
378,136000,-34.9116,0.18578192591667175,0.9081129431724548
384,138000,-33.3184,0.2292383909225464,0.9081129431724548
389,140000,-35.9657,0.35240882635116577,0.9081129431724548
395,142000,-36.4735,1.1559178829193115,0.9081129431724548
401,144000,-37.3892,0.22430488467216492,0.9081129431724548
406,146000,-33.5114,0.035170890390872955,0.9081129431724548
412,148000,-40.5719,1.1773631572723389,0.9081129431724548
417,150000,-35.9486,0.8418753147125244,0.9081129431724548
423,152000,-38.2617,0.19579225778579712,0.9081129431724548
428,154000,-36.295,0.8583298325538635,0.9081129431724548
434,156000,-39.1296,0.5841127038002014,0.9081129431724548
440,158000,-34.9782,1.5581657886505127,0.9081129431724548
445,160000,-36.778,0.7930774688720703,0.9081129431724548
451,162000,-38.2657,0.7336949706077576,0.9081129431724548
456,164000,-37.7131,0.5216827392578125,0.9081129431724548
462,166000,-34.0294,0.390656054019928,0.9081129431724548
467,168000,-33.3956,0.6450930237770081,0.9081129431724548
473,170000,-35.8101,0.35951030254364014,0.9081129431724548
479,172000,-33.8751,0.5191663503646851,0.9081129431724548
484,174000,-35.1736,0.863658607006073,0.9081129431724548
490,176000,-37.3017,0.2946048676967621,0.9081129431724548
495,178000,-35.456,0.3775961399078369,0.9081129431724548
501,180000,-38.1642,0.15439802408218384,0.9081129431724548
506,182000,-32.1025,-0.20785729587078094,0.9081129431724548
512,184000,-35.249,0.442129909992218,0.9081129431724548
518,186000,-37.4181,0.1823243796825409,0.9081129431724548
523,188000,-37.7276,0.7829393148422241,0.9081129431724548
529,190000,-34.3974,0.3177640736103058,0.9081129431724548
534,192000,-34.7792,0.45251575112342834,0.9081129431724548
540,194000,-36.5847,0.3904455006122589,0.9081129431724548
545,196000,-36.6684,0.29579922556877136,0.9081129431724548
551,198000,-34.5496,0.22964075207710266,0.9081129431724548
