episode,timestep,reward
68,2000,-4.3511
137,4000,-4.6396
206,6000,-4.2246
275,8000,-4.5435
344,10000,-3.5423
413,12000,-4.113
482,14000,-4.0402
551,16000,-5.305
620,18000,-3.9746
689,20000,-4.0329
758,22000,-3.9056
827,24000,-3.2258
896,26000,-4.506
965,28000,-3.9392
1034,30000,-3.8906
1103,32000,-4.2231
1172,34000,-3.6433
1241,36000,-4.0661
1310,38000,-3.8075
1379,40000,-4.0778
1448,42000,-3.7899
1517,44000,-3.7788
1586,46000,-4.255
1655,48000,-3.8818
1724,50000,-4.1994
1793,52000,-3.7694
1862,54000,-3.675
1931,56000,-3.5453
2000,58000,-4.2612
2069,60000,-4.0684
2138,62000,-4.2329
2206,64000,-3.6652
2276,66000,-3.8344
2344,68000,-4.2531
2413,70000,-4.3883
2482,72000,-3.2361
2551,74000,-4.2502
2620,76000,-3.9327
2689,78000,-4.0036
2758,80000,-4.8475
2827,82000,-3.7963
2896,84000,-3.9067
2965,86000,-3.3939
3034,88000,-4.3869
3103,90000,-4.1164
3172,92000,-3.9217
3241,94000,-4.278
3310,96000,-4.3487
3379,98000,-3.882
3448,100000,-3.9715
3517,102000,-4.2114
3586,104000,-4.0582
3655,106000,-3.502
3724,108000,-3.7335
3793,110000,-4.3467
3862,112000,-3.8807
3931,114000,-3.6154
4000,116000,-3.5612
4069,118000,-4.0745
4138,120000,-4.0438
4207,122000,-4.5154
4276,124000,-4.5806
4345,126000,-3.7367
4414,128000,-4.2821
4483,130000,-3.8444
4552,132000,-3.6164
4621,134000,-3.9747
4690,136000,-3.5674
4759,138000,-4.2987
4827,140000,-3.4163
4896,142000,-3.5786
4965,144000,-4.1799
5034,146000,-3.3324
5103,148000,-3.6976
5172,150000,-3.9408
5241,152000,-4.107
5310,154000,-4.4454
5379,156000,-3.5366
5448,158000,-3.4541
5517,160000,-4.4024
5586,162000,-3.8563
5655,164000,-3.7532
5724,166000,-3.9907
5793,168000,-3.955
5862,170000,-3.5423
5931,172000,-3.7323
6000,174000,-4.4194
6069,176000,-4.1915
6138,178000,-4.3986
6207,180000,-3.3777
6276,182000,-3.4649
6345,184000,-3.9471
6414,186000,-4.5509
6483,188000,-4.7312
6552,190000,-4.0787
6621,192000,-4.067
6690,194000,-3.7881
6759,196000,-4.1845
6827,198000,-4.1921
6896,200000,-3.9573
6965,202000,-4.2022
7034,204000,-3.8418
7103,206000,-4.0019
7172,208000,-4.2286
7241,210000,-4.8507
7310,212000,-4.2556
7379,214000,-4.3102
7448,216000,-3.3731
7517,218000,-4.0668
7586,220000,-4.5231
7655,222000,-4.5285
7724,224000,-4.2408
7793,226000,-3.7653
7862,228000,-3.8056
7931,230000,-3.8955
8000,232000,-3.8819
8069,234000,-4.0575
8138,236000,-3.5947
8207,238000,-3.7465
8276,240000,-3.6497
8345,242000,-3.5505
8414,244000,-4.2568
8483,246000,-3.518
8552,248000,-3.8502
8621,250000,-4.3549
8690,252000,-3.3413
8759,254000,-4.6469
8827,256000,-4.4971
8896,258000,-4.0278
8965,260000,-4.0557
9034,262000,-4.1977
9103,264000,-4.3932
9172,266000,-4.2114
9241,268000,-4.3247
9310,270000,-4.1023
9379,272000,-3.8565
9448,274000,-4.2414
9517,276000,-3.0047
9586,278000,-3.7375
9655,280000,-3.5539
9724,282000,-4.4102
9793,284000,-3.7299
9862,286000,-3.3645
9931,288000,-4.4128
10000,290000,-4.0226
10069,292000,-3.7329
10138,294000,-3.5737
10207,296000,-4.2512
10276,298000,-4.0017
10345,300000,-3.9767
10414,302000,-3.8602
10483,304000,-4.4531
10552,306000,-4.3817
10621,308000,-4.3146
10690,310000,-4.0808
10759,312000,-3.4281
10827,314000,-3.6505
10896,316000,-3.9352
10965,318000,-4.1634
11034,320000,-4.0483
11103,322000,-3.9169
11172,324000,-4.0858
11241,326000,-4.4257
11310,328000,-3.8778
11379,330000,-4.2428
11448,332000,-3.3626
11517,334000,-3.6005
11586,336000,-3.9359
11655,338000,-4.2466
11724,340000,-3.8049
11793,342000,-3.8279
11862,344000,-4.0629
11931,346000,-3.5004
12000,348000,-3.8713
12069,350000,-3.5748
12138,352000,-4.1181
12207,354000,-4.3342
12276,356000,-4.1902
12345,358000,-3.9301
12414,360000,-4.3617
12483,362000,-3.4326
12552,364000,-4.5313
12621,366000,-3.9406
12690,368000,-4.0202
12759,370000,-4.5876
12827,372000,-4.2246
12896,374000,-3.0222
12965,376000,-4.1252
13034,378000,-3.5704
13103,380000,-3.6808
13172,382000,-3.5164
13241,384000,-3.7183
13310,386000,-4.1003
13379,388000,-4.1165
13448,390000,-3.3468
13517,392000,-4.0582
13586,394000,-4.1708
13655,396000,-3.5588
13724,398000,-4.8855
13793,400000,-4.3369
13862,402000,-4.1002
13931,404000,-4.3214
14000,406000,-4.0785
14069,408000,-3.8911
14138,410000,-4.2519
14207,412000,-3.7814
14276,414000,-4.2603
14345,416000,-4.2091
14414,418000,-3.7279
14483,420000,-3.3946
14552,422000,-4.032
14621,424000,-4.2084
14690,426000,-4.2497
14759,428000,-4.5852
14827,430000,-3.9337
14896,432000,-4.3945
14965,434000,-3.6956
15034,436000,-4.0843
15103,438000,-4.0895
15172,440000,-4.0887
15241,442000,-3.6
15310,444000,-4.5554
15379,446000,-4.1956
15448,448000,-4.0926
15517,450000,-3.9661
15586,452000,-4.0264
15655,454000,-3.9909
15724,456000,-4.0354
15793,458000,-4.3621
15862,460000,-3.8356
15931,462000,-3.5843
16000,464000,-3.9836
16069,466000,-4.622
16138,468000,-4.4883
16207,470000,-3.9814
16276,472000,-4.3892
16345,474000,-3.4505
16414,476000,-4.0534
16483,478000,-4.1224
16552,480000,-3.7014
16621,482000,-4.3966
16690,484000,-3.92
16759,486000,-4.3651
16827,488000,-4.3817
16896,490000,-4.406
16965,492000,-4.022
17034,494000,-4.3764
17103,496000,-4.3034
17172,498000,-4.3101
17241,500000,-4.176
17310,502000,-2.5369
17379,504000,-3.0691
17448,506000,-3.358
17517,508000,-2.8802
17586,510000,-3.1545
17655,512000,-2.561
17724,514000,-2.5795
17793,516000,-2.7251
17862,518000,-3.0821
17931,520000,-3.1401
18000,522000,-3.0443
18069,524000,-2.2487
18138,526000,-3.0108
18207,528000,-3.4439
18276,530000,-2.5589
18345,532000,-2.9306
18414,534000,-3.4105
18483,536000,-2.7626
18552,538000,-3.2534
18621,540000,-2.7847
18690,542000,-2.795
18759,544000,-3.0905
18828,546000,-2.3773
18897,548000,-3.0327
18965,550000,-3.0539
19034,552000,-2.8248
19103,554000,-2.9073
19172,556000,-3.3666
19241,558000,-2.5307
19310,560000,-3.1069
19379,562000,-2.6401
19448,564000,-2.6929
19517,566000,-3.3835
19586,568000,-3.1571
19655,570000,-3.2962
19724,572000,-3.063
19793,574000,-3.6377
19862,576000,-2.9982
19931,578000,-2.8765
20000,580000,-2.9458
20069,582000,-3.1247
20138,584000,-3.4504
20207,586000,-3.1977
20276,588000,-2.9589
20345,590000,-2.5374
20414,592000,-3.0606
20483,594000,-2.7037
20552,596000,-2.572
20621,598000,-2.8211
20690,600000,-2.7448
20759,602000,-2.9207
20828,604000,-2.8664
20897,606000,-2.8525
20965,608000,-2.5881
21034,610000,-2.0374
21103,612000,-3.0565
21172,614000,-2.8719
21241,616000,-2.8116
21310,618000,-2.7461
21379,620000,-2.6925
21448,622000,-2.968
21517,624000,-2.9901
21586,626000,-2.567
21655,628000,-2.5608
21724,630000,-3.1942
21793,632000,-2.7826
21862,634000,-3.8539
21931,636000,-3.4122
22000,638000,-3.3079
22069,640000,-2.7819
22138,642000,-3.32
22207,644000,-2.6629
22276,646000,-2.9024
22345,648000,-3.0286
22414,650000,-2.8755
22483,652000,-3.2422
22552,654000,-2.4154
22621,656000,-3.0292
22690,658000,-3.3787
22759,660000,-2.8356
22828,662000,-2.9234
22897,664000,-2.8663
22965,666000,-2.8879
23034,668000,-2.9778
23103,670000,-3.3179
23172,672000,-3.1649
23241,674000,-2.486
23310,676000,-3.2207
23379,678000,-3.1421
23448,680000,-3.0939
23517,682000,-3.0007
23586,684000,-2.8154
23655,686000,-2.6599
23724,688000,-2.9233
23793,690000,-3.1681
23862,692000,-3.0527
23931,694000,-3.4084
24000,696000,-3.2455
24069,698000,-2.8471
24138,700000,-3.247
24207,702000,-2.9089
24276,704000,-2.9595
24345,706000,-2.5722
24414,708000,-3.0678
24483,710000,-3.3823
24552,712000,-2.7189
24621,714000,-2.7967
24690,716000,-3.2735
24759,718000,-2.5487
24828,720000,-2.7576
24897,722000,-3.1988
24965,724000,-2.9864
25034,726000,-2.1744
25103,728000,-3.1346
25172,730000,-3.4349
25241,732000,-3.2228
25310,734000,-3.0025
25379,736000,-3.3334
25448,738000,-3.2195
25517,740000,-2.949
25586,742000,-2.4475
25655,744000,-2.5418
25724,746000,-2.6518
25793,748000,-2.7812
25862,750000,-2.877
25931,752000,-2.5787
26000,754000,-2.4179
26069,756000,-2.9253
26138,758000,-2.8334
26207,760000,-2.4772
26276,762000,-2.7558
26345,764000,-2.8276
26414,766000,-3.2345
26483,768000,-3.0779
26552,770000,-3.1561
26621,772000,-3.2729
26690,774000,-3.1535
26759,776000,-2.5222
26828,778000,-3.0724
26897,780000,-2.4498
26966,782000,-3.0214
27035,784000,-2.8412
27104,786000,-3.1966
27173,788000,-2.9401
27242,790000,-2.9358
27311,792000,-2.6166
27380,794000,-2.7079
27449,796000,-2.9361
27518,798000,-3.5242
