timestep,action,reward,stock_code,current_date,price,next_price,total_amt,current_amt,order_qty,qty,is_order,init_price_rate,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,average_price_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,0.16726063,-0.12,037270.csv,20240216,4240.0,4225.0,85597968.0,71283728.0,3376.0,3376.0,True,-0.3537735849056604,0.0,-0.0023738317757009348,-0.0023738317757009348,0.0,-0.05916028287026627,-0.034393995392017596,0.2922408746252866,-0.06153271028037383,-0.05916028287026627,-0.017347464966388837,-2935.6535433070862,0.0,buy
2,-0.41216487,-0.0,037270.csv,20240219,4225.0,4220.0,85537679.0,77151054.0,1391.0,1985.0,True,-0.4716981132075472,-0.019731767659651508,-0.07280490654205607,-0.0704327467212773,0,0.008128693884409137,0.0006605383910669449,0.3872985804972668,-0.08439953271028038,-0.01160307377524237,-0.0006729300860914833,-108.39285205984132,-104.02178493067888,sell
3,1.0771394,-1.07,037270.csv,20240220,4220.0,4220.0,85516801.0,2721.0,18279.0,20264.0,True,-0.4716981132075472,0.0,-0.09719509345794393,-0.02440795710624788,-0.0738313875686453,-1,-0.9999546000702375,0.37450301974960326,-0.09719509345794393,0.0,0,-126.80127261431925,-126.47709862117628,buy
4,-0.48367158,0.01,037270.csv,20240221,4220.0,4230.0,85448889.0,41295029.0,9801.0,10463.0,True,-0.2358490566037736,0.23695928476089745,-0.17653154205607477,-0.07941363475464897,0,-0.11451181794830964,-0.12289587452717576,0.18154882295891378,-0.054300233644859815,0.12244746681258781,0.0722258147291418,-108.79741985708915,-114.45271163797352,sell
5,-1.1746904,0.37,037270.csv,20240222,4230.0,4200.0,85480846.0,85480846.0,10463.0,0.0,True,-0.9433962264150944,-0.3668931490708173,-0.13919859813084112,0.03739896489467523,0,0.3668931490708173,0.7397482450929265,0.8041976282842532,-0.13919859813084112,0.0,0,-87.12103767973386,-111.71461935403714,sell
6,0.27193582,0.06,037270.csv,20240223,4200.0,4205.0,85477547.0,62238947.0,5533.0,5533.0,True,-0.8254716981132075,0.0,-0.14305257009345795,-0.003859344115522675,0.0,0.032365224519136,0.01042040502285868,0.7147380532533945,-0.11073364485981309,0.032365224519136,0.005223846799119691,-93.87683541320975,-110.2034785631624,buy
7,-0.015233658,-0.5,037270.csv,20240226,4205.0,4125.0,85504632.0,62591588.0,84.0,5449.0,True,-2.7122641509433962,-0.5176760452918355,-0.11141121495327103,0.0316866837556768,0,0.0078568813429164,0.0006171153503136129,2.0916017677658263,-0.62066238317757,-0.5098191639489191,-0.7273531469184473,-88.05912941037747,-107.22362247433477,sell
8,0.07779331,-1.32,037270.csv,20240227,4125.0,4135.0,85068021.0,57723397.0,1180.0,6629.0,True,-2.4764150943396226,0.06405410177064745,-0.6214707943925234,-0.5106284768291851,-1.4764588470118678,0.07792705087144322,0.05891917703015481,1.932387056956445,-0.5440280373831776,0.07792705087144322,0.02990679676133945,-25.232243705582846,-22.588598430896788,buy
9,-0.24748838,-0.12,037270.csv,20240228,4135.0,4105.0,85123179.0,64493663.0,1640.0,4989.0,True,-3.1839622641509435,-0.23359559186899873,-0.5570338785046729,0.06483987678519053,0,0.05776686723924776,0.03281946937060254,2.45207908658085,-0.7318831775700935,-0.17582872462975097,-0.14322394052194232,-25.38438170045947,-22.29624128553991,sell
10,0.6190791,0.58,037270.csv,20240229,4105.0,4145.0,84967839.0,24570975.0,9724.0,14713.0,True,-2.240566037735849,0.2348496663218847,-0.7385058411214953,-0.18248848530433762,-0.8074240052499762,0.692639717481811,0.9917496345474085,2.189584729324634,-0.050981308411214954,0.692639717481811,0.9091684776490482,-27.260328698519935,-25.122857055054276,buy
11,-0.4884987,-0.02,037270.csv,20240304,4145.0,4100.0,85507445.0,54312175.0,7187.0,7526.0,True,-3.30188679245283,-0.7738583081374664,-0.108125,0.6350708766407487,0,0.3777875332476307,0.7600282816454681,2.7981192690883443,-0.5037675233644859,-0.39607077488983566,-0.5435884221786178,-14.511776601620038,-21.119776120317038,sell
12,-0.56659245,0.03,037270.csv,20240305,4100.0,4075.0,85140071.0,71765871.0,4264.0,3262.0,True,-3.891509433962264,-0.22091429634863244,-0.5373002336448598,-0.42963978165877836,0,0.1251309606734719,0.1449348150044989,3.258940508728619,-0.6325689252336448,-0.09578333567516052,-0.04483601095483769,-15.180808140080458,-21.16154717297179,sell
13,-0.37667596,-0.07,037270.csv,20240306,4075.0,4000.0,85050305.0,76761755.0,1228.0,2034.0,True,-5.660377358490567,-0.2876255043277792,-0.6421670560747663,-0.10543331588248266,0,0.1082610681861334,0.11059678743024437,4.839997685593371,-0.8203796728971962,-0.17936443614164582,-0.14858704089009211,-16.025705780765005,-22.762607540548785,sell
14,0.15447904,-2.14,037270.csv,20240307,4000.0,4060.0,84896073.0,64908073.0,2963.0,4997.0,True,-4.245283018867925,0.14374938418571848,-0.8223446261682242,-0.1813420892494154,-2.8483462685251704,0.35316121159102376,0.7127000289390109,3.773195402045495,-0.4720876168224299,0.35316121159102376,0.4639962956648628,-17.23833829026266,-25.151021013137022,buy
15,0.52751696,11.53,037270.csv,20240308,4060.0,4335.0,85191033.0,30673353.0,8431.0,13428.0,True,2.240566037735849,1.6129592068481517,-0.4777651869158879,0.3474365651753998,-0.9737699441338945,4.3346111321364065,1.0,1.5955706445071418,3.8361366822429908,4.3346111321364065,1.0,-14.8715728853671,-22.71072248377126,buy
16,-0.2872448,2.57,037270.csv,20240311,4335.0,4265.0,88856278.0,47365994.0,3857.0,9571.0,True,0.589622641509434,-1.0575163399134013,3.80406308411215,4.30238356189436,0,0.3035245960773608,0.6019874749584602,2.431766377182155,3.021389018691589,-0.7539917438360405,-0.941721250163077,0.44040301314859487,2.752999190319236,sell
17,-0.4933168,3.04,037270.csv,20240312,4265.0,4275.0,88153246.0,67467996.0,4721.0,4850.0,True,0.8254716981132075,0.1085315862352284,2.9827640186915887,-0.7912012699879236,0,-0.053513759665348035,-0.028231065738477334,2.2139511990830543,3.039422897196262,0.05501782656988037,0.015020850645746098,-0.33678879408453394,-1.4545724782480183,sell
