timestep,action,reward,stock_code,current_date,price,next_price,total_amt,current_amt,order_qty,qty,is_order,init_price_rate,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,average_price_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,0.26925558,-1.0,052400_1.csv,20200702,13050.0,13050.0,13299493.0,9723793.0,274.0,274.0,True,0.0,0.0,-0.00381203007518797,-0.00381203007518797,0.0,-1,-0.9999546000702375,-0.00381203007518797,-0.00381203007518797,0.0,0,-724.4497041420118,0.0,buy
2,-0.50220263,-1.0,052400_1.csv,20200703,13050.0,13050.0,13296559.0,11508709.0,137.0,137.0,True,0.0,0.0,-0.025872180451127817,-0.022060991347564906,0,-1,-0.9999546000702375,-0.025872180451127817,-0.025872180451127817,0.0,0,-146.74986583250814,-154.8441206448021,sell
3,0.4657026,-1.0,052400_1.csv,20200706,13050.0,13050.0,13295800.0,6157450.0,410.0,547.0,True,0.0,0.0,-0.031578947368421054,-0.005708243764420555,0.0,-1,-0.9999546000702375,-0.031578947368421054,-0.031578947368421054,0.0,0,-170.94589556585788,-175.96630252047953,buy
4,0.0851714,-1.0,052400_1.csv,20200707,13050.0,13050.0,13295726.0,5635376.0,40.0,587.0,True,0.0,0.0,-0.03213533834586466,-0.0005565667353600385,0.0,-1,-0.9999546000702375,-0.03213533834586466,-0.03213533834586466,0.0,0,-175.46054059263,-170.99435832086056,buy
5,0.18126994,-1.0,052400_1.csv,20200708,13050.0,13050.0,13295582.0,4617332.0,78.0,665.0,True,0.0,0.0,-0.03321804511278196,-0.0010830548102450366,0.0,-1,-0.9999546000702375,-0.03321804511278196,-0.03321804511278196,0.0,0,-184.2863820721017,-177.79491461581026,buy
6,-0.04549182,-1.0,052400_1.csv,20200709,13050.0,13050.0,13294940.0,5008190.0,30.0,635.0,True,0.0,0.0,-0.03804511278195489,-0.004828671659503135,0,-1,-0.9999546000702375,-0.03804511278195489,-0.03804511278195489,0.0,0,-201.5862107097317,-196.50868340089806,sell
7,-0.1940493,-1.0,052400_1.csv,20200710,13050.0,13050.0,13292306.0,6610706.0,123.0,512.0,True,0.0,0.0,-0.05784962406015037,-0.019812048794503774,0,-1,-0.9999546000702375,-0.05784962406015037,-0.05784962406015037,0.0,0,-178.30067420675775,-177.01530199017446,sell
8,0.15446134,-1.0,052400_1.csv,20200713,13050.0,13050.0,13292162.0,5592662.0,78.0,590.0,True,0.0,0.0,-0.05893233082706767,-0.0010833334712577335,0.0,-1,-0.9999546000702375,-0.05893233082706767,-0.05893233082706767,0.0,0,-186.45354291199257,-183.79641505015684,buy
9,0.089717105,-1.0,052400_1.csv,20200714,13050.0,13050.0,13292092.0,5096692.0,38.0,628.0,True,0.0,0.0,-0.05945864661654135,-0.0005266261425342243,0.0,-1,-0.9999546000702375,-0.05945864661654135,-0.05945864661654135,0.0,0,-190.91683758145115,-187.37154728864135,buy
10,0.06960005,-1.0,052400_1.csv,20200715,13050.0,13050.0,13292042.0,4744292.0,27.0,655.0,True,0.0,0.0,-0.059834586466165414,-0.0003761635113569783,0.0,-1,-0.9999546000702375,-0.059834586466165414,-0.059834586466165414,0.0,0,-195.19893442836133,-191.14348642011072,buy
11,0.15129815,-1.0,052400_1.csv,20200716,13050.0,13050.0,13291942.0,4039492.0,54.0,709.0,True,0.0,0.0,-0.060586466165413536,-0.0007523298527043475,0.0,-1,-0.9999546000702375,-0.060586466165413536,-0.060586466165413536,0.0,0,-195.8806774461274,-191.70684212590655,buy
12,0.32644528,-1.0,052400_1.csv,20200717,13050.0,13050.0,13291757.0,2734307.0,100.0,809.0,True,0.0,0.0,-0.06197744360902256,-0.0013918206985856544,0.0,-1,-0.9999546000702375,-0.06197744360902256,-0.06197744360902256,0.0,0,-197.94456235760816,-193.8330407362113,buy
13,0.021557834,-1.0,052400_1.csv,20200720,13050.0,13050.0,13291750.0,2682100.0,4.0,813.0,True,0.0,0.0,-0.06203007518796993,-5.266421888392934e-05,0.0,-1,-0.9999546000702375,-0.06203007518796993,-0.06203007518796993,0.0,0,-200.27377562789263,-196.06079421130644,buy
